"team_whole_name","team","year","team_g","team_w","team_l","team_divs","team_playoffs","team_games_over_500","team_pnnts","team_ws","team_hof","team_r","team_ab","team_h","team_hr","team_ra","team_w_l_percent","team_ba","team_era"
"Washington Nationals","WSH","2015",162,83,79,0,0,4,0,0,2,703,5428,1363,177,635,0.483,0.253,3.87
"Washington Nationals","WSH","2016",162,95,67,1,1,28,0,0,0,763,5490,1403,203,612,0.485,0.253,3.86
"Washington Nationals","WSH","2017",162,97,65,1,1,32,0,0,2,819,5553,1477,215,672,0.487,0.254,3.87
"Washington Nationals","WSH","2018",162,82,80,0,0,2,0,0,1,771,5517,1402,191,682,0.488,0.254,3.87
"Washington Nationals","WSH","2019",162,93,69,0,1,24,1,1,1,873,5512,1460,231,724,0.489,0.254,3.88
"Washington Nationals","WSH","2020",60,26,34,0,0,-8,0,0,1,293,1968,519,66,301,0.489,0.254,3.88
"Washington Nationals","WSH","2021",162,65,97,0,0,-32,0,0,0,724,5385,1388,182,820,0.487,0.254,3.9
"Washington Nationals","WSH","2022",162,55,107,0,0,-52,0,0,0,603,5434,1351,136,855,0.484,0.254,3.92
"Washington Nationals","WSH","2023",162,71,91,0,0,-20,0,0,0,700,5522,1401,151,845,0.484,0.254,3.9
"Washington Nationals","WSH","2024",162,71,91,0,0,-20,0,0,0,660,5374,1306,135,764,0.483,0.254,3.9
"Washington Nationals","WSH","2025",162,66,96,0,0,-30,0,0,0,687,5422,1313,161,899,0.481,0.254,3.97
