Rk,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
35,Pedro Strop,31,CHC,NLWS,0,0,,3.18,8,0,0,0,0,0,5.2,4,2,2,0,2,0,3,2,0,1,22,4.20,1.059,6.4,0.0,3.2,4.8,1.50,,stroppe01
36,Julio Urías*,19,LAD,NL,1,1,.500,6.35,2,1,0,0,0,0,5.2,5,4,4,1,4,0,5,0,0,0,25,5.79,1.588,7.9,1.6,6.4,7.9,1.25,,uriasju01
37,Alex Claudio*,24,TEX,AL,0,0,,0.00,2,0,0,0,0,0,5.0,3,0,0,0,3,0,0,0,0,0,18,4.95,1.200,5.4,0.0,5.4,0.0,0.00,,claudal01
38,Yu Darvish,29,TEX,AL,0,1,.000,9.00,1,1,0,0,0,0,5.0,5,5,5,4,1,0,4,1,0,0,22,13.15,1.200,9.0,7.2,1.8,7.2,4.00,,darviyu01
39,Sammy Solís*,27,WSN,NL,1,0,1.000,1.93,5,0,1,0,0,0,4.2,3,1,1,0,2,1,2,0,0,0,19,3.57,1.071,5.8,0.0,3.9,3.9,1.00,,solissa01
40,Gio González*,30,WSN,NL,0,0,,6.23,1,1,0,0,0,0,4.1,4,3,3,1,1,0,4,0,0,0,18,4.99,1.154,8.3,2.1,2.1,8.3,4.00,,gonzagi01
41,Justin Grimm,27,CHC,NLWS,0,0,,12.46,6,0,0,0,0,0,4.1,6,6,6,0,1,0,3,1,0,1,20,3.15,1.615,12.5,0.0,2.1,6.2,3.00,,grimmju01
42,Mark Melancon,31,WSN,NL,0,0,,0.00,4,0,4,0,0,1,4.1,3,0,0,0,2,2,5,0,0,0,18,2.22,1.154,6.2,0.0,4.2,10.4,2.50,,melanma01
43,Ryan Merritt*,24,CLE,AL,0,0,,0.00,1,1,0,0,0,0,4.1,2,0,0,0,0,0,3,0,0,0,14,1.76,0.462,4.2,0.0,0.0,6.2,,,merriry01
44,Rick Porcello,27,BOS,AL,0,1,.000,10.38,1,1,0,0,0,0,4.1,6,5,5,3,0,0,6,1,0,0,19,10.07,1.385,12.5,6.2,0.0,12.5,,,porceri01
45,Tanner Roark,29,WSN,NL,0,0,,4.15,1,1,0,0,0,0,4.1,7,2,2,1,3,1,1,1,0,0,23,8.45,2.308,14.5,2.1,6.2,2.1,0.33,,roarkta01
46,Ross Stripling,26,LAD,NL,0,0,,8.31,5,0,3,0,0,0,4.1,6,5,4,0,1,0,2,0,0,0,19,2.92,1.615,12.5,0.0,2.1,4.2,2.00,,stripro01
47,Chris Tillman,28,BAL,AL,0,0,,4.15,1,1,0,0,0,0,4.1,4,2,2,1,1,0,4,0,0,0,18,4.99,1.154,8.3,2.1,2.1,8.3,4.00,,tillmch01
48,Tony Barnette,32,TEX,AL,0,0,,0.00,3,0,0,0,0,0,4.0,3,0,0,0,0,0,1,0,0,0,15,2.65,0.750,6.8,0.0,0.0,2.3,,,barneto01
49,Clay Buchholz,31,BOS,AL,0,1,.000,4.50,1,1,0,0,0,0,4.0,6,2,2,0,1,0,4,0,0,0,19,1.90,1.750,13.5,0.0,2.3,9.0,4.00,,buchhcl01
50,Brett Cecil*,29,TOR,AL,0,0,,0.00,6,0,0,0,0,0,4.0,0,0,0,0,3,0,4,0,0,0,14,3.40,0.750,0.0,0.0,6.8,9.0,1.33,,cecilbr01
51,Luis Avilán*,26,LAD,NL,0,0,,0.00,5,0,0,0,0,0,3.2,4,0,0,0,1,0,3,0,0,1,16,2.33,1.364,9.8,0.0,2.5,7.4,3.00,,avilalu01
52,Matt Bush,30,TEX,AL,0,1,.000,0.00,2,0,1,0,0,0,3.2,1,1,0,0,2,1,6,0,0,0,14,1.51,0.818,2.5,0.0,4.9,14.7,3.00,,bushma01
53,Jason Grilli,39,TOR,AL,0,0,,0.00,5,0,0,0,0,0,3.2,1,0,0,0,0,0,3,0,0,0,12,1.51,0.273,2.5,0.0,0.0,7.4,,,grillja01
54,Joe Kelly,28,BOS,AL,0,0,,0.00,3,0,0,0,0,0,3.2,0,0,0,0,0,0,3,0,0,0,11,1.51,0.000,0.0,0.0,0.0,7.4,,,kellyjo05
55,Drew Pomeranz*,27,BOS,AL,0,0,,4.91,2,0,0,0,0,0,3.2,4,2,2,1,2,1,7,0,0,0,17,4.51,1.636,9.8,2.5,4.9,17.2,3.50,,pomerdr01
56,Ty Blach*,25,SFG,NL,1,0,1.000,0.00,2,0,1,0,0,0,3.1,2,0,0,0,0,0,3,0,0,0,11,1.35,0.600,5.4,0.0,0.0,8.1,,,blachty01
57,Grant Dayton*,28,LAD,NL,0,0,,8.10,7,0,1,0,0,0,3.1,6,3,3,1,2,0,6,0,0,0,18,5.25,2.400,16.2,2.7,5.4,16.2,3.00,,daytogr01
58,Cole Hamels*,32,TEX,AL,0,1,.000,16.20,1,1,0,0,0,0,3.1,6,7,6,1,3,0,1,0,0,1,20,9.15,2.700,16.2,2.7,8.1,2.7,0.33,,hamelco01
59,Óliver Pérez*,34,WSN,NL,0,0,,0.00,4,0,0,0,0,0,3.1,1,0,0,0,1,0,3,1,0,0,13,3.15,0.600,2.7,0.0,2.7,8.1,3.00,,perezol01
60,David Price*,30,BOS,AL,0,1,.000,13.50,1,1,0,0,0,0,3.1,6,5,5,1,2,0,3,0,0,0,18,7.05,2.400,16.2,2.7,5.4,8.1,1.50,,priceda01
61,Zach McAllister,28,CLE,ALWS,0,0,,9.00,3,0,0,0,0,0,3.0,4,3,3,0,1,0,2,0,0,0,14,2.81,1.667,12.0,0.0,3.0,6.0,2.00,,mcallza01
62,Danny Salazar,26,CLE,WS,0,0,,0.00,2,0,0,0,0,0,3.0,1,0,0,0,2,0,4,0,0,1,12,2.48,1.000,3.0,0.0,6.0,12.0,2.00,,salazda01
63,Joe Ross,23,WSN,NL,0,0,,13.50,1,1,0,0,0,0,2.2,3,4,4,1,2,0,3,2,0,0,15,10.27,1.875,10.1,3.4,6.8,10.1,1.50,,rossjo01
64,Hunter Strickland,27,SFG,NL,0,0,,0.00,3,0,2,0,0,0,2.2,1,0,0,0,1,0,3,0,0,0,9,2.02,0.750,3.4,0.0,3.4,10.1,3.00,,strichu01
65,Blake Treinen,28,WSN,NL,1,1,.500,6.75,3,0,0,0,0,0,2.2,3,2,2,0,0,0,5,1,0,0,12,0.52,1.125,10.1,0.0,0.0,16.9,,,treinbl01
66,Josh Fields,30,LAD,NL,0,0,,0.00,4,0,0,0,0,0,2.1,1,0,0,0,1,0,4,0,0,0,9,1.00,0.857,3.9,0.0,3.9,15.4,4.00,,fieldjo03
67,Mychal Givens,26,BAL,AL,0,0,,0.00,1,0,0,0,0,0,2.1,0,0,0,0,0,0,3,0,0,0,6,0.57,0.000,0.0,0.0,0.0,11.6,,,givenmy01
68,Derek Law,25,SFG,NL,0,0,,3.86,3,0,0,0,0,0,2.1,1,1,1,0,1,0,3,0,0,0,11,1.86,0.857,3.9,0.0,3.9,11.6,3.00,,lawde01
69,Jeff Manship,31,CLE,ALWS,0,0,,0.00,3,0,0,0,0,0,2.1,3,0,0,0,1,0,2,0,0,0,12,2.72,1.714,11.6,0.0,3.9,7.7,2.00,,manshje01
70,George Kontos,31,SFG,NL,0,0,,4.50,1,0,0,0,0,0,2.0,1,1,1,1,0,0,1,0,0,0,7,8.65,0.500,4.5,4.5,0.0,4.5,,,kontoge01
71,Colby Lewis,36,TEX,AL,0,0,,22.50,1,1,0,0,0,0,2.0,5,5,5,2,0,0,2,0,0,0,11,14.15,2.500,22.5,9.0,0.0,9.0,,,lewisco01
72,Francisco Liriano*,32,TOR,AL,1,0,1.000,9.00,2,0,1,0,0,0,2.0,2,2,2,0,1,0,1,0,0,0,9,3.65,1.500,9.0,0.0,4.5,4.5,1.00,,liriafr01
73,Reynaldo López,22,WSN,NL,0,0,,4.50,1,0,0,0,0,0,2.0,2,1,1,0,1,0,3,0,0,0,9,1.65,1.500,9.0,0.0,4.5,13.5,3.00,,lopezre01
74,Sergio Romo,33,SFG,NL,0,0,,13.50,2,0,0,0,0,0,2.0,2,3,3,1,1,0,2,0,0,0,9,9.15,1.500,9.0,4.5,4.5,9.0,2.00,,romose01
75,Marc Rzepczynski*,30,WSN,NL,0,1,.000,4.50,3,0,0,0,0,0,2.0,0,1,1,0,4,0,3,0,0,0,10,6.15,2.000,0.0,0.0,18.0,13.5,0.75,,rzepcma01
76,Jeff Samardzija,31,SFG,NL,0,1,.000,18.00,1,1,0,0,0,0,2.0,6,4,4,0,1,0,1,0,0,0,13,3.65,3.500,27.0,0.0,4.5,4.5,1.00,,samarje01
77,Koji Uehara,41,BOS,AL,0,0,,0.00,2,0,1,0,0,0,2.0,1,0,0,0,0,0,1,0,0,0,6,2.15,0.500,4.5,0.0,0.0,4.5,,,ueharko01
78,Alex Wood*,25,LAD,NL,0,0,,0.00,1,0,1,0,0,0,2.0,2,0,0,0,0,0,1,1,0,0,9,3.65,1.000,9.0,0.0,0.0,4.5,,,woodal02
79,Matt Barnes,26,BOS,AL,0,0,,0.00,1,0,0,0,0,0,1.2,3,1,0,0,0,0,1,0,0,0,7,1.95,1.800,16.2,0.0,0.0,5.4,,,barnema01
80,Keone Kela,23,TEX,AL,0,0,,0.00,1,0,0,0,0,0,1.2,0,0,0,0,0,0,1,0,0,0,5,1.95,0.000,0.0,0.0,0.0,5.4,,,kelake01
81,Shawn Kelley,32,WSN,NL,0,0,,0.00,2,0,0,0,0,0,1.2,1,0,0,0,0,0,3,0,0,0,6,-0.45,0.600,5.4,0.0,0.0,16.2,,,kellesh01
82,Darren O'Day,33,BAL,AL,0,0,,0.00,1,0,0,0,0,0,1.2,0,0,0,0,0,0,1,0,0,0,4,1.95,0.000,0.0,0.0,0.0,5.4,,,odayda01
83,Brad Brach,30,BAL,AL,0,0,,0.00,1,0,0,0,0,0,1.1,2,0,0,0,1,1,2,0,0,0,6,2.40,2.250,13.5,0.0,6.8,13.5,2.00,,brachbr01
84,Craig Kimbrel,28,BOS,AL,0,0,,0.00,2,0,2,0,0,0,1.1,0,0,0,0,0,0,3,0,0,0,4,-1.35,0.000,0.0,0.0,0.0,20.3,,,kimbrcr01
85,Will Smith*,26,SFG,NL,0,1,.000,0.00,2,0,0,0,0,0,1.1,1,1,0,0,0,0,1,0,0,0,5,1.65,0.750,6.8,0.0,0.0,6.8,,,smithwi04
86,Jake Diekman*,29,TEX,AL,0,0,,27.00,2,0,1,0,0,0,1.0,5,3,3,1,2,1,1,0,0,0,10,20.15,7.000,45.0,9.0,18.0,9.0,0.50,,diekmja01
87,Sam Dyson,28,TEX,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,1.15,0.000,0.0,0.0,0.0,9.0,,,dysonsa01
88,Jeurys Familia,26,NYM,NL,0,1,.000,27.00,1,0,1,0,0,0,1.0,2,3,3,1,1,0,1,0,0,0,6,17.15,3.000,18.0,9.0,9.0,9.0,1.00,,familje01
89,Jeremy Jeffress,28,TEX,AL,0,0,,0.00,1,0,0,0,0,0,1.0,1,1,0,0,1,0,1,0,0,0,4,4.15,2.000,9.0,0.0,9.0,9.0,1.00,,jeffrje01
90,Addison Reed,27,NYM,NL,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,2,1,1,0,0,0,6,7.15,3.000,9.0,0.0,18.0,9.0,0.50,,reedad01
91,Santiago Casilla,35,SFG,NL,0,0,,0.00,1,0,0,0,0,0,0.2,2,0,0,0,0,0,0,0,0,0,3,3.15,3.000,27.0,0.0,0.0,0.0,,,garcija01
92,Javier López*,38,SFG,NL,0,0,,13.50,2,0,0,0,0,0,0.2,0,1,1,0,1,0,0,0,0,0,3,7.65,1.500,0.0,0.0,13.5,0.0,0.00,,lopezja02
93,Ryan Tepera,28,TOR,AL,0,0,,0.00,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,3.15,0.000,0.0,0.0,0.0,0.0,,,teperry01
94,Brad Ziegler,36,BOS,AL,0,0,,0.00,1,0,0,0,0,0,0.2,0,0,0,0,1,0,1,0,0,0,4,4.65,1.500,0.0,0.0,13.5,13.5,1.00,,zieglbr01
95,Brian Duensing*,33,BAL,AL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,-2.85,0.000,0.0,0.0,0.0,27.0,,,duensbr01
96,Donnie Hart*,25,BAL,AL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,3.15,0.000,0.0,0.0,0.0,0.0,,,hartdo01
97,Robbie Ross*,27,BOS,AL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,-2.85,0.000,0.0,0.0,0.0,27.0,,,rossro01
98,Ubaldo Jiménez,32,BAL,AL,0,1,.000,,1,0,1,0,0,0,0.0,3,3,3,1,0,0,0,0,0,0,3,,,,,,,,,jimenub01
,League Average,,,,,,.500,3.44,,,,,,,,,,,,,,,,,,,3.67,1.144,7.5,1.0,2.8,9.0,3.17,,-9999
* - throws left-handed, # - throws both, else - throws right, ? - unknown
