Rk,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
11,Barry Zito*,34,SFG,NLWS,2,0,1.000,1.69,3,3,0,0,0,0,16.0,16,3,3,1,6,1,13,0,0,0,68,3.41,1.375,9.0,0.6,3.4,7.3,2.17,,zitoba01
12,Madison Bumgarner*,22,SFG,NLWS,1,2,.333,6.00,3,3,0,0,0,0,15.0,17,10,10,3,4,0,14,1,0,0,64,4.83,1.400,10.2,1.8,2.4,8.4,3.50,,bumgama01
13,Adam Wainwright,30,STL,NL,1,0,1.000,4.80,3,3,0,0,0,0,15.0,17,8,8,4,3,0,20,0,0,1,65,4.49,1.333,10.2,2.4,1.8,12.0,6.67,,wainwad01
14,Chris Carpenter,37,STL,NL,1,2,.333,2.63,3,3,0,0,0,0,13.2,19,10,4,1,6,1,9,0,0,0,69,4.05,1.829,12.5,0.7,4.0,5.9,1.50,,carpech01
15,Andy Pettitte*,40,NYY,AL,0,1,.000,3.29,2,2,0,0,0,0,13.2,14,5,5,0,4,1,10,0,0,0,59,2.51,1.317,9.2,0.0,2.6,6.6,2.50,,pettian01
16,Jarrod Parker,23,OAK,AL,0,2,.000,4.26,2,2,0,0,0,0,12.2,14,7,6,1,2,0,11,1,0,2,53,3.09,1.263,9.9,0.7,1.4,7.8,5.50,,parkeja02
17,Jason Hammel,29,BAL,AL,0,1,.000,3.18,2,2,0,0,0,0,11.1,8,4,4,0,6,2,11,0,0,0,45,2.74,1.235,6.4,0.0,4.8,8.7,1.83,,hammeja01
18,Joe Saunders*,31,BAL,AL,1,0,1.000,1.59,2,2,0,0,0,0,11.1,9,2,2,0,5,0,9,0,0,0,44,2.83,1.235,7.1,0.0,4.0,7.1,1.80,,saundjo01
19,Lance Lynn,25,STL,NL,1,2,.333,5.73,6,2,1,0,0,0,11.0,13,11,7,3,6,0,15,0,0,0,53,5.55,1.727,10.6,2.5,4.9,12.3,2.50,,lynnla01
20,Phil Coke*,29,DET,ALWS,0,1,.000,0.84,10,0,6,0,0,2,10.2,6,1,1,0,2,0,13,0,0,0,40,1.22,0.750,5.1,0.0,1.7,11.0,6.50,,cokeph01
21,Sergio Romo,29,SFG,NLWS,1,0,1.000,0.84,10,0,10,0,0,4,10.2,4,1,1,0,1,0,9,0,0,1,37,1.69,0.469,3.4,0.0,0.8,7.6,9.00,,romose01
22,Jeremy Affeldt*,33,SFG,NLWS,0,0,,0.00,10,0,1,0,0,0,10.1,5,0,0,0,3,1,10,1,0,1,40,2.32,0.774,4.4,0.0,2.6,8.7,3.33,,affelje01
23,Gio González*,26,WSN,NL,0,0,,4.50,2,2,0,0,0,0,10.0,6,5,5,0,11,0,10,0,0,2,45,4.39,1.700,5.4,0.0,9.9,9.0,0.91,,gonzagi01
24,Phil Hughes,26,NYY,AL,0,1,.000,1.86,2,2,0,0,0,0,9.2,7,2,2,2,6,0,9,0,0,0,42,5.78,1.345,6.5,1.9,5.6,8.4,1.50,,hugheph01
25,Trevor Rosenthal,22,STL,NL,0,0,,0.00,7,0,1,0,0,0,8.2,2,0,0,0,2,0,15,0,0,0,30,0.32,0.462,2.1,0.0,2.1,15.6,7.50,,rosentr01
26,Mat Latos,24,CIN,NL,0,1,.000,6.48,2,1,0,0,0,0,8.1,11,7,6,2,2,0,5,0,0,0,39,5.73,1.560,11.9,2.2,2.2,5.4,2.50,,latosma01
27,Jason Motte,30,STL,NL,1,0,1.000,2.16,6,0,6,0,0,3,8.1,7,2,2,1,1,0,2,0,0,0,33,4.53,0.960,7.6,1.1,1.1,2.2,2.00,,motteja01
28,Mitchell Boggs,28,STL,NL,0,1,.000,2.35,9,0,0,0,0,0,7.2,8,4,2,1,4,0,5,0,0,0,35,5.05,1.565,9.4,1.2,4.7,5.9,1.25,,boggsmi01
29,Joe Kelly,24,STL,NL,0,0,,2.35,7,0,1,0,0,0,7.2,6,2,2,0,4,0,5,0,0,0,34,3.35,1.304,7.0,0.0,4.7,5.9,1.25,,kellyjo05
30,Edward Mujica,28,STL,NL,1,0,1.000,2.35,9,0,2,0,0,0,7.2,9,2,2,0,1,0,4,0,0,0,32,2.44,1.304,10.6,0.0,1.2,4.7,4.00,,mujiced01
31,Bronson Arroyo,35,CIN,NL,1,0,1.000,0.00,1,1,0,0,0,0,7.0,1,0,0,0,1,0,4,0,0,0,23,2.38,0.286,1.3,0.0,1.3,5.1,4.00,,arroybr01
32,Homer Bailey,26,CIN,NL,0,0,,1.29,1,1,0,0,0,0,7.0,1,1,1,0,1,0,10,1,0,0,24,1.09,0.286,1.3,0.0,1.3,12.9,10.00,,baileho02
33,Santiago Casilla,31,SFG,NLWS,1,0,1.000,1.29,11,0,2,0,0,0,7.0,8,2,1,0,1,0,8,1,0,2,32,1.67,1.286,10.3,0.0,1.3,10.3,8.00,,garcija01
34,Miguel González,28,BAL,AL,0,0,,1.29,1,1,0,0,0,0,7.0,5,1,1,0,0,0,8,0,0,0,25,0.81,0.714,6.4,0.0,0.0,10.3,,,gonzami03
35,Darren O'Day,29,BAL,AL,0,0,,0.00,5,0,0,0,0,0,7.0,1,0,0,0,1,0,5,0,0,0,23,2.09,0.286,1.3,0.0,1.3,6.4,5.00,,odayda01
36,Yu Darvish,25,TEX,AL,0,1,.000,2.70,1,1,0,0,0,0,6.2,5,3,2,0,0,0,7,1,0,0,27,1.44,0.750,6.8,0.0,0.0,9.5,,,darviyu01
37,Wei-Yin Chen*,26,BAL,AL,1,0,1.000,1.42,1,1,0,0,0,0,6.1,8,2,1,0,1,0,3,0,0,0,29,2.62,1.421,11.4,0.0,1.4,4.3,3.00,,chenwe02
38,Kris Medlen,26,ATL,NL,0,1,.000,2.84,1,1,0,0,0,0,6.1,3,5,2,1,0,0,4,1,0,0,25,4.36,0.474,4.3,1.4,0.0,5.7,,,medlekr01
39,David Robertson,27,NYY,AL,1,0,1.000,1.42,6,0,4,0,0,0,6.1,3,1,1,1,0,0,7,0,0,0,22,2.94,0.474,4.3,1.4,0.0,9.9,,,roberda08
40,Brett Anderson*,24,OAK,AL,1,0,1.000,0.00,1,1,0,0,0,0,6.0,2,0,0,0,2,0,6,0,0,0,21,2.09,0.667,3.0,0.0,3.0,9.0,3.00,,anderbr04
41,Ross Detwiler*,26,WSN,NL,0,0,,0.00,1,1,0,0,0,0,6.0,3,1,0,0,3,1,2,0,0,0,25,3.93,1.000,4.5,0.0,4.5,3.0,0.67,,detwiro01
42,Edwin Jackson,28,WSN,NL,0,1,.000,7.50,2,1,0,0,0,0,6.0,9,5,5,1,3,0,6,0,0,0,28,4.76,2.000,13.5,1.5,4.5,9.0,2.00,,jacksed01
43,Tommy Milone*,25,OAK,AL,0,0,,1.50,1,1,0,0,0,0,6.0,5,1,1,0,1,0,6,1,0,1,25,2.09,1.000,7.5,0.0,1.5,9.0,6.00,,milonto01
44,Fernando Salas,27,STL,NL,0,0,,3.18,5,0,1,0,0,0,5.2,3,2,2,1,0,0,5,0,0,0,20,3.62,0.529,4.8,1.6,0.0,7.9,,,salasfe01
45,Joaquin Benoit,34,DET,ALWS,0,0,,3.38,6,0,0,0,0,0,5.1,6,2,2,1,1,0,5,0,0,2,23,4.22,1.313,10.1,1.7,1.7,8.4,5.00,,benoijo01
46,Jim Johnson,29,BAL,AL,0,1,.000,8.44,5,0,3,0,0,2,5.1,8,6,5,2,1,0,4,0,0,0,25,7.03,1.688,13.5,3.4,1.7,6.8,4.00,,johnsji04
47,George Kontos,27,SFG,NLWS,0,0,,6.75,8,0,1,0,0,0,5.1,6,4,4,1,1,0,2,0,0,0,22,5.34,1.313,10.1,1.7,1.7,3.4,2.00,,kontoge01
48,Octavio Dotel,38,DET,ALWS,0,0,,0.00,6,0,0,0,0,0,5.0,0,0,0,0,5,0,6,0,0,0,19,3.69,1.000,0.0,0.0,9.0,10.8,1.20,,doteloc01
49,A.J. Griffin,24,OAK,AL,0,0,,3.60,1,1,0,0,0,0,5.0,7,2,2,1,0,0,1,0,0,0,21,5.29,1.400,12.6,1.8,0.0,1.8,,,griffaj01
50,Brian Matusz*,25,BAL,AL,0,1,.000,1.93,6,0,2,0,0,0,4.2,2,1,1,1,2,1,6,0,0,1,17,4.59,0.857,3.9,1.9,3.9,11.6,3.00,,matusbr01
51,Mike Leake,24,CIN,NL,0,1,.000,10.38,1,1,0,0,0,0,4.1,6,5,5,2,2,0,1,0,0,0,20,10.02,1.846,12.5,4.2,4.2,2.1,0.50,,leakemi01
52,Rafael Soriano,32,NYY,AL,0,0,,0.00,3,0,0,0,0,0,4.1,2,0,0,0,0,0,2,0,0,0,13,2.17,0.462,4.2,0.0,0.0,4.2,,,soriara01
53,Sam LeCure,28,CIN,NL,1,0,1.000,0.00,3,0,0,0,0,0,4.0,2,0,0,0,2,1,5,0,0,0,16,2.09,1.000,4.5,0.0,4.5,11.3,2.50,,lecursa01
54,Sean Marshall*,29,CIN,NL,0,0,,0.00,3,0,0,0,0,0,4.0,0,0,0,0,0,0,3,0,0,0,12,1.59,0.000,0.0,0.0,0.0,6.8,,,marshse01
55,Drew Smyly*,23,DET,ALWS,1,0,1.000,2.25,4,0,1,0,0,0,4.0,2,1,1,0,3,1,4,0,0,0,16,3.34,1.250,4.5,0.0,6.8,9.0,1.33,,smylydr01
56,Drew Storen,24,WSN,NL,1,1,.500,9.00,4,0,4,0,0,1,4.0,3,4,4,0,3,0,6,0,0,0,18,2.34,1.500,6.8,0.0,6.8,13.5,2.00,,storedr01
57,Jordan Zimmermann,26,WSN,NL,0,1,.000,11.25,2,1,0,0,0,0,4.0,7,5,5,1,0,0,5,0,0,0,18,3.84,1.750,15.8,2.3,0.0,11.3,,,zimmejo02
58,Jerry Blevins*,28,OAK,AL,0,0,,0.00,3,0,1,0,0,0,3.2,1,0,0,0,0,0,0,0,0,0,12,3.09,0.273,2.5,0.0,0.0,0.0,,,blevije01
59,Cody Eppley,26,NYY,AL,0,0,,0.00,4,0,1,0,0,0,3.2,4,0,0,0,1,0,4,0,0,0,17,1.73,1.364,9.8,0.0,2.5,9.8,4.00,,eppleco01
60,Boone Logan*,27,NYY,AL,0,0,,0.00,5,0,0,0,0,0,3.2,3,0,0,0,0,0,2,0,0,0,13,2.00,0.818,7.4,0.0,0.0,4.9,,,loganbo02
61,Al Alburquerque,26,DET,ALWS,1,0,1.000,2.70,3,0,1,0,0,0,3.1,1,1,1,1,0,0,3,0,0,0,11,5.19,0.300,2.7,2.7,0.0,8.1,,,albural01
62,Ryan Cook,25,OAK,AL,1,0,1.000,8.10,4,0,1,0,0,0,3.1,4,3,3,0,1,0,4,1,0,1,16,2.49,1.500,10.8,0.0,2.7,10.8,4.00,,cookry01
63,Shelby Miller,21,STL,NL,0,0,,5.40,2,0,0,0,0,0,3.1,4,2,2,0,1,0,4,0,0,0,15,1.59,1.500,10.8,0.0,2.7,10.8,4.00,,millesh01
64,David Phelps,25,NYY,AL,0,2,.000,8.10,3,0,1,0,0,0,3.1,7,4,3,0,1,0,2,0,0,0,19,2.79,2.400,18.9,0.0,2.7,5.4,2.00,,phelpda01
65,Jonathan Broxton,28,CIN,NL,0,1,.000,0.00,3,0,1,0,0,0,3.0,4,1,0,0,1,0,4,0,0,0,15,1.43,1.667,12.0,0.0,3.0,12.0,4.00,,broxtjo01
66,Aroldis Chapman*,24,CIN,NL,0,0,,3.00,3,0,2,0,0,0,3.0,2,1,1,0,2,0,3,0,0,2,13,3.09,1.333,6.0,0.0,6.0,9.0,1.50,,chapmar01
67,Tyler Clippard,27,WSN,NL,0,0,,3.00,3,0,0,0,0,0,3.0,1,1,1,1,1,0,5,0,0,0,12,5.09,0.667,3.0,3.0,3.0,15.0,5.00,,clippty01
68,Javier López*,34,SFG,NL,0,0,,0.00,5,0,1,0,0,0,3.0,0,0,0,0,2,0,4,0,0,0,11,2.43,0.667,0.0,0.0,6.0,12.0,2.00,,lopezja02
69,Ryan Mattheus,28,WSN,NL,1,0,1.000,6.00,3,0,0,0,0,0,3.0,3,2,2,0,1,0,0,0,0,0,12,4.09,1.333,9.0,0.0,3.0,0.0,0.00,,matthry01
70,Craig Stammen,28,WSN,NL,0,0,,9.00,4,0,0,0,0,0,3.0,5,3,3,1,2,0,3,3,0,0,21,10.43,2.333,15.0,3.0,6.0,9.0,1.50,,stammcr01
71,Sean Doolittle*,25,OAK,AL,0,0,,3.38,3,0,0,0,0,0,2.2,5,3,1,0,0,0,5,0,0,0,14,-0.66,1.875,16.9,0.0,0.0,16.9,,,doolise01
72,Christian Garcia,26,WSN,NL,0,0,,3.38,2,0,0,0,0,0,2.2,2,1,1,0,4,1,4,0,0,0,13,4.59,2.250,6.8,0.0,13.5,13.5,1.00,,garcich02
73,J.J. Hoover,24,CIN,NL,0,0,,0.00,2,0,0,0,0,0,2.2,0,0,0,0,2,0,2,0,0,0,8,3.84,0.750,0.0,0.0,6.8,6.8,1.00,,hoovejj01
74,José Mijares*,27,SFG,NLWS,0,0,,10.13,6,0,1,0,0,0,2.2,3,3,3,0,2,0,4,0,0,0,13,2.34,1.875,10.1,0.0,6.8,13.5,2.00,,mijarjo01
75,José Valverde,34,DET,ALWS,0,1,.000,30.38,4,0,2,0,0,1,2.2,11,9,9,2,1,0,6,0,0,0,20,9.47,4.500,37.1,6.8,3.4,20.3,6.00,,valvejo01
76,Joba Chamberlain,26,NYY,AL,0,0,,0.00,4,0,1,0,0,0,2.1,4,0,0,0,0,0,1,0,0,0,11,2.24,1.714,15.4,0.0,0.0,3.9,,,chambjo03
77,Pedro Strop,27,BAL,AL,1,0,1.000,0.00,2,0,0,0,0,0,2.1,1,0,0,0,1,0,2,0,0,0,9,2.67,0.857,3.9,0.0,3.9,7.7,2.00,,stroppe01
78,Jaime García*,25,STL,NL,0,0,,4.50,1,1,0,0,0,0,2.0,2,1,1,0,3,0,3,0,0,0,11,4.59,2.500,9.0,0.0,13.5,13.5,1.00,,garcija02
79,Derek Lowe,39,NYY,AL,0,0,,13.50,3,0,1,0,0,0,2.0,3,3,3,2,0,0,1,0,0,0,9,15.09,1.500,13.5,9.0,0.0,4.5,,,lowede01
80,Troy Patton*,26,BAL,AL,0,0,,4.50,3,0,0,0,0,0,2.0,3,1,1,1,2,0,3,0,0,0,11,9.59,2.500,13.5,4.5,9.0,13.5,1.50,,pattotr01
81,Marc Rzepczynski*,26,STL,NL,0,0,,4.50,5,0,1,0,0,0,2.0,3,1,1,0,1,0,3,0,0,0,10,1.59,2.000,13.5,0.0,4.5,13.5,3.00,,rzepcma01
82,Evan Scribner,26,OAK,AL,0,0,,0.00,1,0,1,0,0,0,2.0,0,0,0,0,0,0,3,0,0,0,6,0.09,0.000,0.0,0.0,0.0,13.5,,,scribev01
83,Grant Balfour,34,OAK,AL,0,1,.000,5.40,2,0,2,0,0,1,1.2,3,1,1,0,1,1,2,0,0,0,8,2.49,2.400,16.2,0.0,5.4,10.8,2.00,,balfogr01
84,Guillermo Mota,38,SFG,NL,0,0,,21.60,3,0,0,0,0,0,1.2,6,4,4,0,0,0,3,0,0,0,11,-0.51,3.600,32.4,0.0,0.0,16.2,,,motagu01
85,Clay Rapada*,31,NYY,AL,0,0,,0.00,5,0,0,0,0,0,1.2,0,0,0,0,2,1,1,0,0,0,7,5.49,1.200,0.0,0.0,10.8,5.4,0.50,,rapadcl01
86,José Arredondo,28,CIN,NL,0,0,,20.25,2,0,1,0,0,0,1.1,4,3,3,1,2,0,0,0,0,1,10,17.34,4.500,27.0,6.8,13.5,0.0,0.00,,arredjo01
87,Tommy Hunter,25,BAL,AL,0,0,,0.00,2,0,1,0,0,0,1.1,0,0,0,0,0,0,1,0,0,0,5,1.59,0.000,0.0,0.0,0.0,6.8,,,hunteto02
88,Rick Porcello,23,DET,ALWS,0,0,,0.00,2,0,2,0,0,0,1.1,0,0,0,0,0,0,1,0,0,0,4,1.59,0.000,0.0,0.0,0.0,6.8,,,porceri01
89,Sean Burnett*,29,WSN,NL,0,0,,27.00,2,0,0,0,0,0,1.0,3,4,3,1,1,0,1,0,0,0,7,17.09,4.000,27.0,9.0,9.0,9.0,1.00,,burnese01
90,Mike González*,34,WSN,NL,0,0,,9.00,1,0,0,0,0,0,1.0,1,1,1,1,0,0,1,0,0,0,4,14.09,1.000,9.0,9.0,0.0,9.0,,,gonzami02
91,Craig Kimbrel,24,ATL,NL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,1.09,0.000,0.0,0.0,0.0,9.0,,,kimbrcr01
92,Joe Nathan,37,TEX,AL,0,0,,18.00,1,0,1,0,0,0,1.0,2,2,2,0,1,0,1,0,0,0,6,4.09,3.000,18.0,0.0,9.0,9.0,1.00,,nathajo01
93,Eric O'Flaherty*,27,ATL,NL,0,0,,0.00,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,4,3.09,2.000,18.0,0.0,0.0,0.0,,,oflaher01
94,Alfredo Simón,31,CIN,NL,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,1,0,1,0,0,0,5,4.09,2.000,9.0,0.0,9.0,9.0,1.00,,simonal01
95,Koji Uehara,37,TEX,AL,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,3,0,0,0,3,-2.91,0.000,0.0,0.0,0.0,27.0,,,ueharko01
96,Pat Neshek,31,OAK,AL,0,0,,0.00,1,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,2,0.09,0.000,0.0,0.0,0.0,13.5,,,neshepa01
97,Jonny Venters*,27,ATL,NL,0,0,,0.00,1,0,0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,2,3.09,1.500,13.5,0.0,0.0,0.0,,,ventejo01
98,Luis Ayala,34,BAL,AL,0,0,,0.00,1,0,0,0,0,0,0.1,2,0,0,0,0,0,1,0,0,0,3,-2.91,6.000,54.0,0.0,0.0,27.0,,,ayalalu01
99,Johnny Cueto,26,CIN,NL,0,0,,0.00,1,1,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,-2.91,0.000,0.0,0.0,0.0,27.0,,,cuetojo01
100,Tom Gorzelanny*,29,WSN,NL,0,0,,0.00,1,0,1,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,2,3.09,3.000,27.0,0.0,0.0,0.0,,,gorzeto01
101,Derek Holland*,25,TEX,AL,0,0,,0.00,1,0,0,0,0,0,0.1,1,0,0,0,0,0,1,0,0,1,2,-2.91,3.000,27.0,0.0,0.0,27.0,,,hollade01
102,Chad Durbin,34,ATL,NL,0,0,,,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,durbich01
,League Average,,,,,,.500,3.05,,,,,,,,,,,,,,,,,,,3.45,1.161,7.7,0.8,2.8,8.3,2.98,,-9999
