Rk,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
37,Aroldis Chapman*,31,NYY,AL,0,1,.000,3.38,5,0,4,0,0,2,5.1,2,2,2,1,4,0,9,0,0,0,22,4.53,1.125,3.4,1.7,6.8,15.2,2.25,,chapmar01
38,Ryan Helsley,24,STL,NL,0,0,,0.00,5,0,1,0,0,0,5.1,1,0,0,0,1,0,8,0,0,0,18,0.78,0.375,1.7,0.0,1.7,13.5,8.00,,helslry01
39,Blake Snell*,26,TBR,AL,0,1,.000,1.69,3,1,1,0,0,1,5.1,4,1,1,1,0,0,7,0,0,0,20,3.03,0.750,6.8,1.7,0.0,11.8,,,snellbl01
40,Dakota Hudson,24,STL,NL,0,1,.000,9.00,2,2,0,0,0,0,5.0,10,11,5,1,3,1,2,0,0,0,28,6.81,2.600,18.0,1.8,5.4,3.6,0.67,,hudsoda02
41,Andrew Miller*,34,STL,NL,0,0,,0.00,6,0,1,0,0,0,5.0,1,0,0,0,2,1,6,1,0,0,18,2.61,0.600,1.8,0.0,3.6,10.8,3.00,,millean01
42,Jake Odorizzi,29,MIN,AL,0,1,.000,3.60,1,1,0,0,0,0,5.0,5,2,2,1,0,0,5,0,0,1,20,3.81,1.000,9.0,1.8,0.0,9.0,,,odorija01
43,Hyun Jin Ryu*,32,LAD,NL,1,0,1.000,3.60,1,1,0,0,0,0,5.0,4,2,2,1,2,1,3,0,0,0,20,5.81,1.200,7.2,1.8,3.6,5.4,1.50,,ryuhy01
44,Kenta Maeda,31,LAD,NL,0,0,,0.00,4,0,0,0,0,0,4.2,1,0,0,0,0,0,7,0,0,0,15,0.21,0.214,1.9,0.0,0.0,13.5,,,maedake01
45,Fernando Rodney,42,WSN,NLWS,0,0,,3.86,6,0,0,0,0,0,4.2,4,2,2,1,9,1,5,0,0,1,27,9.64,2.786,7.7,1.9,17.4,9.6,0.56,,rodnefe01
46,Giovanny Gallegos,27,STL,NL,0,0,,2.08,5,0,0,0,0,0,4.1,3,1,1,0,3,1,6,0,0,0,19,2.52,1.385,6.2,0.0,6.2,12.5,2.00,,gallegi01
47,Colin Poche*,25,TBR,AL,0,0,,2.08,5,0,3,0,0,0,4.1,2,1,1,1,0,0,6,0,0,0,15,3.44,0.462,4.2,2.1,0.0,12.5,,,pocheco01
48,José Berríos,25,MIN,AL,0,0,,2.25,1,1,0,0,0,0,4.0,4,3,1,0,3,0,6,0,0,0,19,2.46,1.750,9.0,0.0,6.8,13.5,2.00,,berrijo01
49,Luis Cessa,27,NYY,AL,0,0,,0.00,2,0,1,0,0,0,4.0,2,0,0,0,0,0,4,1,0,0,14,1.96,0.500,4.5,0.0,0.0,9.0,,,cessalu01
50,Max Fried*,25,ATL,NL,0,0,,9.00,4,0,0,0,0,0,4.0,5,4,4,0,3,0,6,0,0,1,21,2.46,2.000,11.3,0.0,6.8,13.5,2.00,,friedma01
51,Brandon Woodruff,26,MIL,NL,0,0,,2.25,1,1,0,0,0,0,4.0,2,1,1,1,0,0,3,0,0,0,14,4.96,0.500,4.5,2.3,0.0,6.8,,,woodrbr01
52,J.A. Happ*,36,NYY,AL,0,1,.000,2.45,3,0,1,0,0,0,3.2,2,1,1,1,2,0,3,0,0,0,15,6.76,1.091,4.9,2.5,4.9,7.4,1.50,,happja01
53,Carlos Martínez,27,STL,NL,1,1,.500,14.73,4,0,3,0,0,0,3.2,6,6,6,2,4,2,5,0,0,1,21,10.85,2.727,14.7,4.9,9.8,12.3,1.25,,martica04
54,Sean Newcomb*,26,ATL,NL,1,0,1.000,0.00,4,0,1,0,0,0,3.2,0,0,0,0,0,0,4,0,0,0,11,1.03,0.000,0.0,0.0,0.0,9.8,,,newcose01
55,Josh Tomlin,34,ATL,NL,0,0,,0.00,2,0,0,0,0,0,3.2,2,0,0,0,0,0,2,0,0,0,12,2.12,0.545,4.9,0.0,0.0,4.9,,,tomlijo01
56,Julio Urías*,22,LAD,NL,0,1,.000,7.36,3,0,1,0,0,0,3.2,4,3,3,0,0,0,0,0,0,0,15,3.21,1.091,9.8,0.0,0.0,0.0,,,uriasju01
57,Dustin May,21,LAD,NL,0,0,,2.70,2,0,1,0,0,0,3.1,3,1,1,0,1,0,1,0,0,0,12,3.51,1.200,8.1,0.0,2.7,2.7,1.00,,maydu01
58,Adam Ottavino,33,NYY,AL,0,0,,8.10,8,0,0,0,0,0,3.1,7,4,3,1,3,0,4,0,0,1,21,7.41,3.000,18.9,2.7,8.1,10.8,1.33,,ottavad01
59,Devin Smeltzer*,23,MIN,AL,0,0,,0.00,1,0,0,0,0,0,3.1,2,0,0,0,3,0,4,0,0,0,14,3.51,1.500,5.4,0.0,8.1,10.8,1.33,,smeltde01
60,Tyler Webb*,28,STL,NL,0,0,,5.40,5,0,1,0,0,0,3.1,4,3,2,0,1,1,5,1,0,0,16,2.01,1.500,10.8,0.0,2.7,13.5,5.00,,webbty01
61,John Brebbia,29,STL,NL,0,0,,6.00,5,0,0,0,0,0,3.0,7,2,2,1,1,0,3,0,0,0,17,6.55,2.667,21.0,3.0,3.0,9.0,3.00,,brebbjo01
62,Chris Devenski,28,HOU,WS,0,0,,9.00,3,0,3,0,0,0,3.0,3,3,3,1,1,0,3,1,0,0,14,7.55,1.333,9.0,3.0,3.0,9.0,3.00,,devench02
63,Oliver Drake,32,TBR,AL,0,0,,6.00,2,0,0,0,0,0,3.0,3,2,2,0,1,0,4,0,0,0,13,1.55,1.333,9.0,0.0,3.0,12.0,4.00,,drakeol01
64,Javy Guerra,33,WSN,WS,0,0,,3.00,2,0,2,0,0,0,3.0,6,1,1,1,0,0,1,0,0,0,15,6.88,2.000,18.0,3.0,0.0,3.0,,,guerrja01
65,Jesús Luzardo*,21,OAK,AL,0,0,,0.00,1,0,0,0,0,0,3.0,1,0,0,0,2,0,4,0,0,0,12,2.55,1.000,3.0,0.0,6.0,12.0,2.00,,luzarje01
66,Mark Melancon,34,ATL,NL,0,1,.000,12.00,3,0,2,0,0,2,3.0,8,4,4,0,2,1,4,0,0,0,18,2.55,3.333,24.0,0.0,6.0,12.0,2.00,,melanma01
67,Emilio Pagán,28,TBR,AL,0,0,,6.00,4,0,1,0,0,0,3.0,5,3,2,2,2,0,2,0,0,0,17,12.55,2.333,15.0,6.0,6.0,6.0,1.00,,paganem01
68,Ryan Yarbrough*,27,TBR,AL,1,0,1.000,0.00,3,0,0,0,0,0,3.0,2,0,0,0,1,0,1,0,0,0,11,3.55,1.000,6.0,0.0,3.0,3.0,1.00,,yarbrry01
69,Shane Greene,30,ATL,NL,0,0,,3.38,2,0,0,0,0,0,2.2,4,1,1,0,1,1,3,0,0,0,13,2.09,1.875,13.5,0.0,3.4,10.1,3.00,,greensh02
70,Rich Hill*,39,LAD,NL,0,0,,3.38,1,1,0,0,0,0,2.2,2,1,1,0,4,0,2,0,0,0,13,6.21,2.250,6.8,0.0,13.5,6.8,0.50,,hillri01
71,Luke Jackson,27,ATL,NL,0,0,,10.13,3,0,0,0,0,0,2.2,6,4,3,1,2,0,6,1,0,0,18,6.96,3.000,20.3,3.4,6.8,20.3,3.00,,jackslu01
72,Jonathan Loáisiga,24,NYY,AL,0,0,,3.38,4,0,2,0,0,0,2.2,3,2,1,0,3,0,3,0,0,2,15,4.34,2.250,10.1,0.0,10.1,10.1,1.00,,loaisjo01
73,Wade Miley*,32,HOU,AL,0,0,,6.75,1,0,0,0,0,0,2.2,4,3,2,1,1,0,1,0,0,0,14,8.46,1.875,13.5,3.4,3.4,3.4,1.00,,mileywa01
74,Yusmeiro Petit,34,OAK,AL,0,0,,3.38,1,0,0,0,0,0,2.2,2,1,1,1,0,0,2,0,0,0,10,6.59,0.750,6.8,3.4,0.0,6.8,,,petityu01
75,Chaz Roe,32,TBR,AL,0,0,,6.75,3,0,0,0,0,0,2.2,3,2,2,0,1,0,2,0,0,0,12,2.84,1.500,10.1,0.0,3.4,6.8,2.00,,roech01
76,Joe Kelly,31,LAD,NL,0,1,.000,23.14,3,0,1,0,0,0,2.1,5,6,6,1,5,1,4,0,0,1,17,11.79,4.286,19.3,3.9,19.3,15.4,0.80,,kellyjo05
77,Randy Dobnak,24,MIN,AL,0,1,.000,18.00,1,1,0,0,0,0,2.0,6,4,4,0,2,0,0,0,0,0,13,6.21,4.000,27.0,0.0,9.0,0.0,0.00,,dobnara01
78,Sean Manaea*,27,OAK,AL,0,1,.000,18.00,1,1,0,0,0,0,2.0,4,4,4,3,0,0,5,0,0,0,10,17.71,2.000,18.0,13.5,0.0,22.5,,,manaese01
79,Darren O'Day,36,ATL,NL,0,0,,0.00,4,0,0,0,0,0,2.0,1,0,0,0,0,0,2,0,0,0,6,1.21,0.500,4.5,0.0,0.0,9.0,,,odayda01
80,Drew Pomeranz*,30,MIL,NL,0,0,,0.00,1,0,0,0,0,0,2.0,0,0,0,0,0,0,2,0,0,0,6,1.21,0.000,0.0,0.0,0.0,9.0,,,pomerdr01
81,Daniel Ponce de Leon,27,STL,NL,0,0,,4.50,1,0,1,0,0,0,2.0,2,1,1,0,1,0,4,0,0,0,9,0.71,1.500,9.0,0.0,4.5,18.0,4.00,,ponceda01
82,Taylor Rogers*,28,MIN,AL,0,0,,4.50,1,0,0,0,0,0,2.0,2,1,1,0,0,0,2,0,0,0,7,1.21,1.000,9.0,0.0,0.0,9.0,,,rogerta01
83,Sergio Romo,36,MIN,AL,0,0,,9.00,2,0,0,0,0,0,2.0,2,2,2,1,2,0,1,0,0,0,10,11.71,2.000,9.0,4.5,9.0,4.5,0.50,,romose01
84,Hunter Strickland,30,WSN,NL,0,0,,18.00,2,0,2,0,0,0,2.0,4,4,4,3,1,0,3,0,0,0,11,21.21,2.500,18.0,13.5,4.5,13.5,3.00,,strichu01
85,Wander Suero,27,WSN,NLWS,0,0,,4.50,4,0,2,0,0,0,2.0,2,1,1,1,0,0,2,0,0,0,8,7.71,1.000,9.0,4.5,0.0,9.0,,,suerowa01
86,Génesis Cabrera*,22,STL,NL,0,0,,0.00,2,0,1,0,0,0,1.2,1,0,0,0,0,0,1,0,0,0,6,2.01,0.600,5.4,0.0,0.0,5.4,,,cabrege01
87,Tyler Duffey,28,MIN,AL,0,0,,21.60,2,0,0,0,0,0,1.2,3,4,4,1,2,0,4,1,0,0,11,11.61,3.000,16.2,5.4,10.8,21.6,2.00,,duffety01
88,Kenley Jansen,31,LAD,NL,0,0,,0.00,2,0,2,0,0,0,1.2,0,0,0,0,0,0,2,0,0,0,5,0.81,0.000,0.0,0.0,0.0,10.8,,,janseke01
89,Tyler Lyons*,31,NYY,AL,0,0,,0.00,2,0,1,0,0,0,1.2,0,0,0,0,0,0,4,0,0,0,5,-1.59,0.000,0.0,0.0,0.0,21.6,,,lyonsty01
90,Cody Stashak,25,MIN,AL,0,0,,10.80,2,0,0,0,0,0,1.2,3,2,2,2,1,0,0,0,0,0,9,20.61,2.400,16.2,10.8,5.4,0.0,0.00,,stashco01
91,Julio Teheran,28,ATL,NL,0,1,.000,5.40,2,0,2,0,0,0,1.2,1,1,1,0,1,1,2,0,0,0,7,2.61,1.200,5.4,0.0,5.4,10.8,2.00,,teherju01
92,Brendan McKay*,23,TBR,AL,0,0,,0.00,3,0,1,0,0,0,1.1,2,2,0,0,0,0,2,0,0,0,6,0.21,1.500,13.5,0.0,0.0,13.5,,,mckaybr01
93,Héctor Rondón,31,HOU,ALWS,0,0,,6.75,4,0,1,0,0,0,1.1,3,1,1,0,1,0,1,0,0,0,8,3.96,3.000,20.3,0.0,6.8,6.8,1.00,,rondohe01
94,Kyle Gibson,31,MIN,AL,0,0,,27.00,1,0,0,0,0,0,1.0,1,3,3,0,3,0,1,0,0,0,7,10.21,4.000,9.0,0.0,27.0,9.0,0.33,,gibsoky01
95,Brusdar Graterol,20,MIN,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,2,0,0,0,3,-0.79,0.000,0.0,0.0,0.0,18.0,,,gratebr01
96,Josh Hader*,25,MIL,NL,0,1,.000,18.00,1,0,1,0,0,0,1.0,2,3,2,0,1,0,2,1,0,0,6,5.21,3.000,18.0,0.0,9.0,18.0,2.00,,haderjo01
97,Liam Hendriks,30,OAK,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,1.21,0.000,0.0,0.0,0.0,9.0,,,hendrli01
98,Adam Kolarek*,30,LAD,NL,0,0,,0.00,3,0,0,0,0,0,1.0,0,0,0,0,0,0,2,0,0,0,3,-0.79,0.000,0.0,0.0,0.0,18.0,,,kolarad01
99,Trevor May,29,MIN,AL,0,0,,0.00,2,0,1,0,0,0,1.0,1,0,0,0,0,0,2,0,0,0,4,-0.79,1.000,9.0,0.0,0.0,18.0,,,maytr01
100,CC Sabathia*,38,NYY,AL,0,0,,0.00,2,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,5,6.21,0.000,0.0,0.0,0.0,0.0,,,sabatc.01
101,Ross Stripling,29,LAD,NL,0,0,,9.00,1,0,0,0,0,0,1.0,1,1,1,0,0,0,0,0,0,1,4,3.21,1.000,9.0,0.0,0.0,0.0,,,stripro01
102,Brent Suter*,29,MIL,NL,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,5,3.21,1.000,9.0,0.0,0.0,0.0,,,suterbr01
103,Bryan Abreu,22,HOU,AL,0,0,,27.00,1,0,0,0,0,0,0.2,2,2,2,1,2,0,0,0,0,0,6,31.71,6.000,27.0,13.5,27.0,0.0,0.00,,abreubr01
104,Pedro Báez,31,LAD,NL,0,0,,13.50,2,0,0,0,0,0,0.2,4,1,1,1,1,0,1,0,0,0,7,24.21,7.500,54.0,13.5,13.5,13.5,1.00,,baezpe01
105,Jake Diekman*,32,OAK,AL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,3.21,0.000,0.0,0.0,0.0,0.0,,,diekmja01
106,Zack Littell,23,MIN,AL,0,1,.000,54.00,2,0,1,0,0,0,0.1,0,2,2,0,1,0,0,1,0,1,3,21.21,3.000,0.0,0.0,27.0,0.0,0.00,,litteza01
107,Chris Martin,33,ATL,NL,0,0,,,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,martich02
,League Average,,,,,,.500,3.73,,,,,,,,,,,,,,,,,,,4.13,1.259,7.8,1.3,3.5,10.0,2.84,,-9999
