Rk,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
13,Koji Uehara,38,BOS,ALWS,1,1,.500,0.66,13,0,13,0,0,7,13.2,7,1,1,1,0,0,16,0,0,0,46,1.66,0.512,4.6,0.7,0.0,10.5,,ALCS MVP,ueharko01
14,Sonny Gray,23,OAK,AL,0,1,.000,2.08,2,2,0,0,0,0,13.0,10,3,3,1,6,1,12,0,0,0,53,3.59,1.231,6.9,0.7,4.2,8.3,2.00,,grayso01
15,Francisco Liriano*,29,PIT,NL,1,0,1.000,2.08,2,2,0,0,0,0,13.0,7,3,3,0,3,0,10,2,0,1,50,2.66,0.769,4.8,0.0,2.1,6.9,3.33,,liriafr01
16,Carlos Martínez,21,STL,NLWS,0,1,.000,3.55,12,0,1,0,0,0,12.2,7,5,5,0,3,1,11,1,0,1,47,2.26,0.789,5.0,0.0,2.1,7.8,3.67,,martica04
17,Jake Peavy,32,BOS,ALWS,0,1,.000,7.11,3,3,0,0,0,0,12.2,16,10,10,0,4,0,8,0,0,0,56,2.73,1.579,11.4,0.0,2.8,5.7,2.00,,peavyja01
18,Doug Fister,29,DET,AL,1,0,1.000,3.00,2,2,0,0,0,0,12.0,15,4,4,1,2,0,8,0,0,1,52,3.30,1.417,11.3,0.8,1.5,6.0,4.00,,fistedo01
19,Alex Cobb,25,TBR,AL,1,0,1.000,1.54,2,2,0,0,0,0,11.2,13,3,2,0,3,0,10,1,0,1,51,2.36,1.371,10.0,0.0,2.3,7.7,3.33,,cobbal01
20,Trevor Rosenthal,23,STL,NLWS,1,0,1.000,0.00,10,0,9,0,0,4,11.2,4,0,0,0,3,2,18,0,1,0,40,0.73,0.600,3.1,0.0,2.3,13.9,6.00,,rosentr01
21,Gerrit Cole,22,PIT,NL,1,1,.500,2.45,2,2,0,0,0,0,11.0,5,3,3,2,2,0,10,0,0,0,40,4.14,0.636,4.1,1.6,1.6,8.2,5.00,,colege01
22,Hyun Jin Ryu*,26,LAD,NL,1,0,1.000,3.60,2,2,0,0,0,0,10.0,9,4,4,0,2,0,5,0,0,0,40,2.65,1.100,8.1,0.0,1.8,4.5,2.50,,ryuhy01
23,Brandon Workman,24,BOS,ALWS,0,1,.000,0.00,7,0,0,0,0,0,8.2,7,1,0,0,3,1,4,0,0,0,35,3.16,1.154,7.3,0.0,3.1,4.2,1.33,,workmbr01
24,Craig Breslow*,32,BOS,ALWS,1,0,1.000,2.45,10,0,0,0,0,0,7.1,6,3,2,0,7,1,6,2,0,0,36,5.09,1.773,7.4,0.0,8.6,7.4,0.86,,breslcr01
25,Junichi Tazawa,27,BOS,ALWS,1,0,1.000,1.23,13,0,0,0,0,0,7.1,6,1,1,0,1,0,6,0,0,1,26,1.82,0.955,7.4,0.0,1.2,7.4,6.00,,tazawju01
26,Félix Doubront*,25,BOS,ALWS,1,0,1.000,1.29,4,0,1,0,0,0,7.0,3,1,1,0,3,1,4,1,0,0,27,3.62,0.857,3.9,0.0,3.9,5.1,1.33,,doubrfe01
27,David Price*,27,TBR,AL,0,1,.000,9.00,1,1,0,0,0,0,7.0,9,7,7,2,2,0,5,0,0,0,31,6.19,1.571,11.6,2.6,2.6,6.4,2.50,,priceda01
28,Mike Minor*,25,ATL,NL,1,0,1.000,1.42,1,1,0,0,0,0,6.1,8,1,1,0,1,0,5,0,0,0,26,1.94,1.421,11.4,0.0,1.4,7.1,5.00,,minormi01
29,Matt Moore*,24,TBR,AL,0,1,.000,9.95,2,1,0,0,0,0,6.1,9,8,7,0,3,1,7,1,0,1,32,2.73,1.895,12.8,0.0,4.3,9.9,2.33,,moorema02
30,Bartolo Colon,40,OAK,AL,0,1,.000,4.50,1,1,0,0,0,0,6.0,10,3,3,0,0,0,4,1,0,0,26,2.21,1.667,15.0,0.0,0.0,6.0,,,colonba01
31,Freddy García,36,ATL,NL,0,0,,3.00,1,1,0,0,0,0,6.0,8,2,2,2,2,1,6,0,0,0,26,6.38,1.667,12.0,3.0,3.0,9.0,3.00,,garcifr03
32,J.P. Howell*,30,LAD,NL,0,0,,1.50,7,0,1,0,0,0,6.0,5,1,1,1,3,0,6,0,0,1,26,4.71,1.333,7.5,1.5,4.5,9.0,2.00,,howeljp01
33,Kevin Siegrist*,23,STL,NLWS,0,0,,3.00,9,0,1,0,0,0,6.0,6,3,2,1,0,0,3,0,0,2,25,4.21,1.000,9.0,1.5,0.0,4.5,,,siegrke01
34,Dan Straily,24,OAK,AL,0,0,,4.50,1,1,0,0,0,0,6.0,4,3,3,1,0,0,8,1,0,0,22,3.05,0.667,6.0,1.5,0.0,12.0,,,straida01
35,Brian Wilson,31,LAD,NL,1,0,1.000,0.00,6,0,1,0,0,0,6.0,4,0,0,0,2,0,8,0,0,0,24,1.38,1.000,6.0,0.0,3.0,12.0,4.00,,wilsobr01
36,John Axford,30,STL,NLWS,0,0,,1.59,6,0,2,0,0,0,5.2,2,1,1,1,4,0,9,0,0,0,23,4.28,1.059,3.2,1.6,6.4,14.3,2.25,,axforjo01
37,Joaquin Benoit,35,DET,AL,0,0,,6.35,6,0,5,0,0,3,5.2,7,4,4,1,1,0,10,1,0,0,26,2.87,1.412,11.1,1.6,1.6,15.9,10.00,,benoijo01
38,Charlie Morton,29,PIT,NL,0,1,.000,3.18,1,1,0,0,0,0,5.2,3,2,2,1,4,0,4,0,0,0,24,6.05,1.235,4.8,1.6,6.4,6.4,1.00,,mortoch02
39,Dan Otero,28,OAK,AL,0,0,,0.00,4,0,0,0,0,0,5.2,4,0,0,0,1,0,2,0,0,0,21,2.87,0.882,6.4,0.0,1.6,3.2,2.00,,oteroda01
40,Seth Maness,24,STL,NLWS,0,0,,1.80,9,0,0,0,0,0,5.0,6,2,1,1,0,0,3,0,0,0,20,4.45,1.200,10.8,1.8,0.0,5.4,,,manesse01
41,Jarrod Parker,24,OAK,AL,1,0,1.000,5.40,1,1,0,0,0,0,5.0,5,3,3,0,1,0,1,0,0,0,20,3.25,1.200,9.0,0.0,1.8,1.8,1.00,,parkeja02
42,José Veras,32,DET,AL,0,0,,3.60,6,0,1,0,0,0,5.0,5,2,2,1,0,0,9,0,0,0,20,2.05,1.000,9.0,1.8,0.0,16.2,,,verasjo01
43,Chris Withrow,24,LAD,NL,0,1,.000,5.40,4,0,0,0,0,0,5.0,3,3,3,0,6,0,3,0,1,1,23,5.45,1.800,5.4,0.0,10.8,5.4,0.50,,withrch01
44,Al Alburquerque,27,DET,AL,0,1,.000,3.86,7,0,3,0,0,0,4.2,4,2,2,0,3,2,9,0,0,0,21,1.12,1.500,7.7,0.0,5.8,17.4,3.00,,albural01
45,Sean Doolittle*,26,OAK,AL,0,1,.000,4.15,4,0,1,0,0,0,4.1,3,2,2,1,2,0,6,0,0,0,19,4.66,1.154,6.2,2.1,4.2,12.5,3.00,,doolise01
46,Kenley Jansen,25,LAD,NL,0,0,,4.15,6,0,6,0,0,2,4.1,6,2,2,0,1,0,10,0,0,0,20,-0.88,1.615,12.5,0.0,2.1,20.8,10.00,,janseke01
47,Jeanmar Gómez,25,PIT,NL,0,0,,0.00,1,0,0,0,0,0,4.0,3,2,0,0,2,0,0,0,0,0,17,4.55,1.250,6.8,0.0,4.5,0.0,0.00,,gomezje01
48,Kris Medlen,27,ATL,NL,0,1,.000,11.25,1,1,0,0,0,0,4.0,9,5,5,1,1,0,4,1,0,0,23,5.80,2.500,20.3,2.3,2.3,9.0,4.00,,medlekr01
49,Ricky Nolasco,30,LAD,NL,0,1,.000,6.75,1,1,0,0,0,0,4.0,3,3,3,1,1,0,4,0,0,0,16,5.05,1.000,6.8,2.3,2.3,9.0,4.00,,nolasri01
50,Danny Salazar,23,CLE,AL,0,1,.000,6.75,1,1,0,0,0,0,4.0,4,3,3,1,2,1,4,0,0,0,18,5.80,1.500,9.0,2.3,4.5,9.0,2.00,,salazda01
51,Alex Torres*,25,TBR,AL,0,0,,0.00,3,0,0,0,0,0,4.0,2,0,0,0,0,0,5,1,0,0,15,1.30,0.500,4.5,0.0,0.0,11.3,,,torreal01
52,Tony Watson*,28,PIT,NL,0,0,,2.25,4,0,0,0,0,0,4.0,4,1,1,1,1,0,1,0,0,0,17,6.55,1.250,9.0,2.3,2.3,2.3,1.00,,watsoto01
53,Ronald Belisario,30,LAD,NL,0,0,,7.36,7,0,0,0,0,0,3.2,3,3,3,0,2,1,2,1,0,0,18,4.41,1.364,7.4,0.0,4.9,4.9,1.00,,belisro01
54,Carlos Mármol,30,LAD,NL,0,0,,0.00,2,0,2,0,0,0,3.2,1,0,0,0,1,0,5,0,0,0,13,1.14,0.545,2.5,0.0,2.5,12.3,5.00,,marmoca01
55,Mark Melancon,28,PIT,NL,1,0,1.000,9.82,4,0,1,0,0,0,3.2,5,4,4,2,1,0,2,0,0,0,16,9.87,1.636,12.3,4.9,2.5,4.9,2.00,,melanma01
56,Randy Choate*,37,STL,NLWS,0,0,,0.00,9,0,1,0,0,0,3.1,1,0,0,0,1,0,1,0,0,0,11,3.35,0.600,2.7,0.0,2.7,2.7,1.00,,choatra01
57,Johnny Cueto,27,CIN,NL,0,1,.000,10.80,1,1,0,0,0,0,3.1,8,4,4,2,1,0,0,0,0,0,19,11.75,2.700,21.6,5.4,2.7,0.0,0.00,,cuetojo01
58,Jason Grilli,36,PIT,NL,0,0,,0.00,4,0,4,0,0,1,3.1,3,0,0,0,0,0,4,0,0,0,13,0.65,0.900,8.1,0.0,0.0,10.8,,,grillja01
59,Joel Peralta,37,TBR,AL,0,0,,0.00,3,0,0,0,0,0,3.1,3,0,0,0,1,0,4,0,0,1,13,1.55,1.200,8.1,0.0,2.7,10.8,4.00,,peraljo01
60,Alex Wood*,22,ATL,NL,0,0,,0.00,2,0,0,0,0,0,3.1,3,4,0,1,0,0,3,0,0,1,14,5.15,0.900,8.1,2.7,0.0,8.1,,,woodal02
61,José Álvarez*,24,DET,AL,0,0,,0.00,1,0,0,0,0,0,3.0,0,0,0,0,1,0,3,0,0,0,10,2.05,0.333,0.0,0.0,3.0,9.0,3.00,,alvarjo02
62,Grant Balfour,35,OAK,AL,1,0,1.000,0.00,3,0,3,0,0,1,3.0,0,0,0,0,1,0,3,0,0,0,10,2.05,0.333,0.0,0.0,3.0,9.0,3.00,,balfogr01
63,Chris Capuano*,34,LAD,NL,1,0,1.000,0.00,1,0,0,0,0,0,3.0,0,0,0,0,3,0,3,0,0,0,11,4.05,1.000,0.0,0.0,9.0,9.0,1.00,,capuach01
64,Ryan Dempster,36,BOS,ALWS,0,0,,3.00,3,0,2,0,0,0,3.0,4,1,1,1,0,0,3,0,0,0,12,5.38,1.333,12.0,3.0,0.0,9.0,,,dempsry01
65,Jake McGee*,26,TBR,AL,0,1,.000,6.00,4,0,1,0,0,0,3.0,3,2,2,0,3,1,3,0,0,0,15,4.05,2.000,9.0,0.0,9.0,9.0,1.00,,mcgeeja01
66,Drew Smyly*,24,DET,AL,0,0,,3.00,6,0,0,0,0,0,3.0,1,2,1,0,3,0,3,0,0,0,14,4.05,1.333,3.0,0.0,9.0,9.0,1.00,,smylydr01
67,Luis Avilán*,23,ATL,NL,0,0,,0.00,4,0,1,0,0,0,2.2,3,0,0,0,1,1,1,0,0,0,11,3.42,1.500,10.1,0.0,3.4,3.4,1.00,,avilalu01
68,David Carpenter,27,ATL,NL,0,1,.000,13.50,3,0,1,0,0,0,2.2,3,4,4,2,1,0,3,0,0,0,12,11.67,1.500,10.1,6.8,3.4,10.1,3.00,,carpeda01
69,Julio Teheran,22,ATL,NL,0,1,.000,20.25,1,1,0,0,0,0,2.2,8,6,6,1,1,0,5,0,0,1,17,5.30,3.375,27.0,3.4,3.4,16.9,5.00,,teherju01
70,Jordan Walden,25,ATL,NL,0,0,,13.50,2,0,0,0,0,0,2.2,3,4,4,0,1,0,3,1,0,0,13,3.05,1.500,10.1,0.0,3.4,10.1,3.00,,waldejo01
71,Justin Wilson*,25,PIT,NL,0,0,,3.38,2,0,0,0,0,0,2.2,2,1,1,0,1,0,3,0,0,0,11,1.92,1.125,6.8,0.0,3.4,10.1,3.00,,wilsoju10
72,Fernando Rodney,36,TBR,AL,1,0,1.000,7.71,3,0,2,0,0,0,2.1,1,2,2,0,3,0,4,1,0,1,12,4.76,1.714,3.9,0.0,11.6,15.4,1.33,,rodnefe01
73,Luis Ayala,35,ATL,NL,0,0,,0.00,3,0,0,0,0,0,2.0,1,0,0,0,2,1,3,0,0,0,8,3.05,1.500,4.5,0.0,9.0,13.5,1.50,,ayalalu01
74,A.J. Burnett,36,PIT,NL,0,1,.000,31.50,1,1,0,0,0,0,2.0,6,7,7,1,4,0,0,1,0,0,16,17.05,5.000,27.0,4.5,18.0,0.0,0.00,,burnea.01
75,Justin Masterson,28,CLE,AL,0,0,,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,0,2,1,0,0,7,2.55,0.500,4.5,0.0,0.0,9.0,,,masteju01
76,Edward Mujica,29,STL,NL,0,0,,4.50,2,0,1,0,0,0,2.0,1,1,1,1,0,0,0,0,0,0,7,9.55,0.500,4.5,4.5,0.0,0.0,,,mujiced01
77,Jamey Wright,38,TBR,AL,0,0,,18.00,2,0,1,0,0,0,2.0,4,4,4,0,3,0,1,0,0,0,11,6.55,3.500,18.0,0.0,13.5,4.5,0.33,,wrighja01
78,Chris Archer,24,TBR,AL,0,0,,0.00,2,0,0,0,0,0,1.2,1,0,0,0,0,0,2,0,0,0,6,0.65,0.600,5.4,0.0,0.0,10.8,,,archech01
79,Vin Mazzaro,26,PIT,NL,0,0,,0.00,3,0,0,0,0,0,1.2,0,0,0,0,0,0,2,0,0,0,5,0.65,0.000,0.0,0.0,0.0,10.8,,,mazzavi01
80,Bryan Shaw,25,CLE,AL,0,0,,0.00,1,0,0,0,0,0,1.2,1,0,0,0,0,0,2,0,0,0,5,0.65,0.600,5.4,0.0,0.0,10.8,,,shawbr01
81,Craig Kimbrel,25,ATL,NL,0,0,,0.00,1,0,1,0,0,1,1.1,0,0,0,0,2,0,2,0,0,0,5,4.55,1.500,0.0,0.0,13.5,13.5,1.00,,kimbrcr01
82,Franklin Morales*,27,BOS,AL,0,0,,6.75,3,0,0,0,0,0,1.1,3,1,1,0,2,0,0,0,0,0,9,7.55,3.750,20.3,0.0,13.5,0.0,0.00,,moralfr01
83,Alfredo Simón,32,CIN,NL,0,0,,0.00,1,0,0,0,0,0,1.1,2,0,0,0,0,0,0,0,0,0,6,3.05,1.500,13.5,0.0,0.0,0.0,,,simonal01
84,Phil Coke*,30,DET,AL,0,0,,9.00,4,0,0,0,0,0,1.0,1,1,1,0,0,0,0,0,0,0,4,3.05,1.000,9.0,0.0,0.0,0.0,,,cokeph01
85,Jeremy Hellickson,26,TBR,AL,0,0,,0.00,1,1,0,0,0,0,1.0,1,0,0,0,2,0,0,0,0,0,6,9.05,3.000,9.0,0.0,18.0,0.0,0.00,,hellije01
86,Sam LeCure,29,CIN,NL,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,3,3.05,1.000,9.0,0.0,0.0,0.0,,,lecursa01
87,Shelby Miller,22,STL,NL,0,0,,9.00,1,0,0,0,0,0,1.0,1,1,1,1,0,0,1,0,0,0,4,14.05,1.000,9.0,9.0,0.0,9.0,,,millesh01
88,Bryan Morris,26,PIT,NL,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,1.05,1.000,9.0,0.0,0.0,9.0,,,morribr01
89,Logan Ondrusek,28,CIN,NL,0,0,,9.00,1,0,0,0,0,0,1.0,1,1,1,1,0,0,1,0,0,0,4,14.05,1.000,9.0,9.0,0.0,9.0,,,ondrulo01
90,Ryan Cook,26,OAK,AL,0,0,,27.00,1,0,0,0,0,0,0.2,1,2,2,0,1,0,1,0,0,0,4,4.55,3.000,13.5,0.0,13.5,13.5,1.00,,cookry01
91,J.J. Hoover,25,CIN,NL,0,0,,0.00,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,3.05,0.000,0.0,0.0,0.0,0.0,,,hoovejj01
92,Manny Parra*,30,CIN,NL,0,0,,0.00,1,0,0,0,0,0,0.2,1,0,0,0,0,0,1,0,0,0,3,0.05,1.500,13.5,0.0,0.0,13.5,,,parrama01
93,Paco Rodríguez*,22,LAD,NL,0,0,,27.00,2,0,0,0,0,0,0.2,4,2,2,1,2,1,1,0,0,0,8,28.55,9.000,54.0,13.5,27.0,13.5,0.50,,rodrist02
94,Joe Smith,29,CLE,AL,0,0,,0.00,1,0,1,0,0,0,0.2,1,0,0,0,0,0,1,0,0,0,4,0.05,1.500,13.5,0.0,0.0,13.5,,,smithjo05
95,Wesley Wright*,28,TBR,AL,0,0,,0.00,2,0,1,0,0,0,0.2,1,0,0,0,1,1,1,0,0,0,4,4.55,3.000,13.5,0.0,13.5,13.5,1.00,,wrighwe01
96,Cody Allen,24,CLE,AL,0,0,,0.00,1,0,0,0,0,0,0.1,1,1,0,0,0,0,1,0,0,0,2,-2.95,3.000,27.0,0.0,0.0,27.0,,,allenco01
97,Brett Anderson*,25,OAK,AL,0,0,,27.00,1,0,1,0,0,0,0.1,1,1,1,0,1,0,1,0,0,1,3,6.05,6.000,27.0,0.0,27.0,27.0,1.00,,anderbr04
98,David Hale,25,ATL,NL,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,3.05,0.000,0.0,0.0,0.0,0.0,,,haleda02
99,Marc Rzepczynski*,27,CLE,AL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,-2.95,0.000,0.0,0.0,0.0,27.0,,,rzepcma01
100,Sean Marshall*,30,CIN,NL,0,0,,,1,0,0,0,0,0,0.0,1,1,1,0,2,1,0,0,0,0,3,,,,,,,0.00,,marshse01
101,Rick Porcello,24,DET,AL,0,1,.000,,2,0,2,0,0,0,0.0,3,1,0,0,0,0,0,0,0,1,3,,,,,,,,,porceri01
,League Average,,,,,,.500,3.30,,,,,,,,,,,,,,,,,,,3.26,1.187,7.7,0.7,3.0,8.8,2.96,,-9999
