Rk,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
13,Max Scherzer,26,DET,AL,1,1,.500,5.74,4,3,0,0,0,0,15.2,15,10,10,1,9,0,14,1,0,0,72,3.98,1.532,8.6,0.6,5.2,8.0,1.56,,scherma01
14,Rick Porcello,22,DET,AL,0,1,.000,4.80,4,2,0,0,0,0,15.0,15,9,8,0,2,2,12,2,0,0,64,2.23,1.133,9.0,0.0,1.2,7.2,6.00,,porceri01
15,Scott Feldman,28,TEX,ALWS,1,0,1.000,3.29,9,0,1,0,0,0,13.2,8,5,5,0,6,2,11,2,0,0,56,3.17,1.024,5.3,0.0,4.0,7.2,1.83,,feldmsc01
16,Fernando Salas,26,STL,NLWS,0,0,,3.38,11,0,1,0,0,0,13.1,12,7,5,0,4,1,12,0,1,1,58,2.13,1.200,8.1,0.0,2.7,8.1,3.00,,salasfe01
17,Alexi Ogando,27,TEX,ALWS,2,0,1.000,2.77,13,0,1,0,0,0,13.0,11,5,4,2,9,2,15,0,0,1,58,4.79,1.538,7.6,1.4,6.2,10.4,1.67,,ogandal01
18,Ian Kennedy,26,ARI,NL,0,1,.000,4.26,2,2,0,0,0,0,12.2,13,6,6,1,3,0,8,3,0,1,57,4.21,1.263,9.2,0.7,2.1,5.7,2.67,,kenneia01
19,Kyle Lohse,32,STL,NLWS,0,2,.000,7.82,3,3,0,0,0,0,12.2,18,12,11,4,3,0,10,1,0,0,60,6.50,1.658,12.8,2.8,2.1,7.1,3.33,,lohseky01
20,Jason Motte,29,STL,NLWS,0,1,.000,2.19,12,0,10,0,0,5,12.1,5,4,3,1,1,0,8,0,0,0,43,3.03,0.486,3.6,0.7,0.7,5.8,8.00,,motteja01
21,Neftalí Feliz,23,TEX,ALWS,0,0,,2.38,11,0,9,0,0,6,11.1,5,3,3,0,8,1,12,1,0,1,46,3.29,1.147,4.0,0.0,6.4,9.5,1.50,,felizne01
22,Lance Lynn,24,STL,NLWS,2,0,1.000,3.27,10,0,1,0,0,0,11.0,10,4,4,2,5,2,5,0,0,0,44,5.84,1.364,8.2,1.6,4.1,4.1,1.00,,lynnla01
23,Octavio Dotel,37,STL,NLWS,2,1,.667,2.61,12,0,0,0,0,0,10.1,5,4,3,1,2,1,14,1,0,1,40,2.44,0.677,4.4,0.9,1.7,12.2,7.00,,doteloc01
24,Matt Moore*,22,TBR,AL,1,0,1.000,0.90,2,1,0,0,0,0,10.0,3,1,1,1,3,0,8,1,0,1,37,3.93,0.600,2.7,0.9,2.7,7.2,2.67,,moorema02
25,Randy Wolf*,34,MIL,NL,1,1,.500,8.10,2,2,0,0,0,0,10.0,14,9,9,4,4,0,8,0,0,0,48,7.83,1.800,12.6,3.6,3.6,7.2,2.00,,wolfra02
26,Shaun Marcum,29,MIL,NL,0,3,.000,14.90,3,3,0,0,0,0,9.2,17,16,16,3,5,1,5,0,0,0,49,7.58,2.276,15.8,2.8,4.7,4.7,1.00,,marcush01
27,CC Sabathia*,30,NYY,AL,0,0,,6.23,3,2,0,0,0,0,8.2,10,6,6,1,8,2,11,0,0,1,41,4.76,2.077,10.4,1.0,8.3,11.4,1.38,,sabatc.01
28,Mike Adams,32,TEX,ALWS,2,0,1.000,3.24,11,0,2,0,0,0,8.1,11,3,3,2,6,1,6,0,0,0,39,6.87,2.040,11.9,2.2,6.5,6.5,1.00,,adamsmi03
29,Iván Nova,24,NYY,AL,1,1,.500,4.32,2,1,0,0,0,0,8.1,7,4,4,2,4,0,8,0,0,0,34,5.67,1.320,7.6,2.2,4.3,8.6,2.00,,novaiv01
30,Marc Rzepczynski*,25,STL,NLWS,1,0,1.000,4.32,12,0,0,0,0,0,8.1,7,4,4,0,1,0,9,1,0,1,33,1.59,0.960,7.6,0.0,1.1,9.7,9.00,,rzepcma01
31,Joaquin Benoit,33,DET,AL,0,0,,1.17,5,0,0,0,0,0,7.2,4,1,1,1,3,0,9,0,0,0,28,3.55,0.913,4.7,1.2,3.5,10.6,3.00,,benoijo01
32,Mitchell Boggs,27,STL,NLWS,0,0,,5.87,7,0,2,0,0,0,7.2,10,5,5,2,2,0,5,0,0,0,34,5.89,1.565,11.7,2.3,2.3,5.9,2.50,,boggsmi01
33,Chris Narveson*,29,MIL,NL,0,0,,11.05,6,0,2,0,0,0,7.1,7,9,9,5,2,1,13,0,0,0,33,9.16,1.227,8.6,6.1,2.5,16.0,6.50,,narvech01
34,José Valverde,33,DET,AL,0,1,.000,7.36,6,0,4,0,0,3,7.1,7,6,6,2,6,2,6,1,0,0,35,7.80,1.773,8.6,2.5,7.4,7.4,1.00,,valvejo01
35,John Axford,28,MIL,NL,1,0,1.000,1.29,6,0,6,0,0,3,7.0,5,1,1,0,2,0,9,0,0,0,28,1.31,1.000,6.4,0.0,2.6,11.6,4.50,,axforjo01
36,Josh Collmenter,25,ARI,NL,1,0,1.000,1.29,1,1,0,0,0,0,7.0,2,1,1,1,2,0,6,1,0,0,26,4.45,0.571,2.6,1.3,2.6,7.7,3.00,,collmjo01
37,Takashi Saito,41,MIL,NL,1,0,1.000,0.00,6,0,1,0,0,0,7.0,4,0,0,0,0,0,5,2,0,0,25,2.45,0.571,5.1,0.0,0.0,6.4,,,saitota01
38,David Price*,25,TBR,AL,0,1,.000,4.05,1,1,0,0,0,0,6.2,7,3,3,1,1,0,3,0,0,1,27,4.53,1.200,9.5,1.4,1.4,4.1,3.00,,priceda01
39,Darren Oliver*,40,TEX,ALWS,1,0,1.000,5.68,8,0,1,0,0,0,6.1,6,4,4,1,0,0,6,0,0,0,25,3.18,0.947,8.5,1.4,0.0,8.5,,,oliveda02
40,Ryan Perry,24,DET,AL,0,1,.000,5.68,5,0,3,0,0,0,6.1,9,5,4,1,0,0,3,0,0,0,27,4.13,1.421,12.8,1.4,0.0,4.3,,,perryry01
41,Marco Estrada,27,MIL,NL,0,0,,6.00,4,0,2,0,0,0,6.0,7,4,4,0,2,0,9,0,0,1,27,1.03,1.500,10.5,0.0,3.0,13.5,4.50,,estrama01
42,Cole Hamels*,27,PHI,NL,1,0,1.000,0.00,1,1,0,0,0,0,6.0,5,0,0,0,3,1,8,1,0,0,27,2.36,1.333,7.5,0.0,4.5,12.0,2.67,,hamelco01
43,Cliff Lee*,32,PHI,NL,0,1,.000,7.50,1,1,0,0,0,0,6.0,12,5,5,0,2,0,9,0,0,0,31,1.03,2.333,18.0,0.0,3.0,13.5,4.50,,leecl02
44,Roy Oswalt,33,PHI,NL,0,1,.000,7.50,1,1,0,0,0,0,6.0,6,5,5,1,1,0,5,1,0,0,26,4.53,1.167,9.0,1.5,1.5,7.5,5.00,,oswalro01
45,A.J. Burnett,34,NYY,AL,1,0,1.000,1.59,1,1,0,0,0,0,5.2,4,1,1,1,4,1,3,0,0,1,24,6.38,1.412,6.4,1.6,6.4,4.8,0.75,,burnea.01
46,Freddy García,34,NYY,AL,0,1,.000,5.06,1,1,0,0,0,0,5.1,6,4,3,1,0,0,6,0,0,0,23,3.21,1.125,10.1,1.7,0.0,10.1,,,garcifr03
47,Daniel Hudson,24,ARI,NL,0,1,.000,8.44,1,1,0,0,0,0,5.1,9,5,5,1,0,0,6,0,0,0,24,3.21,1.688,15.2,1.7,0.0,10.1,,,hudsoda01
48,David Hernández,26,ARI,NL,0,0,,3.60,4,0,1,0,0,0,5.0,2,2,2,1,0,0,5,0,0,0,17,3.63,0.400,3.6,1.8,0.0,9.0,,,hernada01
49,Francisco Rodríguez,29,MIL,NL,0,0,,1.80,5,0,0,0,0,0,5.0,5,1,1,0,4,0,8,0,0,0,24,2.23,1.800,9.0,0.0,7.2,14.4,2.00,,rodrifr03
50,James Shields,29,TBR,AL,0,1,.000,12.60,1,1,0,0,0,0,5.0,8,7,7,0,0,0,6,2,0,2,25,1.83,1.600,14.4,0.0,0.0,10.8,,,shielja02
51,Rafael Soriano,31,NYY,AL,0,1,.000,1.93,3,0,0,0,0,0,4.2,1,1,1,1,0,0,4,0,0,0,14,4.10,0.214,1.9,1.9,0.0,7.7,,,soriara01
52,Phil Coke*,28,DET,AL,0,0,,8.31,5,0,2,0,0,1,4.1,6,4,4,0,2,0,3,0,0,0,21,3.03,1.846,12.5,0.0,4.2,6.2,1.50,,cokeph01
53,Mike González*,33,TEX,ALWS,0,0,,4.15,8,0,1,0,0,0,4.1,3,2,2,1,1,0,4,0,0,0,17,4.87,0.923,6.2,2.1,2.1,8.3,4.00,,gonzami02
54,Kameron Loe,29,MIL,NL,0,0,,8.31,5,0,0,0,0,0,4.1,13,7,4,0,1,0,3,0,0,0,26,2.33,3.231,27.0,0.0,2.1,6.2,3.00,,loeka01
55,Ryan Madson,30,PHI,NL,0,0,,2.08,4,0,4,0,0,1,4.1,4,1,1,0,0,0,6,0,0,0,15,0.26,0.923,8.3,0.0,0.0,12.5,,,madsory01
56,LaTroy Hawkins,38,MIL,NL,0,0,,0.00,4,0,0,0,0,0,4.0,2,0,0,0,4,1,3,0,0,0,17,4.53,1.500,4.5,0.0,9.0,6.8,0.75,,hawkila01
57,Jeremy Hellickson,24,TBR,AL,0,1,.000,6.75,1,1,0,0,0,0,4.0,4,3,3,3,1,0,1,0,0,0,16,13.03,1.250,9.0,6.8,2.3,2.3,1.00,,hellije01
58,Bryan Shaw,23,ARI,NL,0,0,,0.00,4,0,1,0,0,0,4.0,0,0,0,0,1,0,3,0,0,0,13,2.28,0.250,0.0,0.0,2.3,6.8,3.00,,shawbr01
59,Micah Owings,28,ARI,NL,1,0,1.000,0.00,2,0,0,0,0,0,3.0,2,0,0,0,0,0,1,0,0,0,11,2.36,0.667,6.0,0.0,0.0,3.0,,,owingmi01
60,Joe Saunders*,30,ARI,NL,0,0,,9.00,1,1,0,0,0,0,3.0,5,3,3,0,2,0,1,0,0,0,15,4.36,2.333,15.0,0.0,6.0,3.0,0.50,,saundjo01
61,Arthur Rhodes*,41,STL,NLWS,0,0,,0.00,8,0,1,0,0,0,2.2,0,0,0,0,1,0,3,0,0,0,10,1.90,0.375,0.0,0.0,3.4,10.1,3.00,,rhodear01
62,Wade Davis,25,TBR,AL,0,0,,0.00,2,0,2,0,0,0,2.1,1,0,0,0,1,0,1,0,0,0,9,3.45,0.857,3.9,0.0,3.9,3.9,1.00,,daviswa01
63,Brandon Gomes,26,TBR,AL,0,0,,7.71,3,0,0,0,0,0,2.1,1,2,2,1,2,0,3,0,0,0,10,8.60,1.286,3.9,3.9,7.7,11.6,1.50,,gomesbr01
64,Phil Hughes,25,NYY,AL,0,0,,0.00,2,0,0,0,0,0,2.1,2,0,0,0,0,0,4,0,0,0,9,-0.40,0.857,7.7,0.0,0.0,15.4,,,hugheph01
65,Boone Logan*,26,NYY,AL,0,0,,0.00,3,0,1,0,0,0,2.1,1,0,0,0,0,0,6,0,1,0,8,-2.12,0.429,3.9,0.0,0.0,23.1,,,loganbo02
66,Joel Peralta,35,TBR,AL,0,0,,0.00,3,0,2,0,0,0,2.1,1,0,0,0,2,0,0,0,0,0,10,5.60,1.286,3.9,0.0,7.7,0.0,0.00,,peraljo01
67,J.J. Putz,34,ARI,NL,0,1,.000,3.86,3,0,3,0,0,0,2.1,3,1,1,0,1,0,0,0,0,0,11,4.31,1.714,11.6,0.0,3.9,0.0,0.00,,putzjj01
68,Al Alburquerque,25,DET,AL,0,0,,13.50,4,0,1,0,0,0,2.0,2,3,3,1,3,0,2,0,1,1,11,12.03,2.500,9.0,4.5,13.5,9.0,0.67,,albural01
69,Juan Cruz,32,TBR,AL,0,0,,0.00,2,0,0,0,0,0,2.0,1,0,0,0,2,1,2,0,0,0,8,4.03,1.500,4.5,0.0,9.0,9.0,1.00,,cruzju02
70,Brad Lidge,34,PHI,NL,0,0,,0.00,3,0,1,0,0,0,2.0,2,0,0,0,1,1,1,0,0,0,8,3.53,1.500,9.0,0.0,4.5,4.5,1.00,,lidgebr01
71,David Robertson,26,NYY,AL,0,0,,0.00,2,0,1,0,0,0,2.0,0,0,0,0,0,0,2,1,0,0,7,2.53,0.000,0.0,0.0,0.0,9.0,,,roberda08
72,Cory Wade,28,NYY,AL,0,0,,0.00,1,0,0,0,0,0,2.0,2,0,0,0,1,0,2,0,0,0,9,2.53,1.500,9.0,0.0,4.5,9.0,2.00,,wadeco01
73,Jake Westbrook,33,STL,WS,1,0,1.000,0.00,2,0,2,0,0,0,2.0,2,0,0,0,1,0,0,0,0,0,8,4.53,1.500,9.0,0.0,4.5,0.0,0.00,,westbja01
74,Brad Penny,33,DET,AL,0,0,,27.00,1,0,0,0,0,0,1.2,7,5,5,2,2,1,1,0,0,1,14,21.03,5.400,37.8,10.8,10.8,5.4,0.50,,pennybr01
75,Daniel Schlereth*,25,DET,AL,0,0,,16.20,3,0,1,0,0,0,1.2,5,3,3,0,0,0,4,0,0,1,10,-1.78,3.000,27.0,0.0,0.0,21.6,,,schleda01
76,Luis Ayala,33,NYY,AL,0,0,,6.75,2,0,1,0,0,0,1.1,3,1,1,0,0,0,0,1,0,0,8,5.28,2.250,20.3,0.0,0.0,0.0,,,ayalalu01
77,Mariano Rivera,41,NYY,AL,0,0,,0.00,2,0,2,0,0,0,1.1,0,0,0,0,0,0,1,0,0,0,4,1.53,0.000,0.0,0.0,0.0,6.8,,,riverma01
78,Koji Uehara,36,TEX,AL,0,0,,33.75,3,0,0,0,0,0,1.1,5,5,5,3,2,0,1,0,0,0,11,23.28,5.250,33.8,20.3,13.5,6.8,0.50,,ueharko01
79,Vance Worley,23,PHI,NL,0,0,,6.75,2,0,0,0,0,0,1.1,3,1,1,0,1,0,0,0,0,0,8,5.28,3.000,20.3,0.0,6.8,0.0,0.00,,worleva01
80,Antonio Bastardo*,25,PHI,NL,0,0,,0.00,2,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,4,4.03,1.000,0.0,0.0,9.0,9.0,1.00,,bastaan01
81,Joe Blanton,30,PHI,NL,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,3.03,0.000,0.0,0.0,0.0,0.0,,,blantjo01
82,Mark Lowe,28,TEX,WS,0,1,.000,18.00,2,0,1,0,0,0,1.0,3,2,2,1,0,0,1,0,0,0,6,14.03,3.000,27.0,9.0,0.0,9.0,,,lowema01
83,Yoshinori Tateyama,35,TEX,AL,0,0,,0.00,1,0,1,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,3,3.03,1.500,13.5,0.0,0.0,0.0,,,tateyyo01
84,Kyle McClellan,27,STL,NL,0,0,,27.00,1,0,0,0,0,0,0.1,2,1,1,0,0,0,0,0,0,0,3,3.03,6.000,54.0,0.0,0.0,0.0,,,mccleky01
85,Jake McGee*,24,TBR,AL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0,2,12.03,0.000,0.0,0.0,0.0,0.0,,,mcgeeja01
86,Jarrod Parker,22,ARI,NL,0,0,,27.00,1,0,0,0,0,0,0.1,2,1,1,0,1,0,0,0,0,0,4,12.03,9.000,54.0,0.0,27.0,0.0,0.00,,parkeja02
87,Joe Paterson*,25,ARI,NL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,-2.98,0.000,0.0,0.0,0.0,27.0,,,paterjo01
88,Michael Stutes,24,PHI,NL,0,0,,81.00,1,0,0,0,0,0,0.1,3,3,3,0,1,0,0,0,0,0,5,12.03,12.000,81.0,0.0,27.0,0.0,0.00,,sttuemi01
89,Brad Ziegler,31,ARI,NL,0,0,,108.00,2,0,0,0,0,0,0.1,4,4,4,0,2,1,0,0,1,0,7,21.03,18.000,108.0,0.0,54.0,0.0,0.00,,zieglbr01
90,J.P. Howell*,28,TBR,AL,0,0,,,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,howeljp01
,League Average,,,,,,.500,4.62,,,,,,,,,,,,,,,,,,,4.41,1.355,8.8,1.3,3.4,7.8,2.29,,-9999
