Rk,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
52,Frankie Montas,27,OAK,AL,1,1,.500,9.53,2,1,0,0,0,0,5.2,9,6,6,2,1,0,5,0,0,0,27,6.54,1.765,14.3,3.2,1.6,7.9,5.00,,montafr02
53,Brooks Raley*,32,HOU,AL,0,1,.000,3.18,6,0,1,0,0,0,5.2,4,2,2,0,5,1,9,1,0,0,26,3.19,1.588,6.4,0.0,7.9,14.3,1.80,,raleybr01
54,Blake Taylor*,24,HOU,AL,1,0,1.000,1.59,8,0,1,0,0,0,5.2,5,1,1,1,2,0,4,1,0,0,25,5.66,1.235,7.9,1.6,3.2,6.4,2.00,,taylobl01
55,Zack Britton*,32,NYY,AL,0,0,,3.38,4,0,0,0,0,0,5.1,1,2,2,0,4,0,7,0,0,0,21,2.82,0.938,1.7,0.0,6.8,11.8,1.75,,brittza01
56,Luis Castillo,27,CIN,NL,0,1,.000,1.69,1,1,0,0,0,0,5.1,6,1,1,0,1,1,7,0,0,0,23,1.13,1.313,10.1,0.0,1.7,11.8,7.00,,castilu02
57,Dylan Floro,29,LAD,NLWS,0,0,,5.06,6,0,1,0,0,0,5.1,5,5,3,1,1,0,7,0,0,0,22,3.57,1.125,8.4,1.7,1.7,11.8,7.00,,florody01
58,Chad Green,29,NYY,AL,1,0,1.000,3.38,4,0,0,0,0,0,5.1,6,2,2,1,1,0,8,0,0,0,23,3.19,1.313,10.1,1.7,1.7,13.5,8.00,,greench03
59,Aaron Loup*,32,TBR,ALWS,0,0,,3.38,9,0,0,0,0,0,5.1,5,2,2,0,2,0,7,1,0,1,24,2.25,1.313,8.4,0.0,3.4,11.8,3.50,,loupaa01
60,José Berríos,26,MIN,AL,0,0,,1.80,1,1,0,0,0,0,5.0,2,1,1,0,2,0,4,0,0,0,19,2.79,0.800,3.6,0.0,3.6,7.2,2.00,,berrijo01
61,Pablo López,24,MIA,NL,0,1,.000,3.60,1,1,0,0,0,0,5.0,3,2,2,2,0,0,7,0,0,0,19,5.59,0.600,5.4,3.6,0.0,12.6,,,lopezpa01
62,Kenta Maeda,32,MIN,AL,0,0,,0.00,1,1,0,0,0,0,5.0,2,0,0,0,3,0,5,0,0,0,20,2.99,1.000,3.6,0.0,5.4,9.0,1.67,,maedake01
63,Adrián Morejón*,21,SDP,NL,0,1,.000,5.40,3,1,0,0,0,0,5.0,3,3,3,0,2,0,4,1,0,1,23,3.39,1.000,5.4,0.0,3.6,7.2,2.00,,morejad01
64,Emilio Pagán,29,SDP,NL,1,0,1.000,0.00,5,0,0,0,0,0,5.0,2,0,0,0,2,0,3,0,0,0,19,3.19,0.800,3.6,0.0,3.6,5.4,1.50,,paganem01
65,Aaron Slegers,27,TBR,AL,0,0,,1.80,3,0,2,0,0,0,5.0,4,1,1,0,2,1,3,0,0,0,21,3.19,1.200,7.2,0.0,3.6,5.4,1.50,,slegeaa01
66,Shane Bieber,25,CLE,AL,0,1,.000,13.50,1,1,0,0,0,0,4.2,9,7,7,2,2,0,7,0,0,0,25,7.05,2.357,17.4,3.9,3.9,13.5,3.50,,biebesh01
67,Aroldis Chapman*,32,NYY,AL,1,1,.500,1.93,3,0,3,0,0,1,4.2,2,1,1,1,1,0,8,0,0,0,17,3.19,0.643,3.9,1.9,1.9,15.4,8.00,,chapmar01
68,Jake Diekman*,33,OAK,AL,0,0,,3.86,6,0,2,0,0,1,4.2,3,2,2,1,2,0,5,1,0,0,20,5.76,1.071,5.8,1.9,3.9,9.6,2.50,,diekmja01
69,Craig Stammen,36,SDP,NL,0,0,,5.79,4,1,0,0,0,0,4.2,5,3,3,0,2,1,4,0,0,1,21,2.76,1.500,9.6,0.0,3.9,7.7,2.00,,stammcr01
70,J.B. Wendelken,27,OAK,AL,0,1,.000,3.86,4,0,0,0,0,0,4.2,5,6,2,1,1,0,4,0,0,0,21,4.91,1.286,9.6,1.9,1.9,7.7,4.00,,wendejb01
71,Brandon Woodruff,27,MIL,NL,0,1,.000,5.79,1,1,0,0,0,0,4.2,5,3,3,0,0,0,9,0,0,0,19,-0.67,1.071,9.6,0.0,0.0,17.4,,,woodrbr01
72,Sean Manaea*,28,OAK,AL,0,1,.000,8.31,1,1,0,0,0,0,4.1,5,4,4,2,1,0,2,0,0,0,18,8.96,1.385,10.4,4.2,2.1,4.2,2.00,,manaese01
73,Shane McClanahan*,,TBR,ALWS,0,0,,8.31,4,0,2,0,0,0,4.1,8,5,4,2,2,0,4,0,0,0,24,8.73,2.308,16.6,4.2,4.2,8.3,2.00,,mcclash01
74,Yusmeiro Petit,35,OAK,AL,0,0,,12.46,5,0,0,0,0,0,4.1,8,6,6,1,1,1,4,1,0,0,22,5.73,2.077,16.6,2.1,2.1,8.3,4.00,,petityu01
75,Luis Cessa,28,NYY,AL,0,0,,4.50,3,0,2,0,0,0,4.0,3,2,2,0,3,0,3,0,0,0,18,3.94,1.500,6.8,0.0,6.8,6.8,1.00,,cessalu01
76,Josh James,27,HOU,AL,0,0,,9.00,3,0,0,0,0,0,4.0,5,4,4,2,1,0,3,0,0,0,16,8.94,1.500,11.3,4.5,2.3,6.8,3.00,,jamesjo02
77,Pierce Johnson,29,SDP,NL,0,0,,4.50,5,0,0,0,0,0,4.0,3,2,2,0,2,0,7,1,0,0,18,1.94,1.250,6.8,0.0,4.5,15.8,3.50,,johnspi01
78,Jordan Montgomery*,27,NYY,AL,0,0,,2.25,1,1,0,0,0,0,4.0,3,1,1,0,3,0,4,0,0,0,17,3.44,1.500,6.8,0.0,6.8,9.0,1.33,,montgjo01
79,Drew Pomeranz*,31,SDP,NL,0,0,,0.00,5,0,0,0,0,0,4.0,3,2,0,0,3,0,4,1,0,0,19,4.19,1.500,6.8,0.0,6.8,9.0,1.33,,pomerdr01
80,Trevor Rosenthal,30,SDP,NL,0,0,,13.50,4,0,4,0,0,1,4.0,5,6,6,1,5,0,6,1,0,0,23,7.94,2.500,11.3,2.3,11.3,13.5,1.20,,rosentr01
81,Andre Scrubb,25,HOU,AL,0,0,,2.25,4,0,2,0,0,0,4.0,4,1,1,1,2,0,7,0,0,0,18,4.44,1.500,9.0,2.3,4.5,15.8,3.50,,scruban01
82,Joakim Soria,36,OAK,AL,0,0,,6.75,4,0,0,0,0,0,4.0,5,3,3,1,2,0,1,0,0,0,18,7.44,1.750,11.3,2.3,4.5,2.3,0.50,,soriajo01
83,Huascar Ynoa,22,ATL,NL,0,0,,0.00,1,0,0,0,0,0,4.0,1,0,0,0,4,0,4,1,0,0,18,4.94,1.250,2.3,0.0,9.0,9.0,1.00,,ynoahu01
84,Jimmy Cordero,28,CHW,AL,0,0,,0.00,2,0,0,0,0,0,3.2,1,0,0,0,1,0,2,0,0,0,12,2.92,0.545,2.5,0.0,2.5,4.9,2.00,,cordeji01
85,Joe Kelly,32,LAD,NLWS,0,0,,2.45,5,0,2,0,0,1,3.2,4,1,1,0,2,0,3,0,0,0,16,3.19,1.636,9.8,0.0,4.9,7.4,1.50,,kellyjo05
86,Kwang Hyun Kim*,31,STL,NL,0,0,,7.36,1,1,0,0,0,0,3.2,5,3,3,0,2,0,2,0,0,0,18,3.74,1.909,12.3,0.0,4.9,4.9,1.00,,kimkw01
87,Mike Minor*,32,OAK,AL,0,0,,0.00,3,0,0,0,0,0,3.2,2,0,0,0,1,0,2,2,0,0,14,4.55,0.818,4.9,0.0,2.5,4.9,2.00,,minormi01
88,Brad Boxberger,32,MIA,NL,1,0,1.000,0.00,3,0,0,0,0,0,3.1,0,0,0,0,2,0,2,0,1,0,12,3.79,0.600,0.0,0.0,5.4,5.4,1.00,,boxbebr01
89,Yimi García,29,MIA,NL,0,0,,8.10,4,0,0,0,0,0,3.1,4,3,3,1,1,0,3,1,1,0,16,7.09,1.500,10.8,2.7,2.7,8.1,3.00,,garciyi01
90,Dallas Keuchel*,32,CHW,AL,0,1,.000,8.10,1,1,0,0,0,0,3.1,6,5,3,2,0,0,4,0,0,0,17,8.59,1.800,16.2,5.4,0.0,10.8,,,keuchda01
91,Adam Kolarek*,31,LAD,NLWS,0,0,,13.50,4,0,2,0,0,0,3.1,9,5,5,1,3,1,3,0,0,0,22,7.99,3.600,24.3,2.7,8.1,8.1,1.00,,kolarad01
92,Phil Maton,27,CLE,AL,0,0,,2.70,2,0,0,0,0,0,3.1,1,1,1,0,1,0,1,0,1,0,12,3.49,0.600,2.7,0.0,2.7,2.7,1.00,,matonph01
93,Alex Reyes,25,STL,NL,0,0,,2.70,2,0,2,0,0,1,3.1,2,3,1,1,2,1,3,0,0,0,15,7.09,1.200,5.4,2.7,5.4,8.1,1.50,,reyesal02
94,Adam Wainwright,38,STL,NL,0,0,,5.40,1,1,0,0,0,0,3.1,6,2,2,0,2,0,3,0,0,1,17,3.19,2.400,16.2,0.0,5.4,8.1,1.50,,wainwad01
95,Carlos Carrasco,33,CLE,AL,0,0,,12.00,1,1,0,0,0,0,3.0,2,4,4,1,3,0,6,0,0,0,14,6.52,1.667,6.0,3.0,9.0,18.0,2.00,,carraca01
96,Brandon Kintzler,35,MIA,NL,0,0,,0.00,3,0,3,0,0,1,3.0,3,0,0,0,0,0,5,0,0,0,12,-0.14,1.000,9.0,0.0,0.0,15.0,,,kintzbr01
97,Robbie Ray*,28,TOR,AL,0,1,.000,3.00,1,0,0,0,0,0,3.0,1,1,1,0,1,0,5,0,0,1,11,0.86,0.667,3.0,0.0,3.0,15.0,5.00,,rayro02
98,Matt Shoemaker,33,TOR,AL,0,0,,0.00,1,1,0,0,0,0,3.0,2,0,0,0,0,0,2,0,0,0,11,1.86,0.667,6.0,0.0,0.0,6.0,,,shoemma01
99,Jacob Webb,26,ATL,NL,0,0,,9.00,3,0,0,0,0,0,3.0,5,3,3,1,1,0,6,1,0,0,16,5.52,2.000,15.0,3.0,3.0,18.0,6.00,,webbja01
100,J.A. Happ*,37,NYY,AL,0,1,.000,13.50,1,0,0,0,0,0,2.2,5,4,4,2,3,0,2,0,0,0,17,14.82,3.000,16.9,6.8,10.1,6.8,0.67,,happja01
101,Michael Lorenzen,28,CIN,NL,0,0,,0.00,2,0,1,0,0,0,2.2,2,0,0,0,0,0,6,1,0,1,11,-0.18,0.750,6.8,0.0,0.0,20.3,,,lorenmi01
102,Evan Marshall,30,CHW,AL,0,1,.000,3.38,2,0,0,0,0,0,2.2,3,2,1,0,2,0,2,0,0,0,14,3.94,1.875,10.1,0.0,6.8,6.8,1.00,,marshev01
103,Jake McGee*,33,LAD,NLWS,0,0,,3.38,4,0,3,0,0,0,2.2,4,1,1,1,1,0,4,0,0,0,13,6.19,1.875,13.5,3.4,3.4,13.5,4.00,,mcgeeja01
104,Luis Patiño,20,SDP,NL,0,0,,3.38,3,0,1,0,0,0,2.2,2,1,1,0,2,0,0,0,0,0,12,5.44,1.500,6.8,0.0,6.8,0.0,0.00,,patinlu01
105,Garrett Richards,32,SDP,NL,0,1,.000,6.75,4,0,0,0,0,0,2.2,1,2,2,0,2,0,4,0,0,1,12,2.44,1.125,3.4,0.0,6.8,13.5,2.00,,richaga01
106,Lucas Sims,26,CIN,NL,0,0,,0.00,2,0,0,0,0,0,2.2,0,0,0,0,1,0,5,0,0,0,9,0.57,0.375,0.0,0.0,3.4,16.9,5.00,,simslu01
107,Josh Tomlin,35,ATL,NL,0,0,,10.13,2,0,1,0,0,0,2.2,4,3,3,1,0,0,4,0,0,0,11,5.07,1.500,13.5,3.4,0.0,13.5,,,tomlijo01
108,Lou Trivino,28,OAK,AL,0,0,,3.38,4,0,1,0,0,0,2.2,1,1,1,1,1,0,2,2,0,0,12,9.94,0.750,3.4,3.4,3.4,6.8,2.00,,trivilo01
109,Codi Heuer,23,CHW,AL,0,0,,7.71,2,0,1,0,0,0,2.1,2,2,2,1,1,0,2,0,0,0,10,8.33,1.286,7.7,3.9,3.9,7.7,2.00,,heuerco01
110,Tim Hill*,30,SDP,NL,0,0,,0.00,3,0,0,0,0,0,2.1,1,1,0,0,1,0,3,1,0,0,10,3.19,0.857,3.9,0.0,3.9,11.6,3.00,,hillti01
111,Darren O'Day,37,ATL,NL,0,0,,7.71,5,0,0,0,0,0,2.1,4,2,2,0,3,1,3,1,0,0,15,5.76,3.000,15.4,0.0,11.6,11.6,1.00,,odayda01
112,Chris Paddack,24,SDP,NL,0,1,.000,23.14,1,1,0,0,0,0,2.1,8,6,6,1,0,0,1,0,0,0,15,7.91,3.429,30.9,3.9,0.0,3.9,,,paddach01
113,Matt Strahm*,28,SDP,NL,0,0,,11.57,4,0,0,0,0,0,2.1,7,3,3,0,2,1,2,0,0,0,16,4.05,3.857,27.0,0.0,7.7,7.7,1.00,,strahma01
114,Eric Yardley,29,MIL,NL,0,0,,0.00,1,0,0,0,0,0,2.1,0,0,0,0,0,0,2,0,0,0,7,1.48,0.000,0.0,0.0,0.0,7.7,,,yardler01
115,Dan Altavilla,27,SDP,NL,0,0,,4.50,2,0,1,0,0,0,2.0,2,1,1,0,1,0,2,0,0,0,9,2.69,1.500,9.0,0.0,4.5,9.0,2.00,,altavda01
116,Richard Bleier*,33,MIA,NL,0,0,,0.00,3,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,6,3.19,0.000,0.0,0.0,0.0,0.0,,,bleieri01
117,Alex Colomé,31,CHW,AL,0,0,,0.00,2,0,2,0,0,1,2.0,0,0,0,0,1,0,1,0,0,0,7,3.69,0.500,0.0,0.0,4.5,4.5,1.00,,colomal01
118,Grant Dayton*,32,ATL,NL,0,0,,36.00,1,0,0,0,0,0,2.0,8,8,8,3,1,0,2,1,0,0,16,23.69,4.500,36.0,13.5,4.5,9.0,2.00,,daytogr01
119,Tyler Duffey,29,MIN,AL,0,0,,4.50,2,0,1,0,0,0,2.0,3,1,1,0,1,0,2,0,0,1,9,2.69,2.000,13.5,0.0,4.5,9.0,2.00,,duffety01
120,Giovanny Gallegos,28,STL,NL,1,0,1.000,9.00,2,0,0,0,0,0,2.0,3,2,2,2,1,0,3,0,0,0,10,14.69,2.000,13.5,9.0,4.5,13.5,3.00,,gallegi01
121,Luis Garcia,23,HOU,AL,0,0,,0.00,1,1,0,0,0,0,2.0,0,0,0,0,2,0,1,1,0,0,9,6.69,1.000,0.0,0.0,9.0,4.5,0.50,,garcilu05
122,Thomas Hatch,25,TOR,AL,0,0,,0.00,2,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,0,0,6,2.19,0.000,0.0,0.0,0.0,4.5,,,hatchto01
123,Cam Hill,26,CLE,AL,0,0,,9.00,1,0,0,0,0,0,2.0,3,2,2,2,0,0,2,0,0,0,9,14.19,1.500,13.5,9.0,0.0,9.0,,,hillca02
124,Adrian Houser,27,MIL,NL,0,0,,0.00,1,0,1,0,0,0,2.0,1,0,0,0,1,0,1,0,0,0,7,3.69,1.000,4.5,0.0,4.5,4.5,1.00,,housead01
125,Michael King,25,NYY,AL,0,0,,0.00,1,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,0,0,6,2.19,0.000,0.0,0.0,0.0,4.5,,,kingmi01
126,Jonathan Loáisiga,25,NYY,AL,0,0,,9.00,2,0,0,0,0,0,2.0,3,2,2,1,2,0,1,1,0,0,11,13.19,2.500,13.5,4.5,9.0,4.5,0.50,,loaisjo01
127,Trevor May,30,MIN,AL,0,0,,0.00,2,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,6,3.19,0.000,0.0,0.0,0.0,0.0,,,maytr01
128,T.J. McFarland*,31,OAK,AL,0,0,,0.00,2,0,2,0,0,0,2.0,0,0,0,0,1,0,2,0,0,0,7,2.69,0.500,0.0,0.0,4.5,9.0,2.00,,mcfartj01
129,Nick Nelson,24,NYY,AL,0,0,,0.00,2,0,1,0,0,0,2.0,1,0,0,0,0,0,2,0,0,0,7,1.19,0.500,4.5,0.0,0.0,9.0,,,nelsoni01
130,Nate Pearson,23,TOR,AL,0,0,,0.00,1,0,0,0,0,0,2.0,0,0,0,0,0,0,5,0,0,0,6,-1.81,0.000,0.0,0.0,0.0,22.5,,,pearsna01
131,Ryan Sherriff*,30,TBR,WS,0,0,,0.00,2,0,0,0,0,0,2.0,0,0,0,0,1,0,1,0,0,0,7,3.69,0.500,0.0,0.0,4.5,4.5,1.00,,sherrry01
132,Ryne Stanek,28,MIA,NL,0,0,,0.00,2,0,1,0,0,0,2.0,0,0,0,0,3,0,3,0,0,1,9,4.69,1.500,0.0,0.0,13.5,13.5,1.00,,stanery01
133,Cody Stashak,26,MIN,AL,0,1,.000,4.50,1,0,0,0,0,0,2.0,1,1,1,1,0,0,1,0,0,0,7,8.69,0.500,4.5,4.5,0.0,4.5,,,stashco01
134,Justin Topa,29,MIL,NL,0,0,,0.00,1,0,0,0,0,0,2.0,1,0,0,0,1,0,0,0,0,0,7,4.69,1.000,4.5,0.0,4.5,0.0,0.00,,topaju01
