Rk,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
49,Casey Mize,28,DET,AL,0,0,,3.00,2,2,0,0,0,0,6.0,3,2,2,1,4,0,7,0,0,0,25,4.97,1.167,4.5,1.5,6.0,10.5,1.75,,mizeca01
50,Drew Pomeranz*,36,CHC,NL,1,0,1.000,1.50,6,1,0,0,0,0,6.0,1,1,1,1,0,0,6,0,0,0,19,3.30,0.167,1.5,1.5,0.0,9.0,,,pomerdr01
51,Abner Uribe,25,MIL,NL,0,0,,3.00,5,0,3,0,0,1,6.0,3,2,2,0,4,1,6,0,0,0,25,3.14,1.167,4.5,0.0,6.0,9.0,1.50,,uribeab01
52,Gavin Williams,25,CLE,AL,0,1,.000,0.00,1,1,0,0,0,0,6.0,5,2,0,0,1,0,8,0,0,0,24,0.97,1.000,7.5,0.0,1.5,12.0,8.00,,williga01
53,Anthony Banda*,31,LAD,NLWS,0,0,,9.53,7,0,0,0,0,0,5.2,7,6,6,2,2,2,3,0,0,1,26,7.72,1.588,11.1,3.2,3.2,4.8,1.50,,bandaan01
54,Brad Keller,29,CHC,NL,0,0,,1.59,5,0,3,0,0,2,5.2,2,1,1,1,2,0,5,2,0,1,22,5.78,0.706,3.2,1.6,3.2,7.9,2.50,,kellebr01
55,Keider Montero,24,DET,AL,0,0,,0.00,3,0,1,0,0,1,5.1,1,1,0,0,2,0,2,2,0,0,20,4.64,0.563,1.7,0.0,3.4,3.4,1.00,,monteke01
56,Blake Treinen,37,LAD,NLWS,0,0,,6.75,10,0,4,0,0,1,5.1,10,4,4,0,2,0,5,0,0,0,28,2.39,2.250,16.9,0.0,3.4,8.4,2.50,,treinbl01
57,Andrew Kittredge,35,CHC,NL,0,1,.000,5.40,5,1,1,0,0,1,5.0,5,3,3,2,1,0,3,0,0,0,21,7.74,1.200,9.0,3.6,1.8,5.4,3.00,,kittran01
58,Will Klein,25,LAD,WS,1,0,1.000,0.00,2,0,2,0,0,0,5.0,2,0,0,0,2,0,5,0,0,1,19,2.34,0.800,3.6,0.0,3.6,9.0,2.50,,kleinwi01
59,Nick Pivetta,32,SDP,NL,0,1,.000,3.60,1,1,0,0,0,0,5.0,3,2,2,2,0,0,9,0,0,0,18,4.74,0.600,5.4,3.6,0.0,16.2,,,pivetni01
60,Jose Quintana*,36,MIL,NL,0,1,.000,5.40,2,1,0,0,0,0,5.0,8,3,3,1,2,0,3,0,0,0,25,5.74,2.000,14.4,1.8,3.6,5.4,1.50,,quintjo01
61,Ranger Suarez*,29,PHI,NL,1,0,1.000,1.80,1,0,0,0,0,0,5.0,5,1,1,1,1,0,4,0,0,0,20,4.74,1.200,9.0,1.8,1.8,7.2,4.00,,suarera01
62,Justin Wrobleski*,24,LAD,WS,0,0,,0.00,4,0,0,0,0,0,5.0,4,0,0,0,0,0,6,1,0,0,20,1.34,0.800,7.2,0.0,0.0,10.8,,,wroblju01
63,Tanner Bibee,26,CLE,AL,0,0,,1.93,1,1,0,0,0,0,4.2,5,1,1,0,3,0,6,0,0,1,22,2.49,1.714,9.6,0.0,5.8,11.6,2.00,,bibeeta01
64,Tyler Holton*,29,DET,AL,0,0,,1.93,5,0,0,0,0,0,4.2,5,1,1,0,1,0,2,0,0,0,18,2.92,1.286,9.6,0.0,1.9,3.9,2.00,,holtoty01
65,Quinn Priester,24,MIL,NL,0,1,.000,7.71,2,1,0,0,0,0,4.2,6,4,4,1,5,1,2,0,0,0,23,8.28,2.357,11.6,1.9,9.6,3.9,0.40,,priesqu01
66,Alex Vesia*,29,LAD,NL,2,0,1.000,3.86,7,0,1,0,0,0,4.2,3,2,2,0,3,0,4,0,0,1,19,3.35,1.286,5.8,0.0,5.8,7.7,1.33,,vesiaal01
67,Will Warren,26,NYY,AL,0,0,,11.57,1,0,0,0,0,0,4.2,7,6,6,4,1,0,4,0,0,1,22,13.21,1.714,13.5,7.7,1.9,7.7,4.00,,warrewi01
68,Aaron Civale,30,CHC,NL,0,0,,0.00,1,0,0,0,0,0,4.1,3,0,0,0,0,0,3,0,0,0,15,1.75,0.692,6.2,0.0,0.0,6.2,,,civalaa01
69,Adrián Morejón*,26,SDP,NL,1,0,1.000,0.00,3,0,0,0,0,0,4.1,2,0,0,0,0,0,2,0,0,0,14,2.21,0.462,4.2,0.0,0.0,4.2,,,morejad01
70,Bryan Woo,25,SEA,AL,0,0,,6.23,2,0,0,0,0,0,4.1,4,3,3,0,3,1,2,1,0,0,20,4.98,1.615,8.3,0.0,6.2,4.2,0.67,,woobr01
71,Jack Dreyer*,26,LAD,NLWS,0,0,,0.00,4,0,1,0,0,0,4.0,3,0,0,0,3,1,4,1,0,0,20,4.14,1.500,6.8,0.0,6.8,9.0,1.33,,dreyeja01
72,Emerson Hancock,26,SEA,AL,0,0,,4.50,2,0,2,0,0,0,4.0,2,2,2,0,5,0,3,0,0,0,18,5.39,1.750,4.5,0.0,11.3,6.8,0.60,,hancoem01
73,Brendon Little*,28,TOR,ALWS,0,2,.000,11.25,6,0,1,0,0,0,4.0,7,5,5,2,5,1,3,0,0,1,24,11.89,3.000,15.8,4.5,11.3,6.8,0.60,,littlbr02
74,Trevor Megill,31,MIL,NL,0,0,,2.25,5,1,0,0,0,0,4.0,3,1,1,1,1,0,5,0,0,0,16,4.64,1.000,6.8,2.3,2.3,11.3,5.00,,megiltr01
75,Devin Williams,30,NYY,AL,1,0,1.000,0.00,4,0,0,0,0,0,4.0,3,0,0,0,2,0,4,0,0,0,16,2.64,1.250,6.8,0.0,4.5,9.0,2.00,,willide03
76,Dylan Cease,29,SDP,NL,0,0,,0.00,1,1,0,0,0,0,3.2,3,0,0,0,1,1,5,0,0,1,15,1.23,1.091,7.4,0.0,2.5,12.3,5.00,,ceasedy01
77,Fernando Cruz,35,NYY,AL,0,0,,2.45,4,0,0,0,0,0,3.2,3,1,1,0,2,0,4,0,0,0,16,2.59,1.364,7.4,0.0,4.9,9.8,2.00,,cruzfe01
78,Jhoan Duran,27,PHI,NL,0,0,,0.00,3,0,2,0,0,0,3.2,1,0,0,0,4,1,7,0,0,0,16,2.59,1.364,2.5,0.0,9.8,17.2,1.75,,duranjh01
79,Connelly Early*,23,BOS,AL,0,1,.000,7.36,1,1,0,0,0,0,3.2,6,4,3,0,1,0,6,0,0,0,19,0.68,1.909,14.7,0.0,2.5,14.7,6.00,,earlyco01
80,Brant Hurter*,26,DET,AL,0,0,,4.91,4,0,2,0,0,0,3.2,2,2,2,2,0,0,1,0,0,0,13,9.68,0.545,4.9,4.9,0.0,2.5,,,hurtebr01
81,Caleb Thielbar*,38,CHC,NL,0,0,,0.00,5,0,1,0,0,0,3.2,2,0,0,0,3,0,5,0,0,0,16,2.86,1.364,4.9,0.0,7.4,12.3,1.67,,thielca01
82,Camilo Doval,27,NYY,AL,0,0,,2.70,3,0,0,0,0,0,3.1,3,1,1,0,0,0,1,1,0,0,14,3.44,0.900,8.1,0.0,0.0,2.7,,,dovalca01
83,Zack Littell,29,CIN,NL,0,1,.000,8.10,1,1,0,0,0,0,3.1,6,3,3,0,0,0,2,1,0,0,17,2.84,1.800,16.2,0.0,0.0,5.4,,,litteza01
84,Cade Smith,26,CLE,AL,1,0,1.000,0.00,3,0,3,0,0,0,3.1,0,0,0,0,2,0,4,2,0,0,15,4.34,0.600,0.0,0.0,5.4,10.8,2.00,,smithca06
85,Hunter Greene,25,CIN,NL,0,1,.000,15.00,1,1,0,0,0,0,3.0,6,5,5,3,2,0,4,0,0,1,17,15.47,2.667,18.0,9.0,6.0,12.0,2.00,,greenhu01
86,Tim Hill*,35,NYY,AL,1,0,1.000,0.00,3,0,1,0,0,0,3.0,1,0,0,0,0,0,1,0,0,0,10,2.47,0.333,3.0,0.0,0.0,3.0,,,hillti01
87,Luke Jackson,33,SEA,AL,0,0,,3.00,2,0,2,0,0,0,3.0,3,1,1,1,0,0,1,0,0,1,12,6.80,1.000,9.0,3.0,0.0,3.0,,,jackslu01
88,Grant Anderson,28,MIL,NL,0,0,,0.00,2,0,1,0,0,0,2.2,1,0,0,0,0,0,2,0,0,0,7,1.64,0.375,3.4,0.0,0.0,6.8,,,andergr01
89,Joey Cantillo*,25,CLE,AL,0,1,.000,3.38,1,0,0,0,0,0,2.2,2,1,1,1,2,0,3,0,0,0,11,8.01,1.500,6.8,3.4,6.8,10.1,1.50,,cantijo01
90,Jeremiah Estrada,26,SDP,NL,0,0,,3.38,2,0,0,0,0,0,2.2,2,1,1,0,2,1,2,0,0,1,11,3.89,1.500,6.8,0.0,6.8,6.8,1.00,,estraje01
91,Caleb Ferguson*,28,SEA,AL,0,0,,16.88,3,0,0,0,0,0,2.2,6,5,5,1,3,1,2,0,0,1,17,9.89,3.375,20.3,3.4,10.1,6.8,0.67,,ferguca01
92,Hunter Gaddis,27,CLE,AL,0,0,,6.75,3,0,0,0,0,0,2.2,5,2,2,0,1,1,3,1,0,0,15,3.14,2.250,16.9,0.0,3.4,10.1,3.00,,gaddihu01
93,Robert Gasser*,26,MIL,NL,0,0,,6.75,2,0,1,0,0,0,2.2,6,2,2,2,2,1,2,1,0,0,17,14.76,3.000,20.3,6.8,6.8,6.8,1.00,,gassero01
94,Luis Gil,27,NYY,AL,0,1,.000,6.75,1,1,0,0,0,0,2.2,4,2,2,2,0,0,2,0,0,0,12,11.39,1.500,13.5,6.8,0.0,6.8,,,gillu01
95,Orion Kerkering,24,PHI,NL,0,0,,6.75,4,0,1,0,0,0,2.2,1,2,2,0,2,0,3,0,0,0,13,3.14,1.125,3.4,0.0,6.8,10.1,1.50,,kerkeor01
96,Mason Miller,26,SDP,NL,0,0,,0.00,2,0,0,0,0,0,2.2,0,0,0,0,0,0,8,1,0,0,9,-1.74,0.000,0.0,0.0,0.0,27.0,,,millema03
97,Yariel Rodríguez,28,TOR,AL,0,0,,10.13,4,0,0,0,0,0,2.2,2,3,3,2,4,0,1,0,0,0,14,16.64,2.250,6.8,6.8,13.5,3.4,0.25,,rodriya01
98,Brayan Bello,26,BOS,AL,0,0,,7.71,1,1,0,0,0,0,2.1,4,2,2,1,1,0,0,0,0,0,11,9.99,2.143,15.4,3.9,3.9,0.0,0.00,,bellobr01
99,Slade Cecconi,26,CLE,AL,0,0,,3.86,1,1,0,0,0,0,2.1,2,1,1,0,1,0,3,0,0,0,10,1.85,1.286,7.7,0.0,3.9,11.6,3.00,,ceccosl01
100,Aroldis Chapman*,37,BOS,AL,0,0,,0.00,2,0,2,0,0,1,2.1,4,0,0,0,0,0,5,0,1,0,11,-1.15,1.714,15.4,0.0,0.0,19.3,,,chapmar01
101,Tommy Kahnle,35,DET,AL,0,1,.000,3.86,4,0,1,0,0,0,2.1,5,3,1,0,2,1,2,1,0,0,15,5.28,3.000,19.3,0.0,7.7,7.7,1.00,,kahnlto01
102,Clayton Kershaw*,37,LAD,NLWS,0,0,,15.43,2,0,0,0,0,0,2.1,6,5,4,2,3,1,0,0,0,0,15,18.14,3.857,23.1,7.7,11.6,0.0,0.00,,kershcl01
103,Matt Strahm*,33,PHI,NL,0,0,,3.86,3,0,0,0,0,0,2.1,2,1,1,1,0,0,2,0,0,0,9,6.99,0.857,7.7,3.9,0.0,7.7,,,strahma01
104,Robert Suarez,34,SDP,NL,0,0,,3.86,2,0,1,0,0,1,2.1,5,1,1,1,0,0,2,0,0,0,11,6.99,2.143,19.3,3.9,0.0,7.7,,,suarero01
105,Ben Brown,25,CHC,NL,0,0,,0.00,1,0,1,0,0,0,2.0,1,0,0,0,2,0,3,0,0,1,9,3.14,1.500,4.5,0.0,9.0,13.5,1.50,,brownbe02
106,Edgardo Henriquez,23,LAD,NLWS,0,0,,4.50,3,0,0,0,0,0,2.0,2,1,1,0,4,0,2,1,0,1,13,5.64,3.000,9.0,0.0,18.0,9.0,0.50,,henried01
107,Steven Matz*,34,BOS,AL,0,0,,0.00,2,0,0,0,0,0,2.0,3,0,0,0,0,0,2,0,0,0,9,1.14,1.500,13.5,0.0,0.0,9.0,,,matzst01
108,Aaron Nola,32,PHI,NL,0,0,,0.00,1,1,0,0,0,0,2.0,1,0,0,0,0,0,3,1,0,0,8,1.64,0.500,4.5,0.0,0.0,13.5,,,nolaaa01
109,Justin Slaten,27,BOS,AL,0,0,,4.50,2,0,0,0,0,0,2.0,1,1,1,0,1,0,1,1,0,1,9,5.14,1.000,4.5,0.0,4.5,4.5,1.00,,slateju01
110,Scott Barlow,32,CIN,NL,0,0,,0.00,1,0,0,0,0,0,1.2,0,0,0,0,0,0,4,0,0,0,5,-1.67,0.000,0.0,0.0,0.0,21.6,,,barlosc01
111,Chase Burns,22,CIN,NL,0,0,,0.00,1,0,1,0,0,0,1.2,0,0,0,0,0,0,1,0,0,0,5,1.94,0.000,0.0,0.0,0.0,5.4,,,burnsch01
112,Jakob Junis,32,CLE,AL,0,0,,0.00,2,0,0,0,0,0,1.2,0,0,0,0,1,0,0,0,0,0,6,4.94,0.600,0.0,0.0,5.4,0.0,0.00,,junisja01
113,Nick Lodolo*,27,CIN,NL,0,0,,0.00,1,0,0,0,0,0,1.2,1,0,0,0,0,0,0,1,0,0,7,4.94,0.600,5.4,0.0,0.0,0.0,,,lodolni01
114,Nick Mears,28,MIL,NL,0,0,,0.00,3,0,1,0,0,0,1.2,1,0,0,0,1,0,3,0,0,1,7,1.34,1.200,5.4,0.0,5.4,16.2,3.00,,mearsni01
115,Erik Sabrowski*,27,CLE,AL,0,0,,10.80,3,0,0,0,0,0,1.2,2,2,2,0,1,0,2,0,0,0,8,2.54,1.800,10.8,0.0,5.4,10.8,2.00,,sabroer01
116,Michael Soroka,27,CHC,NL,0,0,,16.20,2,0,1,0,0,0,1.2,5,3,3,0,2,0,1,0,0,0,12,5.54,4.200,27.0,0.0,10.8,5.4,0.50,,sorokmi01
117,Garrett Whitlock,29,BOS,AL,0,1,.000,5.40,1,0,0,0,0,0,1.2,3,1,1,0,2,0,3,0,0,0,10,3.14,3.000,16.2,0.0,10.8,16.2,1.50,,whitlga01
118,Justin Wilson*,37,BOS,AL,0,0,,0.00,1,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,5,3.14,0.000,0.0,0.0,0.0,0.0,,,wilsoju10
119,Tanner Banks*,33,PHI,NL,0,0,,0.00,2,0,1,0,0,0,1.1,1,0,0,0,0,0,0,0,0,0,4,3.14,0.750,6.8,0.0,0.0,0.0,,,banksta01
120,Paul Blackburn,31,NYY,AL,0,0,,27.00,1,0,1,0,0,0,1.1,6,4,4,1,0,0,0,0,0,0,10,12.89,4.500,40.5,6.8,0.0,0.0,,,blackpa01
121,Tim Herrin*,28,CLE,AL,0,0,,0.00,2,0,0,0,0,0,1.1,1,0,0,0,0,0,3,0,0,0,5,-1.37,0.750,6.8,0.0,0.0,20.3,,,herriti01
122,Tommy Nance,34,TOR,AL,0,0,,13.50,2,0,1,0,0,0,1.1,5,2,2,0,1,1,0,0,0,0,10,5.39,4.500,33.8,0.0,6.8,0.0,0.00,,nanceto01
123,Wandy Peralta*,33,SDP,NL,0,0,,0.00,2,0,1,0,0,0,1.1,2,0,0,0,0,0,1,0,0,0,5,1.64,1.500,13.5,0.0,0.0,6.8,,,peralwa01
124,Brent Suter*,35,CIN,NL,0,0,,6.75,1,0,0,0,0,0,1.1,4,2,1,0,0,0,2,0,0,0,8,0.14,3.000,27.0,0.0,0.0,13.5,,,suterbr01
125,Graham Ashcraft,27,CIN,NL,0,0,,0.00,1,0,1,0,0,0,1.0,2,0,0,0,0,0,0,1,0,0,6,6.14,2.000,18.0,0.0,0.0,0.0,,,ashcrgr01
126,Yu Darvish,38,SDP,NL,0,1,.000,18.00,1,1,0,0,0,0,1.0,4,2,2,0,0,0,1,1,0,0,7,4.14,4.000,36.0,0.0,0.0,9.0,,,darviyu01
127,Brenan Hanifee,27,DET,AL,0,0,,18.00,1,0,1,0,0,0,1.0,2,2,2,1,0,0,0,0,0,0,5,16.14,2.000,18.0,9.0,0.0,0.0,,,hanifbr01
128,Michael King,30,SDP,NL,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,3,0,0,0,4,-2.87,1.000,9.0,0.0,0.0,27.0,,,kingmi01
129,David Morgan,25,SDP,NL,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,2,0,0,0,3,-0.87,1.000,9.0,0.0,0.0,18.0,,,morgada01
130,Connor Phillips,24,CIN,NL,0,0,,27.00,1,0,0,0,0,0,1.0,3,3,3,2,1,0,2,0,0,0,7,28.14,4.000,27.0,18.0,9.0,18.0,2.00,,phillco01
131,Taylor Rogers*,34,CHC,NL,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,3.14,0.000,0.0,0.0,0.0,0.0,,,rogerta01
132,Tony Santillan,28,CIN,NL,0,0,,9.00,1,0,0,0,0,0,1.0,2,1,1,0,2,2,0,0,0,0,7,9.14,4.000,18.0,0.0,18.0,0.0,0.00,,santito01
133,Greg Weissert,30,BOS,AL,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,3.14,0.000,0.0,0.0,0.0,0.0,,,weissgr01
134,Matt Festa,32,CLE,AL,0,0,,0.00,1,0,0,0,0,0,0.2,0,0,0,0,1,0,1,0,0,0,3,4.64,1.500,0.0,0.0,13.5,13.5,1.00,,festama01
