Rk,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
11,Luis Severino,23,NYY,AL,1,1,.500,5.63,4,4,0,0,0,0,16.0,13,10,10,5,8,0,12,0,0,0,68,7.22,1.313,7.3,2.8,4.5,6.8,1.50,,severlu01
12,Yu Darvish,30,LAD,NLWS,2,2,.500,6.14,4,4,0,0,0,0,14.2,17,11,10,4,3,0,14,1,0,0,65,5.61,1.364,10.4,2.5,1.8,8.6,4.67,,darviyu01
13,Jon Lester*,33,CHC,NL,0,0,,1.88,3,2,0,0,0,0,14.1,6,3,3,1,8,0,7,0,0,1,55,4.76,0.977,3.8,0.6,5.0,4.4,0.88,,lestejo01
14,Stephen Strasburg,28,WSN,NL,1,1,.500,0.00,2,2,0,0,0,0,14.0,6,2,0,0,3,0,22,0,0,0,51,0.66,0.643,3.9,0.0,1.9,14.1,7.33,,strasst01
15,Brandon Morrow,32,LAD,NLWS,0,0,,3.95,14,0,0,0,0,0,13.2,11,6,6,3,2,0,12,0,0,1,53,4.69,0.951,7.2,2.0,1.3,7.9,6.00,,morrobr01
16,Jose Quintana*,28,CHC,NL,0,1,.000,5.40,4,3,0,0,0,0,13.1,11,9,8,1,5,0,12,0,0,0,57,3.46,1.200,7.4,0.7,3.4,8.1,2.40,,quintjo01
17,David Robertson,32,NYY,AL,2,0,1.000,4.15,8,0,1,0,0,0,13.0,11,6,6,2,4,0,16,0,0,1,51,3.62,1.154,7.6,1.4,2.8,11.1,4.00,,roberda08
18,Brad Peacock,29,HOU,ALWS,0,0,,5.11,7,1,1,0,0,1,12.1,13,7,7,2,4,0,16,1,0,1,55,3.89,1.378,9.5,1.5,2.9,11.7,4.00,,peacobr01
19,Alex Wood*,26,LAD,NLWS,0,1,.000,2.92,3,2,1,0,0,0,12.1,5,4,4,4,2,0,13,0,0,0,43,5.75,0.568,3.6,2.9,1.5,9.5,6.50,,woodal02
20,Tommy Kahnle,27,NYY,AL,0,0,,2.38,7,0,3,0,0,1,11.1,6,3,3,1,2,0,10,0,0,0,39,3.07,0.706,4.8,0.8,1.6,7.9,5.00,,kahnlto01
21,Jake Arrieta,31,CHC,NL,1,1,.500,0.84,2,2,0,0,0,0,10.2,5,2,1,1,10,0,13,1,0,2,48,5.03,1.406,4.2,0.8,8.4,11.0,1.30,,arrieja01
22,Kenta Maeda,29,LAD,NLWS,2,0,1.000,0.84,9,0,0,0,0,0,10.2,5,1,1,1,2,0,10,0,0,0,39,3.06,0.656,4.2,0.8,1.7,8.4,5.00,,maedake01
23,Chris Sale*,28,BOS,AL,0,2,.000,8.38,2,1,0,0,0,0,9.2,13,9,9,4,1,0,12,0,0,0,43,6.36,1.448,12.1,3.7,0.9,11.2,12.00,,salech01
24,Chad Green,26,NYY,AL,1,0,1.000,4.15,5,0,1,0,0,0,8.2,6,5,4,1,3,0,11,1,0,0,36,3.50,1.038,6.2,1.0,3.1,11.4,3.67,,greench03
25,Zack Greinke,33,ARI,NL,0,1,.000,7.27,2,2,0,0,0,0,8.2,10,7,7,2,6,0,5,0,0,0,42,7.08,1.846,10.4,2.1,6.2,5.2,0.83,,greinza01
26,Trevor Bauer,26,CLE,AL,1,1,.500,0.00,2,2,0,0,0,0,8.1,6,4,0,0,3,1,11,0,0,1,35,1.60,1.080,6.5,0.0,3.2,11.9,3.67,,bauertr01
27,Sonny Gray,27,NYY,AL,0,1,.000,4.32,2,2,0,0,0,0,8.1,4,5,4,1,6,0,6,2,0,2,37,6.16,1.200,4.3,1.1,6.5,6.5,1.00,,grayso01
28,Aroldis Chapman*,29,NYY,AL,0,1,.000,1.13,6,0,5,0,0,3,8.0,7,1,1,0,2,1,16,0,0,0,33,-0.09,1.125,7.9,0.0,2.3,18.0,8.00,,chapmar01
29,Chris Devenski,26,HOU,ALWS,1,0,1.000,9.00,10,0,2,0,0,0,8.0,9,8,8,2,3,0,8,0,0,0,36,5.53,1.500,10.1,2.3,3.4,9.0,2.67,,devench02
30,Gio González*,31,WSN,NL,0,0,,6.75,2,2,0,0,0,0,8.0,6,6,6,2,6,0,11,0,0,2,35,5.91,1.500,6.8,2.3,6.8,12.4,1.83,,gonzagi01
31,Ken Giles,26,HOU,ALWS,0,2,.000,11.74,7,0,4,0,0,2,7.2,12,10,10,3,5,1,10,0,0,3,40,7.59,2.217,14.1,3.5,5.9,11.7,2.00,,gileske01
32,Max Scherzer,32,WSN,NL,0,1,.000,3.68,2,1,0,0,0,0,7.1,4,5,3,0,4,1,8,2,0,0,33,3.43,1.091,4.9,0.0,4.9,9.8,2.00,,scherma01
33,Tony Watson*,32,LAD,NLWS,2,0,1.000,2.57,11,0,0,0,0,0,7.0,5,3,2,0,1,0,3,1,0,0,27,3.16,0.857,6.4,0.0,1.3,3.9,3.00,,watsoto01
34,Joe Musgrove,24,HOU,ALWS,1,0,1.000,8.10,7,0,3,0,0,0,6.2,6,6,6,3,1,1,3,0,0,0,27,8.56,1.050,8.1,4.1,1.4,4.1,3.00,,musgrjo01
35,David Price*,31,BOS,AL,0,0,,0.00,2,0,0,0,0,0,6.2,5,0,0,0,2,1,6,0,0,0,27,2.26,1.050,6.8,0.0,2.7,8.1,3.00,,priceda01
36,Robbie Ray*,25,ARI,NL,0,1,.000,6.75,2,1,0,0,0,0,6.2,6,5,5,0,4,0,9,1,0,4,30,2.71,1.500,8.1,0.0,5.4,12.2,2.25,,rayro02
37,Wade Davis,31,CHC,NL,0,0,,4.26,5,0,4,0,0,4,6.1,5,3,3,2,6,0,8,0,0,0,27,7.58,1.737,7.1,2.8,8.5,11.4,1.33,,daviswa01
38,Corey Kluber,31,CLE,AL,0,1,.000,12.79,2,2,0,0,0,0,6.1,10,9,9,4,3,0,10,0,0,0,33,9.63,2.053,14.2,5.7,4.3,14.2,3.33,,klubeco01
39,Archie Bradley,24,ARI,NL,0,0,,3.00,3,0,1,0,0,0,6.0,6,3,2,2,3,0,5,0,0,0,28,7.32,1.500,9.0,3.0,4.5,7.5,1.67,,bradlar01
40,Collin McHugh,30,HOU,ALWS,0,0,,4.50,2,0,1,0,0,0,6.0,1,3,3,1,4,0,7,0,0,0,23,4.99,0.833,1.5,1.5,6.0,10.5,1.75,,mchugco01
41,Bryan Shaw,29,CLE,AL,0,0,,1.50,3,0,0,0,0,0,6.0,4,1,1,1,0,0,5,0,0,0,20,3.66,0.667,6.0,1.5,0.0,7.5,,,shawbr01
42,Carlos Carrasco,30,CLE,AL,0,0,,0.00,1,1,0,0,0,0,5.2,3,0,0,0,3,0,7,1,0,0,22,2.81,1.059,4.8,0.0,4.8,11.1,2.33,,carraca01
43,Cody Allen,28,CLE,AL,0,0,,1.69,4,0,1,0,0,1,5.1,5,2,1,0,3,0,8,0,0,0,25,1.85,1.500,8.4,0.0,5.1,13.5,2.67,,allenco01
44,Brian Duensing*,34,CHC,NL,1,1,.500,1.69,5,0,0,0,0,0,5.1,1,1,1,0,4,1,4,0,0,0,21,3.91,0.938,1.7,0.0,6.8,6.8,1.00,,duensbr01
45,Pedro Strop,32,CHC,NL,0,0,,1.69,5,0,0,0,0,0,5.1,1,1,1,0,3,0,1,1,0,0,21,5.03,0.750,1.7,0.0,5.1,1.7,0.33,,stroppe01
46,Tony Cingrani*,27,LAD,NLWS,0,0,,1.80,7,0,0,0,0,0,5.0,3,1,1,1,2,2,3,1,0,0,19,6.36,1.000,5.4,1.8,3.6,5.4,1.50,,cingrto01
47,Zack Godley,27,ARI,NL,0,0,,3.60,1,0,0,0,0,0,5.0,4,3,2,0,2,0,5,0,0,1,22,2.36,1.200,7.2,0.0,3.6,9.0,2.50,,godleza01
48,Andrew Miller*,32,CLE,AL,0,1,.000,1.80,4,0,0,0,0,0,5.0,4,1,1,1,2,0,8,0,0,0,21,3.76,1.200,7.2,1.8,3.6,14.4,4.00,,millean01
49,Carl Edwards Jr.,25,CHC,NL,1,1,.500,11.57,7,0,0,0,0,0,4.2,2,6,6,1,6,0,8,0,0,1,22,6.37,1.714,3.9,1.9,11.6,15.4,1.33,,edwarca01
50,Mike Montgomery*,27,CHC,NL,0,0,,16.62,5,0,2,0,0,0,4.1,14,9,8,3,4,1,4,0,0,2,32,13.08,4.154,29.1,6.2,8.3,8.3,1.00,,montgmi01
51,Adam Warren,29,NYY,AL,0,0,,2.08,3,0,0,0,0,0,4.1,2,1,1,0,1,0,2,0,0,1,16,2.93,0.692,4.2,0.0,2.1,4.2,2.00,,warread01
52,Dellin Betances,29,NYY,AL,0,1,.000,4.50,5,0,3,0,0,0,4.0,2,2,2,0,5,0,6,0,0,0,19,3.91,1.750,4.5,0.0,11.3,13.5,1.20,,betande01
53,Will Harris,32,HOU,ALWS,0,0,,2.25,6,0,0,0,0,0,4.0,6,1,1,1,1,0,3,0,0,2,20,5.66,1.750,13.5,2.3,2.3,6.8,3.00,,harriwi10
54,Ryan Madson,36,WSN,NL,0,0,,2.25,4,0,0,0,0,0,4.0,3,1,1,0,2,1,4,1,0,1,18,3.41,1.250,6.8,0.0,4.5,9.0,2.00,,madsory01
55,Rick Porcello,28,BOS,AL,0,0,,4.50,2,1,1,0,0,0,4.0,5,2,2,0,3,0,4,1,0,1,20,4.16,2.000,11.3,0.0,6.8,9.0,1.33,,porceri01
56,Luke Gregerson,33,HOU,ALWS,0,0,,0.00,5,0,2,0,0,0,3.2,2,0,0,0,2,0,5,0,0,1,15,2.07,1.091,4.9,0.0,4.9,12.3,2.50,,gregelu01
57,John Lackey,38,CHC,NL,0,0,,9.82,3,0,2,0,0,0,3.2,5,4,4,1,2,0,3,0,0,3,17,6.70,1.909,12.3,2.5,4.9,7.4,1.50,,lackejo01
58,Brandon Kintzler,32,WSN,NL,0,1,.000,5.40,3,0,1,0,0,0,3.1,1,2,2,0,2,0,2,1,0,0,12,4.66,0.900,2.7,0.0,5.4,5.4,1.00,,kintzbr01
59,José Berríos,23,MIN,AL,0,1,.000,9.00,1,0,0,0,0,0,3.0,5,3,3,1,0,0,4,0,0,0,14,4.82,1.667,15.0,3.0,0.0,12.0,,,berrijo01
60,Sean Doolittle*,30,WSN,NL,0,0,,0.00,3,0,3,0,0,1,3.0,1,0,0,0,0,0,4,0,0,0,9,0.49,0.333,3.0,0.0,0.0,12.0,,,doolise01
61,Héctor Rondón,29,CHC,NL,0,1,.000,6.00,3,0,1,0,0,0,3.0,5,2,2,2,0,0,4,0,0,0,12,9.16,1.667,15.0,6.0,0.0,12.0,,,rondohe01
62,Ross Stripling,27,LAD,NLWS,0,0,,0.00,5,0,1,0,0,0,3.0,4,0,0,0,1,0,2,0,0,0,13,2.82,1.667,12.0,0.0,3.0,6.0,2.00,,stripro01
63,Josh Tomlin,32,CLE,AL,1,0,1.000,0.00,2,0,2,0,0,0,3.0,0,0,0,0,0,0,4,0,0,0,9,0.49,0.000,0.0,0.0,0.0,12.0,,,tomlijo01
64,Jaime García*,30,NYY,AL,0,0,,0.00,1,0,0,0,0,0,2.2,0,0,0,0,2,1,3,0,0,2,10,3.16,0.750,0.0,0.0,6.8,10.1,1.50,,garcija02
65,Joe Kelly,29,BOS,AL,1,0,1.000,0.00,2,0,0,0,0,0,2.2,4,0,0,0,0,0,1,0,0,1,11,2.41,1.500,13.5,0.0,0.0,3.4,,,kellyjo05
66,Matt Albers,34,WSN,NL,0,0,,0.00,2,0,0,0,0,0,2.1,1,0,0,0,1,0,0,0,0,0,9,4.44,0.857,3.9,0.0,3.9,0.0,0.00,,alberma01
67,Jorge De La Rosa*,36,ARI,NL,0,0,,0.00,3,0,0,0,0,0,2.1,4,0,0,0,0,0,2,0,0,0,10,1.44,1.714,15.4,0.0,0.0,7.7,,,rosajo01
68,Francisco Liriano*,33,HOU,ALWS,0,1,.000,3.86,5,0,2,0,0,0,2.1,2,1,1,1,1,0,2,0,0,1,10,8.30,1.286,7.7,3.9,3.9,7.7,2.00,,liriafr01
69,Addison Reed,28,BOS,AL,0,0,,7.71,3,0,1,0,0,0,2.1,3,2,2,0,1,1,0,0,0,0,11,4.44,1.714,11.6,0.0,3.9,0.0,0.00,,reedad01
70,Chris Rusin*,30,COL,NL,0,0,,0.00,1,0,0,0,0,0,2.1,2,0,0,0,2,1,3,0,0,0,11,3.16,1.714,7.7,0.0,7.7,11.6,1.50,,rusinch01
71,Joe Smith,33,CLE,AL,0,0,,0.00,4,0,2,0,0,0,2.1,0,0,0,0,1,1,3,0,0,0,8,1.87,0.429,0.0,0.0,3.9,11.6,3.00,,smithjo05
72,Craig Kimbrel,29,BOS,AL,0,0,,4.50,2,0,1,0,0,0,2.0,4,1,1,0,1,0,2,1,0,1,12,4.16,2.500,18.0,0.0,4.5,9.0,2.00,,kimbrcr01
73,Austin Maddox,26,BOS,AL,0,0,,4.50,2,0,0,0,0,0,2.0,3,1,1,1,2,0,2,0,0,0,10,10.66,2.500,13.5,4.5,9.0,9.0,1.00,,maddoau01
74,Tyler Olson*,27,CLE,AL,0,0,,0.00,3,0,0,0,0,0,2.0,1,0,0,0,0,0,2,0,0,0,7,1.16,0.500,4.5,0.0,0.0,9.0,,,olsonty01
75,Drew Pomeranz*,28,BOS,AL,0,1,.000,18.00,1,1,0,0,0,0,2.0,5,4,4,2,1,0,1,0,0,0,12,16.66,3.000,22.5,9.0,4.5,4.5,1.00,,pomerdr01
76,Ervin Santana,34,MIN,AL,0,0,,18.00,1,1,0,0,0,0,2.0,3,4,4,2,2,0,0,0,0,0,11,19.16,2.500,13.5,9.0,9.0,0.0,0.00,,santaer01
77,David Hernández,32,ARI,NL,0,0,,0.00,2,0,0,0,0,0,1.2,1,0,0,0,0,0,1,0,0,0,6,1.96,0.600,5.4,0.0,0.0,5.4,,,hernada01
78,Danny Salazar,27,CLE,AL,0,0,,0.00,1,0,0,0,0,0,1.2,0,1,0,0,2,0,3,0,0,0,8,3.16,1.200,0.0,0.0,10.8,16.2,1.50,,salazda01
79,Mike Clevinger,26,CLE,AL,0,0,,13.50,2,0,0,0,0,0,1.1,2,3,2,1,4,0,3,0,0,0,11,17.41,4.500,13.5,6.8,27.0,20.3,0.75,,clevimi01
80,Doug Fister,33,BOS,AL,0,0,,20.25,1,1,0,0,0,0,1.1,4,3,3,1,1,0,1,0,0,1,9,13.66,3.750,27.0,6.8,6.8,6.8,1.00,,fistedo01
81,Jon Gray,25,COL,NL,0,1,.000,27.00,1,1,0,0,0,0,1.1,7,4,4,1,0,0,2,0,0,0,11,9.91,5.250,47.3,6.8,0.0,13.5,,,grayjo02
82,Trevor Hildenberger,26,MIN,AL,0,0,,6.75,1,0,0,0,0,0,1.1,1,1,1,0,2,1,0,0,0,0,7,7.66,2.250,6.8,0.0,13.5,0.0,0.00,,hildetr01
83,Pat Neshek,36,COL,NL,0,0,,13.50,1,0,0,0,0,0,1.1,2,2,2,0,1,0,2,0,0,0,7,2.41,2.250,13.5,0.0,6.8,13.5,2.00,,neshepa01
84,Carson Smith,27,BOS,AL,0,0,,0.00,2,0,1,0,0,0,1.1,2,0,0,0,2,0,1,0,0,0,7,6.16,3.000,13.5,0.0,13.5,6.8,0.50,,smithca02
85,Tyler Anderson*,27,COL,NL,0,0,,18.00,1,0,0,0,0,0,1.0,2,2,2,1,0,0,1,0,0,0,5,14.16,2.000,18.0,9.0,0.0,9.0,,,anderty01
86,Matt Belisle,37,MIN,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,3.16,0.000,0.0,0.0,0.0,0.0,,,belisma01
87,Josh Fields,31,LAD,NLWS,0,0,,18.00,4,0,1,0,0,0,1.0,4,2,2,2,0,0,1,0,0,0,7,1.16,4.000,36.0,18.0,0.0,9.0,,,fieldjo03
88,Brandon McCarthy,33,LAD,WS,0,1,.000,18.00,1,0,1,0,0,0,1.0,2,2,2,1,0,0,0,0,0,0,5,16.16,2.000,18.0,9.0,0.0,0.0,,,mccarbr01
89,Óliver Pérez*,35,WSN,NL,1,0,1.000,0.00,2,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,2,3.16,1.000,9.0,0.0,0.0,0.0,,,perezol01
90,Fernando Rodney,40,ARI,NL,0,0,,9.00,1,0,1,0,0,0,1.0,2,1,1,0,0,0,2,0,0,0,5,-0.84,2.000,18.0,0.0,0.0,18.0,,,rodnefe01
91,James Sherfy,25,ARI,NL,0,0,,36.00,2,0,1,0,0,0,1.0,5,4,4,0,0,0,1,0,0,0,8,1.16,5.000,45.0,0.0,0.0,9.0,,,sherfji01
92,Sammy Solís*,28,WSN,NL,0,0,,9.00,3,0,0,0,0,0,1.0,4,1,1,0,0,0,1,0,0,0,7,1.16,4.000,36.0,0.0,0.0,9.0,,,solissa01
93,Taijuan Walker,24,ARI,NL,0,1,.000,36.00,1,1,0,0,0,0,1.0,4,4,4,1,2,1,3,0,0,0,9,16.16,6.000,36.0,9.0,18.0,27.0,1.50,,walketa01
94,Andrew Chafin*,27,ARI,NL,1,0,1.000,13.50,3,0,1,0,0,0,0.2,2,1,1,0,0,0,0,0,0,0,3,3.16,3.000,27.0,0.0,0.0,0.0,,,chafian01
95,Greg Holland,31,COL,NL,0,0,,27.00,1,0,1,0,0,0,0.2,3,2,2,0,1,1,0,0,0,1,6,7.66,6.000,40.5,0.0,13.5,0.0,0.00,,hollagr01
96,Scott Oberg,27,COL,NL,0,0,,0.00,1,0,0,0,0,0,0.2,0,0,0,0,0,0,2,0,0,0,2,-2.84,0.000,0.0,0.0,0.0,27.0,,,obergsc01
97,Justin Wilson*,29,CHC,NL,0,0,,0.00,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,3.16,0.000,0.0,0.0,0.0,0.0,,,wilsoju10
98,Alan Busenitz,26,MIN,AL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,2,12.16,3.000,0.0,0.0,27.0,0.0,0.00,,busenal01
99,Carlos Estévez,24,COL,NL,0,0,,27.00,1,0,0,0,0,0,0.1,1,1,1,0,0,0,1,0,0,0,2,-2.84,3.000,27.0,0.0,0.0,27.0,,,estevca01
100,Jake McGee*,30,COL,NL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,3.16,0.000,0.0,0.0,0.0,0.0,,,mcgeeja01
101,Taylor Rogers*,26,MIN,AL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,-2.84,0.000,0.0,0.0,0.0,27.0,,,rogerta01
102,Eduardo Rodríguez*,24,BOS,AL,0,0,,,1,0,0,0,0,0,0.0,1,2,2,0,0,0,0,1,0,0,2,,,,,,,,,rodried05
,League Average,,,,,,.500,4.03,,,,,,,,,,,,,,,,,,,4.36,1.223,7.5,1.4,3.5,9.4,2.65,,-9999
