Rk,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
14,Pedro Báez,30,LAD,NLWS,1,0,1.000,1.59,10,0,1,0,0,0,11.1,4,2,2,1,5,1,14,0,0,0,42,3.16,0.794,3.2,0.8,4.0,11.1,2.80,,baezpe01
15,Joe Kelly,30,BOS,ALWS,2,1,.667,0.79,9,0,0,0,0,0,11.1,8,2,1,0,0,0,13,1,0,2,44,1.13,0.706,6.4,0.0,0.0,10.3,,,kellyjo05
16,Kenley Jansen,30,LAD,NLWS,0,0,,1.69,9,0,5,0,0,3,10.2,4,2,2,2,3,0,13,0,0,0,38,4.00,0.656,3.4,1.7,2.5,11.0,4.33,,janseke01
17,Craig Kimbrel,30,BOS,ALWS,0,0,,5.91,9,0,8,0,0,6,10.2,9,7,7,2,8,0,10,2,0,1,50,6.54,1.594,7.6,1.7,6.8,8.4,1.25,,kimbrcr01
18,Josh Hader*,24,MIL,NL,0,0,,0.00,7,0,1,0,0,0,10.0,5,0,0,0,1,0,16,0,0,0,35,0.26,0.600,4.5,0.0,0.9,14.4,16.00,,haderjo01
19,Dallas Keuchel*,30,HOU,AL,0,0,,3.60,2,2,0,0,0,0,10.0,8,4,4,1,3,0,2,0,0,0,41,4.96,1.100,7.2,0.9,2.7,1.8,0.67,,keuchda01
20,Corey Knebel,26,MIL,NL,1,0,1.000,0.90,9,0,1,0,0,1,10.0,2,1,1,0,3,0,14,1,0,0,33,1.56,0.500,1.8,0.0,2.7,12.6,4.67,,knebeco01
21,Eduardo Rodríguez*,25,BOS,ALWS,0,0,,6.30,7,1,2,0,0,0,10.0,6,7,7,2,5,1,11,1,0,0,42,5.36,1.100,5.4,1.8,4.5,9.9,2.20,,rodried05
22,Corbin Burnes,23,MIL,NL,1,0,1.000,2.00,6,0,1,0,0,0,9.0,4,2,2,0,1,0,11,1,0,0,31,1.38,0.556,4.0,0.0,1.0,11.0,11.00,,burneco01
23,Matt Barnes,28,BOS,ALWS,2,0,1.000,1.04,10,0,0,0,0,0,8.2,3,1,1,1,6,0,9,0,0,2,35,4.66,1.038,3.1,1.0,6.2,9.3,1.50,,barnema01
24,Ryan Brasier,30,BOS,ALWS,0,0,,1.04,9,0,0,0,0,0,8.2,7,1,1,0,5,0,7,1,0,1,39,3.62,1.385,7.3,0.0,5.2,7.3,1.40,,brasiry01
25,Ryan Madson,37,LAD,NLWS,2,0,1.000,2.08,11,0,0,0,0,0,8.2,9,2,2,1,3,1,8,0,0,1,38,3.85,1.385,9.3,1.0,3.1,8.3,2.67,,madsory01
26,Jeremy Jeffress,30,MIL,NL,0,1,.000,6.75,8,0,2,0,0,1,8.0,16,6,6,2,4,0,11,0,0,0,44,5.16,2.500,18.0,2.3,4.5,12.4,2.75,,jeffrje01
27,Dylan Floro,27,LAD,NLWS,0,1,.000,3.86,8,0,2,0,0,0,7.0,6,3,3,0,4,2,8,0,0,0,29,2.59,1.429,7.7,0.0,5.1,10.3,2.00,,florody01
28,Luis Severino,24,NYY,AL,0,1,.000,7.71,2,2,0,0,0,0,7.0,9,6,6,0,6,0,9,0,0,0,37,3.16,2.143,11.6,0.0,7.7,11.6,1.50,,severlu01
29,Kyle Freeland*,25,COL,NL,0,0,,0.00,1,1,0,0,0,0,6.2,4,0,0,0,1,0,6,0,0,0,24,1.81,0.750,5.4,0.0,1.4,8.1,6.00,,freelky01
30,Kenta Maeda,30,LAD,NLWS,0,0,,4.05,8,0,2,0,0,0,6.2,9,3,3,0,3,2,10,0,0,1,32,1.51,1.800,12.2,0.0,4.1,13.5,3.33,,maedake01
31,Alex Wood*,27,LAD,NLWS,1,1,.500,5.40,9,0,2,0,0,0,6.2,8,4,4,3,4,2,9,1,0,0,32,8.56,1.800,10.8,4.1,5.4,12.2,2.25,,woodal02
32,Julio Urías*,21,LAD,NLWS,1,0,1.000,2.84,7,0,1,0,0,0,6.1,4,2,2,1,1,0,5,0,0,0,24,4.11,0.789,5.7,1.4,1.4,7.1,5.00,,uriasju01
33,Tyler Anderson*,28,COL,NL,0,1,.000,1.50,1,1,0,0,0,0,6.0,4,1,1,0,2,0,5,0,0,0,23,2.49,1.000,6.0,0.0,3.0,7.5,2.50,,anderty01
34,Mike Foltynewicz,26,ATL,NL,0,1,.000,7.50,2,2,0,0,0,0,6.0,5,5,5,2,7,1,10,1,0,0,31,8.16,2.000,7.5,3.0,10.5,15.0,1.43,,foltymi01
35,Jon Lester*,34,CHC,NL,0,0,,1.50,1,1,0,0,0,0,6.0,4,1,1,0,1,0,9,0,0,0,23,0.66,0.833,6.0,0.0,1.5,13.5,9.00,,lestejo01
36,Roberto Osuna,23,HOU,AL,0,0,,7.50,4,0,3,0,0,1,6.0,5,5,5,1,1,0,5,2,0,1,26,5.16,1.000,7.5,1.5,1.5,7.5,5.00,,osunaro01
37,Dellin Betances,30,NYY,AL,1,0,1.000,1.69,3,0,0,0,0,0,5.1,3,1,1,0,1,1,7,0,0,1,21,1.10,0.750,5.1,0.0,1.7,11.8,7.00,,betande01
38,Carlos Carrasco,31,CLE,AL,0,1,.000,3.38,1,1,0,0,0,0,5.1,6,2,2,0,1,0,3,0,0,0,22,2.60,1.313,10.1,0.0,1.7,5.1,3.00,,carraca01
39,Zack Britton*,30,NYY,AL,0,0,,5.40,4,0,0,0,0,0,5.0,5,3,3,2,2,0,4,0,0,0,22,7.96,1.400,9.0,3.6,3.6,7.2,2.00,,brittza01
40,Mike Clevinger,27,CLE,AL,0,0,,1.80,1,1,0,0,0,0,5.0,3,1,1,1,3,0,9,1,0,0,22,4.56,1.200,5.4,1.8,5.4,16.2,3.00,,clevimi01
41,Germán Márquez,23,COL,NL,0,1,.000,3.60,1,1,0,0,0,0,5.0,7,2,2,1,1,0,5,0,0,0,22,4.36,1.600,12.6,1.8,1.8,9.0,5.00,,marquge01
42,Lance McCullers Jr.,24,HOU,AL,0,0,,1.80,5,0,0,0,0,0,5.0,4,2,1,0,2,0,4,0,0,2,20,2.76,1.200,7.2,0.0,3.6,7.2,2.00,,mcculla02
43,Ryan Pressly,29,HOU,AL,0,0,,1.80,5,0,0,0,0,0,5.0,1,1,1,0,3,0,7,0,0,1,20,2.16,0.800,1.8,0.0,5.4,12.6,2.33,,pressry01
44,Antonio Senzatela,23,COL,NL,0,0,,3.60,1,1,0,0,0,0,5.0,3,2,2,1,2,0,1,0,0,2,19,6.56,1.000,5.4,1.8,3.6,1.8,0.50,,senzaan01
45,Masahiro Tanaka,29,NYY,AL,1,0,1.000,1.80,1,1,0,0,0,0,5.0,3,1,1,1,1,0,4,0,0,0,19,4.76,0.800,5.4,1.8,1.8,7.2,4.00,,tanakma01
46,Junior Guerra,33,MIL,NL,0,1,.000,1.93,2,0,2,0,0,0,4.2,2,1,1,0,0,0,5,0,0,1,15,1.02,0.429,3.9,0.0,0.0,9.6,,,guerrju02
47,Heath Hembree,29,BOS,ALWS,0,0,,0.00,4,0,2,0,0,0,4.2,0,0,0,0,5,0,3,0,0,0,16,5.09,1.071,0.0,0.0,9.6,5.8,0.60,,hembrhe01
48,Josh James,25,HOU,AL,0,1,.000,7.71,2,0,0,0,0,0,4.2,6,4,4,1,2,0,7,0,0,0,21,4.23,1.714,11.6,1.9,3.9,13.5,3.50,,jamesjo02
49,Corey Kluber,32,CLE,AL,0,1,.000,7.71,1,1,0,0,0,0,4.2,6,4,4,3,2,0,2,2,0,0,23,13.23,1.714,11.6,5.8,3.9,3.9,1.00,,klubeco01
50,Sean Newcomb*,25,ATL,NL,0,0,,1.93,2,1,0,0,0,0,4.2,2,2,1,0,3,0,2,0,0,0,17,4.23,1.071,3.9,0.0,5.8,3.9,0.67,,newcose01
51,Aníbal Sánchez,34,ATL,NL,0,1,.000,5.79,1,1,0,0,0,0,4.2,5,3,3,2,1,0,3,0,0,0,20,8.09,1.286,9.6,3.9,1.9,5.8,3.00,,sanchan01
52,Joakim Soria,34,MIL,NL,1,0,1.000,7.71,7,0,1,0,0,0,4.2,5,4,4,0,3,0,8,0,0,0,22,1.66,1.714,9.6,0.0,5.8,15.4,2.67,,soriajo01
53,Trevor Bauer,27,CLE,AL,0,1,.000,6.75,3,0,0,0,0,0,4.0,7,4,3,1,1,0,4,0,0,0,20,5.16,2.000,15.8,2.3,2.3,9.0,4.00,,bauertr01
54,Collin McHugh,31,HOU,AL,1,0,1.000,0.00,4,0,2,0,0,0,4.0,1,0,0,0,0,0,5,1,0,0,14,1.41,0.250,2.3,0.0,0.0,11.3,,,mchugco01
55,Chris Rusin*,31,COL,NL,0,0,,0.00,4,0,2,0,0,0,4.0,2,0,0,0,2,0,2,0,0,0,15,3.66,1.000,4.5,0.0,4.5,4.5,1.00,,rusinch01
56,Chad Green,27,NYY,AL,0,0,,2.45,2,0,0,0,0,0,3.2,4,1,1,0,3,1,0,0,0,0,18,5.61,1.909,9.8,0.0,7.4,0.0,0.00,,greench03
57,Scott Oberg,28,COL,NL,1,0,1.000,4.91,4,0,1,0,0,0,3.2,4,2,2,0,0,0,10,0,1,1,15,-2.29,1.091,9.8,0.0,0.0,24.5,,,obergsc01
58,Adam Ottavino,32,COL,NL,0,1,.000,4.91,3,0,1,0,0,0,3.2,3,2,2,0,3,1,3,0,0,2,18,3.98,1.636,7.4,0.0,7.4,7.4,1.00,,ottavad01
59,David Robertson,33,NYY,AL,0,0,,0.00,3,0,1,0,0,0,3.2,0,0,0,0,1,0,7,0,0,0,12,0.16,0.273,0.0,0.0,2.5,17.2,7.00,,roberda08
60,Aroldis Chapman*,30,NYY,AL,0,0,,0.00,3,0,3,0,0,0,3.0,1,0,0,0,1,0,4,0,0,0,10,1.49,0.667,3.0,0.0,3.0,12.0,4.00,,chapmar01
61,Caleb Ferguson*,21,LAD,NL,0,0,,0.00,6,0,0,0,0,0,3.0,0,0,0,0,1,0,3,0,0,0,10,2.16,0.333,0.0,0.0,3.0,9.0,3.00,,ferguca01
62,Gio González*,32,MIL,NL,0,0,,6.00,2,2,0,0,0,0,3.0,3,2,2,1,2,0,1,1,0,0,15,9.83,1.667,9.0,3.0,6.0,3.0,0.50,,gonzagi01
63,Seunghwan Oh,35,COL,NL,0,0,,6.00,3,0,0,0,0,0,3.0,3,2,2,0,4,2,2,0,0,0,15,5.83,2.333,9.0,0.0,12.0,6.0,0.50,,ohse01
64,Freddy Peralta,22,MIL,NL,0,0,,0.00,1,0,0,0,0,0,3.0,0,0,0,0,3,0,6,0,0,0,12,2.16,1.000,0.0,0.0,9.0,18.0,2.00,,peralfr01
65,CC Sabathia*,37,NYY,AL,0,1,.000,9.00,1,1,0,0,0,0,3.0,5,3,3,0,2,0,1,1,0,1,17,5.49,2.333,15.0,0.0,6.0,3.0,0.50,,sabatc.01
66,Touki Toussaint,22,ATL,NL,1,0,1.000,0.00,2,0,0,0,0,0,3.0,1,0,0,0,4,0,2,0,0,0,13,5.83,1.667,3.0,0.0,12.0,6.0,0.50,,toussto01
67,Lou Trivino,26,OAK,AL,0,0,,0.00,1,0,0,0,0,0,3.0,1,0,0,0,1,0,4,0,0,0,10,1.49,0.667,3.0,0.0,3.0,12.0,4.00,,trivilo01
68,Scott Alexander*,28,LAD,NLWS,0,0,,7.71,4,0,1,0,0,0,2.1,1,2,2,0,2,0,2,0,0,1,10,4.02,1.286,3.9,0.0,7.7,7.7,1.00,,alexasc02
69,Max Fried*,24,ATL,NL,0,0,,3.86,4,0,0,0,0,0,2.1,1,1,1,1,1,0,1,0,0,0,8,9.16,0.857,3.9,3.9,3.9,3.9,1.00,,friedma01
70,Lance Lynn,31,NYY,AL,0,0,,11.57,2,0,0,0,0,0,2.1,3,3,3,0,2,0,2,0,0,0,12,4.02,2.143,11.6,0.0,7.7,7.7,1.00,,lynnla01
71,Charlie Morton,34,HOU,AL,0,0,,11.57,1,1,0,0,0,0,2.1,3,3,3,0,2,0,2,1,0,2,13,5.30,2.143,11.6,0.0,7.7,7.7,1.00,,mortoch02
72,Chad Sobotka,24,ATL,NL,0,0,,11.57,3,0,1,0,0,0,2.1,2,4,3,1,4,0,0,0,0,0,13,13.87,2.571,7.7,3.9,15.4,0.0,0.00,,sobotch01
73,Adam Cimber,27,CLE,AL,0,0,,4.50,2,0,1,0,0,0,2.0,2,1,1,0,1,0,0,0,1,0,8,4.66,1.500,9.0,0.0,4.5,0.0,0.00,,cimbead01
74,Kevin Gausman,27,ATL,NL,0,0,,9.00,1,0,0,0,0,0,2.0,2,2,2,1,2,0,4,0,0,0,10,8.66,2.000,9.0,4.5,9.0,18.0,2.00,,gausmke01
75,Cole Hamels*,34,CHC,NL,0,0,,0.00,1,0,0,0,0,0,2.0,2,0,0,0,1,0,1,0,0,0,10,3.66,1.500,9.0,0.0,4.5,4.5,1.00,,hamelco01
76,J.A. Happ*,35,NYY,AL,0,1,.000,22.50,1,1,0,0,0,0,2.0,4,5,5,1,1,0,2,0,0,0,11,9.16,2.500,18.0,4.5,4.5,9.0,2.00,,happja01
77,Jonathan Holder,25,NYY,AL,0,0,,4.50,1,0,0,0,0,0,2.0,2,1,1,0,1,0,1,0,0,0,9,3.66,1.500,9.0,0.0,4.5,4.5,1.00,,holdejo02
78,A.J. Minter*,24,ATL,NL,0,0,,0.00,2,0,1,0,0,0,2.0,1,0,0,0,1,0,3,0,0,1,8,1.66,1.000,4.5,0.0,4.5,13.5,3.00,,minteaj01
79,Blake Treinen,30,OAK,AL,0,0,,13.50,1,0,0,0,0,0,2.0,2,3,3,1,2,0,0,0,0,0,10,12.66,2.000,9.0,4.5,9.0,0.0,0.00,,treinbl01
80,Jonny Venters*,33,ATL,NL,0,1,.000,9.00,2,0,0,0,0,0,2.0,2,2,2,0,1,0,1,0,0,0,9,3.66,1.500,9.0,0.0,4.5,4.5,1.00,,ventejo01
81,Arodys Vizcaíno,27,ATL,NL,0,0,,0.00,2,0,2,0,0,1,2.0,1,0,0,0,1,0,5,0,0,1,8,-0.34,1.000,4.5,0.0,4.5,22.5,5.00,,vizcaar01
82,Brad Hand*,28,CLE,AL,0,0,,10.80,2,0,1,0,0,0,1.2,3,2,2,1,1,1,4,0,0,1,9,7.96,2.400,16.2,5.4,5.4,21.6,4.00,,handbr01
83,Julio Teheran,27,ATL,NL,0,0,,0.00,1,0,0,0,0,0,1.2,1,0,0,0,0,0,2,0,0,0,5,0.76,0.600,5.4,0.0,0.0,10.8,,,teherju01
84,Brad Brach,32,ATL,NL,0,0,,6.75,2,0,0,0,0,0,1.1,2,1,1,1,2,0,2,0,0,0,8,14.41,3.000,13.5,6.8,13.5,13.5,1.00,,brachbr01
85,Wade Davis,32,COL,NL,0,0,,13.50,2,0,0,0,0,0,1.1,2,2,2,2,3,0,3,0,0,0,9,0.91,3.750,13.5,13.5,20.3,20.3,1.00,,daviswa01
86,Kyle Hendricks,28,CHC,NL,0,1,.000,6.75,1,0,0,0,0,0,1.1,3,1,1,0,0,0,0,0,0,0,7,3.16,2.250,20.3,0.0,0.0,0.0,,,hendrky01
87,Tony Sipp*,34,HOU,AL,0,0,,0.00,3,0,1,0,0,0,1.1,1,0,0,0,2,0,2,0,0,0,7,4.66,2.250,6.8,0.0,13.5,13.5,1.00,,sippto01
88,Cody Allen,29,CLE,AL,0,0,,54.00,2,0,0,0,0,0,1.0,4,6,6,2,2,2,2,0,0,1,9,31.16,6.000,36.0,18.0,18.0,18.0,1.00,,allenco01
89,Xavier Cedeño*,31,MIL,NL,0,0,,18.00,4,0,0,0,0,0,1.0,3,2,2,0,1,1,1,0,0,0,7,4.16,4.000,27.0,0.0,9.0,9.0,1.00,,cedenxa01
90,Jesse Chavez,34,CHC,NL,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,3,3.16,1.000,9.0,0.0,0.0,0.0,,,chaveje01
91,Zach Davies,25,MIL,NL,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,1.16,1.000,9.0,0.0,0.0,9.0,,,davieza02
92,Jeurys Familia,28,OAK,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,1.16,0.000,0.0,0.0,0.0,9.0,,,familje01
93,Will Harris,33,HOU,AL,0,0,,9.00,1,0,1,0,0,0,1.0,1,1,1,0,1,0,0,0,0,1,4,6.16,2.000,9.0,0.0,9.0,0.0,0.00,,harriwi10
94,Liam Hendriks,29,OAK,AL,0,1,.000,18.00,1,1,0,0,0,0,1.0,1,2,2,1,1,0,1,0,0,0,5,17.16,2.000,9.0,9.0,9.0,9.0,1.00,,hendrli01
95,Shawn Kelley,34,OAK,AL,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,3.16,1.000,9.0,0.0,0.0,0.0,,,kellesh01
96,Dan Otero,33,CLE,AL,0,0,,9.00,1,0,1,0,0,0,1.0,2,1,1,0,0,0,0,0,0,0,4,3.16,2.000,18.0,0.0,0.0,0.0,,,oteroda01
97,Austin Romine,29,NYY,AL,0,0,,18.00,1,0,1,0,0,0,1.0,1,2,2,1,1,0,0,0,0,0,5,19.16,2.000,9.0,9.0,9.0,0.0,0.00,,rominau01
98,Héctor Rondón,30,HOU,AL,0,0,,0.00,2,0,1,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,4,3.16,2.000,18.0,0.0,0.0,0.0,,,rondohe01
99,Pedro Strop,33,CHC,NL,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,2,0,0,0,4,-0.84,1.000,9.0,0.0,0.0,18.0,,,stroppe01
100,Stephen Tarpley*,25,NYY,AL,0,0,,27.00,1,0,0,0,0,0,1.0,4,3,3,0,1,0,1,0,0,1,8,4.16,5.000,36.0,0.0,9.0,9.0,1.00,,tarplst01
101,Brandon Workman,29,BOS,AL,0,0,,45.00,3,0,0,0,0,0,1.0,7,5,5,2,3,0,3,0,0,0,13,32.16,10.000,63.0,18.0,27.0,27.0,1.00,,workmbr01
102,Steve Cishek,32,CHC,NL,0,0,,0.00,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,3.16,0.000,0.0,0.0,0.0,0.0,,,cishest01
103,DJ Johnson,28,COL,NL,0,0,,0.00,1,0,0,0,0,0,0.2,1,0,0,0,0,0,2,0,0,0,3,-2.84,1.500,13.5,0.0,0.0,27.0,,,johnsdj01
104,Harrison Musgrave*,26,COL,NL,0,0,,13.50,2,0,0,0,0,0,0.2,1,1,1,0,3,1,2,0,0,0,6,10.66,6.000,13.5,0.0,40.5,27.0,0.67,,musgrha01
105,Jorge De La Rosa*,37,CHC,NL,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,1,0,0,1,1,-2.84,0.000,0.0,0.0,0.0,27.0,,,rosajo01
106,Andrew Miller*,33,CLE,AL,0,0,,0.00,2,0,0,0,0,0,0.1,1,0,0,0,3,1,0,0,0,1,5,30.16,12.000,27.0,0.0,81.0,0.0,0.00,,millean01
107,Randy Rosario*,24,CHC,NL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,2,12.16,3.000,0.0,0.0,27.0,0.0,0.00,,rosarra01
108,Joe Smith,34,HOU,AL,0,1,.000,27.00,1,0,0,0,0,0,0.1,1,1,1,1,0,0,0,0,0,0,2,42.16,3.000,27.0,27.0,0.0,0.0,,,smithjo05
109,Justin Wilson*,30,CHC,NL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,3.16,0.000,0.0,0.0,0.0,0.0,,,wilsoju10
110,Fernando Rodney,41,OAK,AL,0,0,,,1,0,0,0,0,0,0.0,2,2,2,0,0,0,0,0,0,1,2,,,,,,,,,rodnefe01
,League Average,,,,,,.500,3.75,,,,,,,,,,,,,,,,,,,3.92,1.221,7.2,1.0,3.8,9.3,2.46,,-9999
