"player","team","year","war","g","pa","ab","r","h","x2b","x3b","hr","rbi","sb","cs","bb","so","ba","obp","slg","ops","ops_plus","r_oba","rbat","tb","gidp","hbp","sh","sf","ibb","pos","awards","war_to_2","g_to_2","pa_to_2","ab_to_2","r_to_2","h_to_2","x2b_to_2","x3b_to_2","hr_to_2","rbi_to_2","sb_to_2","cs_to_2","bb_to_2","so_to_2","ba_to_2","obp_to_2","slg_to_2","ops_to_2","ops_plus_to_2","r_oba_to_2","rbat_to_2","tb_to_2","gidp_to_2","hbp_to_2","sh_to_2","sf_to_2","ibb_to_2","dummy_team_change","position","age","years_contract","contract_value","average_annual_contract_value","years_experience","id_contract"
"Curt Casali","CIN","2023",0.1,40,96,80,8,14,2,0,0,6,0,0,11,23,0.175,0.29,0.2,0.49,35,0.249,39,16,1,2,3,0,0,"2/35",0,0.1,40,96,80,8,14,2,0,0,6,0,0,11,23,0.175,0.29,0.2,0.49,35,0.249,39,16,1,2,3,0,0,1,"C",34.8,1,3250000,3250000,1,575
"Curt Casali","SFG","2024",0.3,41,125,108,12,21,3,0,1,8,0,0,13,22,0.194,0.293,0.25,0.543,59,0.27,71,27,3,2,2,0,0,"2",0,0.3,41,125,108,12,21,3,0,1,8,0,0,13,22,0.194,0.293,0.25,0.543,59,0.27,71,27,3,2,2,0,0,1,"C",35.8,1,1000000,1000000,2,576
"Curtis Granderson","NYM","2014",1.2,155,654,564,73,128,27,2,20,66,8,2,79,141,0.227,0.326,0.388,0.714,105,0.324,105,219,1,6,0,5,1,"987/H",0,1.2,155,654,564,73,128,27,2,20,66,8,2,79,141,0.227,0.326,0.388,0.714,105,0.324,105,219,1,6,0,5,1,1,"LF",33.4,4,60000000,15000000,4.077,577
"Curtis Granderson","NYM","2015",5.2,157,682,580,98,150,33,2,26,70,11,6,91,151,0.259,0.364,0.457,0.821,127,0.363,129,265,3,7,0,4,3,"9H/8D",2,5.2,157,682,580,98,150,33,2,26,70,11,6,91,151,0.259,0.364,0.457,0.821,127,0.363,129,265,3,7,0,4,3,1,"LF",34.4,4,60000000,15000000,5.077,577
"Curtis Granderson","NYM","2016",2.9,150,633,545,88,129,24,5,30,59,4,2,74,130,0.237,0.335,0.464,0.799,114,0.347,114,253,10,9,0,5,7,"98H/7D",0,2.9,150,633,545,88,129,24,5,30,59,4,2,74,130,0.237,0.335,0.464,0.799,114,0.347,114,253,10,9,0,5,7,1,"LF",35.4,4,60000000,15000000,6.077,577
"Curtis Granderson","2TM","2017",1.7,147,527,449,74,95,24,3,26,64,6,2,71,123,0.212,0.323,0.452,0.775,105,0.341,109,203,5,4,0,3,2,"897H/D",0,1.7,147,527,449,74,95,24,3,26,64,6,2,71,123,0.212,0.323,0.452,0.775,105,0.341,109,203,5,4,0,3,2,1,"LF",36.4,4,60000000,15000000,7.077,577
"Curtis Granderson","2TM","2018",0.8,123,403,343,60,83,22,2,13,38,2,1,54,106,0.242,0.351,0.431,0.782,115,0.341,113,148,3,4,1,1,1,"97HD/8",0,0.8,123,403,343,60,83,22,2,13,38,2,1,54,106,0.242,0.351,0.431,0.782,115,0.341,113,148,3,4,1,1,1,1,"LF",37.4,1,5000000,5000000,8.077,578
"Curtis Granderson","MIA","2019",-0.5,138,363,317,44,58,17,1,12,34,0,3,41,98,0.183,0.281,0.356,0.637,68,0.29,75,113,3,3,0,2,1,"7H/9D",0,-0.5,138,363,317,44,58,17,1,12,34,0,3,41,98,0.183,0.281,0.356,0.637,68,0.29,75,113,3,3,0,2,1,1,"LF",38.4,1,1750000,1750000,9.077,579
"Daisuke Matsuzaka","NYM","2013",0,6,13,12,0,3,0,0,0,1,0,0,0,5,0.25,0.25,0.25,0.5,44,0.218,19,3,0,0,1,0,0,"/1",0,0,6,13,12,0,3,0,0,0,1,0,0,0,5,0.25,0.25,0.25,0.5,44,0.218,19,3,0,0,1,0,0,1,"SP",32.9,1,1500000,1500000,0,580
"Daisuke Matsuzaka","NYM","2014",0.1,32,17,11,0,2,0,0,0,1,0,0,1,6,0.182,0.25,0.182,0.432,27,0.2,-21,2,0,0,5,0,0,"1",0,0.1,32,17,11,0,2,0,0,0,1,0,0,1,6,0.182,0.25,0.182,0.432,27,0.2,-21,2,0,0,5,0,0,0,"SP",33.9,1,1500000,1500000,1,581
"Dallas Keuchel","ATL","2019",-0.1,19,41,38,0,5,1,0,0,2,0,0,1,28,0.132,0.154,0.158,0.312,-20,0.14,-53,6,0,0,2,0,0,"1",0,-0.1,19,41,38,0,5,1,0,0,2,0,0,1,28,0.132,0.154,0.158,0.312,-20,0.14,-53,6,0,0,2,0,0,1,"SP/SP4",31.6,1,21210000,21210000,0,582
"Dallas Keuchel","CHW","2021",0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-129,0,0,0,0,0,0,"1",1,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-129,0,0,0,0,0,0,1,"SP/SP4",33.6,3,55500000,18500000,2,583
"Dan Haren","WSN","2013",0.2,29,55,47,2,8,3,0,0,2,0,0,1,17,0.17,0.204,0.234,0.438,20,0.199,-10,11,0,1,6,0,0,"1",0,0.2,29,55,47,2,8,3,0,0,2,0,0,1,17,0.17,0.204,0.234,0.438,20,0.199,-10,11,0,1,6,0,0,1,"SP/SP3",32.9,1,13000000,13000000,0,588
"Dan Haren","LAD","2014",0.2,29,60,54,2,10,1,0,0,5,0,0,3,20,0.185,0.228,0.204,0.432,25,0.202,9,11,1,0,3,0,0,"1",0,0.2,29,60,54,2,10,1,0,0,5,0,0,3,20,0.185,0.228,0.204,0.432,25,0.202,9,11,1,0,3,0,0,1,"SP/SP3",33.9,1,10000000,10000000,1,589
"Dan Haren","2TM","2015",0.1,30,65,49,4,6,1,0,0,5,0,0,5,16,0.122,0.2,0.143,0.343,-2,0.168,-34,7,2,0,10,1,0,"1/H",0,0.1,30,65,49,4,6,1,0,0,5,0,0,5,16,0.122,0.2,0.143,0.343,-2,0.168,-34,7,2,0,10,1,0,1,"SP",34.9,1,1354138.54454338,1354138.54454338,2,590
"Dan Johnson","CHW","2012",0.5,14,31,22,8,8,1,0,3,6,0,0,9,3,0.364,0.548,0.818,1.367,264,0.548,265,18,0,0,0,0,1,"/HD3",0,0.5,14,31,22,8,8,1,0,3,6,0,0,9,3,0.364,0.548,0.818,1.367,264,0.548,265,18,0,0,0,0,1,1,"1B",33,1,900000,900000,0,591
"Dan Johnson","TOR","2014",-0.1,15,48,38,8,8,2,0,1,7,0,0,7,10,0.211,0.333,0.342,0.675,93,0.304,87,13,1,1,0,2,0,"/3DH",0,-0.1,15,48,38,8,8,2,0,1,7,0,0,7,10,0.211,0.333,0.342,0.675,93,0.304,87,13,1,1,0,2,0,1,"1B",35,1,689449.635766739,689449.635766739,1,592
"Dan Winkler","CHC","2020",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",30.5,1,750000,750000,4.063,595
"Daniel Bard","COL","2021",0.1,64,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,418,0.899,483,1,0,0,0,0,0,"1",0,0.1,64,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,418,0.899,483,1,0,0,0,0,0,0,"RP/CL",35,1,3460732.17795892,3460732.17795892,1,598
"Daniel Bard","COL","2022",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP/CL",36,1,4904261.1966416,4904261.1966416,2,599
"Daniel Descalso","COL","2015",-0.4,101,209,185,22,38,3,2,5,22,1,2,20,45,0.205,0.283,0.324,0.607,55,0.271,43,60,3,0,4,0,6,"H64/359",0,-0.4,101,209,185,22,38,3,2,5,22,1,2,20,45,0.205,0.283,0.324,0.607,55,0.271,43,60,3,0,4,0,6,1,"2B/LF",28.8,2,3600000,1800000,4.016,601
"Daniel Descalso","COL","2016",0.5,99,289,250,38,66,12,2,8,38,3,0,34,56,0.264,0.349,0.424,0.773,93,0.343,91,106,2,1,0,4,3,"6H34/75D",0,0.5,99,289,250,38,66,12,2,8,38,3,0,34,56,0.264,0.349,0.424,0.773,93,0.343,91,106,2,1,0,4,3,1,"2B/LF",29.8,2,3600000,1800000,5.016,601
"Daniel Descalso","ARI","2017",-0.3,130,398,344,47,80,16,5,10,51,4,0,48,89,0.233,0.332,0.395,0.727,84,0.324,82,136,6,4,0,2,0,"47H35/16D",0,-0.3,130,398,344,47,80,16,5,10,51,4,0,48,89,0.233,0.332,0.395,0.727,84,0.324,82,136,6,4,0,2,0,1,"2B/LF",30.8,1,1500000,1500000,6.016,602
"Daniel Descalso","CHC","2019",-0.9,82,194,168,20,29,5,1,2,15,2,1,23,57,0.173,0.271,0.25,0.521,38,0.243,33,42,3,0,1,1,0,"4H/5D13",0,-0.9,82,194,168,20,29,5,1,2,15,2,1,23,57,0.173,0.271,0.25,0.521,38,0.243,33,42,3,0,1,1,0,1,"2B/LF",32.8,2,5000000,2500000,8.016,603
"Daniel Hudson","ARI","2014",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP/CL",27.4,1,700000,700000,0,604
"Daniel Hudson","ARI","2016",0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP/CL",29.4,1,3577100.34652386,3577100.34652386,1,605
"Daniel Hudson","PIT","2017",0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/CL",30.4,2,11000000,5500000,2,606
"Daniel Hudson","LAD","2018",0,37,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-141,0,0,0,0,0,0,"1",0,0,37,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-141,0,0,0,0,0,0,1,"RP/CL",31.4,2,11000000,5500000,3,606
"Daniel Hudson","LAD","2018",0,37,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-141,0,0,0,0,0,0,"1",0,0,37,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-141,0,0,0,0,0,0,1,"RP/CL",31.4,1,545000,545000,4,607
"Daniel Hudson","2TM","2019",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/CL",32.4,1,1500000,1500000,5,608
"Daniel Hudson","2TM","2021",0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP/CL",34.4,2,11000000,5500000,7,609
"Daniel Hudson","2TM","2021",0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/CL",34.4,2,13014719.3017258,6507359.65086292,8,610
"Daniel Murphy","WSN","2016",4.7,142,582,531,88,184,47,5,25,104,5,3,35,57,0.347,0.39,0.595,0.985,155,0.411,154,316,4,8,0,8,10,"43/H5D",2,4.7,142,582,531,88,184,47,5,25,104,5,3,35,57,0.347,0.39,0.595,0.985,155,0.411,154,316,4,8,0,8,10,1,"1B",31.3,3,37500000,12500000,0,614
"Daniel Murphy","WSN","2017",3.2,144,593,534,94,172,43,3,23,93,2,0,52,77,0.322,0.384,0.543,0.928,136,0.39,135,290,16,4,0,3,14,"4/H",2,3.2,144,593,534,94,172,43,3,23,93,2,0,52,77,0.322,0.384,0.543,0.928,136,0.39,135,290,16,4,0,3,14,1,"1B",32.3,3,37500000,12500000,1,614
"Daniel Murphy","2TM","2018",0,91,351,328,40,98,15,0,12,42,3,0,20,40,0.299,0.336,0.454,0.79,107,0.346,105,149,5,0,0,3,2,"43/HD",0,0,91,351,328,40,98,15,0,12,42,3,0,20,40,0.299,0.336,0.454,0.79,107,0.346,105,149,5,0,0,3,2,1,"1B",33.3,3,37500000,12500000,2,614
"Daniel Murphy","COL","2019",0.7,132,478,438,56,122,35,1,13,78,1,1,32,74,0.279,0.328,0.452,0.78,89,0.337,88,198,10,2,0,4,1,"3H/D4",0,0.7,132,478,438,56,122,35,1,13,78,1,1,32,74,0.279,0.328,0.452,0.78,89,0.337,88,198,10,2,0,4,1,1,"1B",34.3,2,24000000,12000000,3,615
"Daniel Murphy","COL","2020",-0.9,40,132,123,10,29,3,0,3,16,0,0,7,21,0.236,0.275,0.333,0.608,55,0.261,38,41,3,0,0,1,2,"3/HD",0,-0.9,40,132,123,10,29,3,0,3,16,0,0,7,21,0.236,0.275,0.333,0.608,55,0.261,38,41,3,0,0,1,2,1,"1B",35.3,2,24000000,12000000,4,615
"Daniel Murphy","COL","2020",-0.9,40,132,123,10,29,3,0,3,16,0,0,7,21,0.236,0.275,0.333,0.608,55,0.261,38,41,3,0,0,1,2,"3/HD",0,-0.9,40,132,123,10,29,3,0,3,16,0,0,7,21,0.236,0.275,0.333,0.608,55,0.261,38,41,3,0,0,1,2,0,"1B",35.3,2,29410048.0774619,14705024.0387309,5,616
"Danny Coulombe","BAL","2023",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP/SU7",33.8,1,1000000,1000000,1,618
"Danny Coulombe","BAL","2024",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",34.8,1,2365275.89244568,2365275.89244568,2,619
"Danny Hultzen","CHC","2019",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",29.7,1,691688.341292727,691688.341292727,1,622
"Darin Ruf","SFG","2020",0.8,40,100,87,11,24,6,0,5,18,1,0,13,23,0.276,0.37,0.517,0.887,142,0.4,153,45,1,0,0,0,0,"7H/D39",0,0.8,40,100,87,11,24,6,0,5,18,1,0,13,23,0.276,0.37,0.517,0.887,142,0.4,153,45,1,0,0,0,0,1,"1B/OF",34,1,980334.935915396,980334.935915396,2.138,625
"Darin Ruf","2TM","2023",-0.2,20,57,49,3,11,3,0,0,3,0,0,8,16,0.224,0.333,0.286,0.619,74,0.287,76,14,0,0,0,0,0,"D/H3",0,-0.2,20,57,49,3,11,3,0,0,3,0,0,8,16,0.224,0.333,0.286,0.619,74,0.287,76,14,0,0,0,0,0,1,"1B/OF",37,1,720000,720000,5.138,626
"Darren Oday","BAL","2017",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",34.8,4,31000000,7750000,1,627
"Darren Oday","BAL","2018",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",35.8,4,31000000,7750000,2,627
"Darren Oday","ATL","2019",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",36.8,4,31000000,7750000,3,627
"David Dahl","TEX","2021",-0.8,63,220,205,19,43,11,0,4,18,2,1,10,59,0.21,0.247,0.322,0.569,55,0.253,52,66,3,1,1,3,0,"7D9/H8",0,-0.8,63,220,205,19,43,11,0,4,18,2,1,10,59,0.21,0.247,0.322,0.569,55,0.253,52,66,3,1,1,3,0,1,"OF",27.3,1,2700000,2700000,0,633
"David Dahl","PHI","2024",0.3,19,62,58,6,12,2,0,3,8,0,0,3,21,0.207,0.242,0.397,0.638,73,0.287,76,23,0,0,0,1,0,"7/D9H",0,0.3,19,62,58,6,12,2,0,3,8,0,0,3,21,0.207,0.242,0.397,0.638,73,0.287,76,23,0,0,0,1,0,1,"DH",30.3,1,1028380.82280247,1028380.82280247,1,634
"David Freese","PIT","2016",1.8,141,492,437,63,118,23,0,13,55,0,0,45,142,0.27,0.352,0.412,0.764,104,0.344,109,180,15,10,0,0,2,"53H/4",0,1.8,141,492,437,63,118,23,0,13,55,0,0,45,142,0.27,0.352,0.412,0.764,104,0.344,109,180,15,10,0,0,2,1,"1B",33.2,1,3000000,3000000,0,635
"David Freese","LAD","2019",1.5,79,186,162,35,51,13,0,11,29,0,0,23,44,0.315,0.403,0.599,1.002,160,0.418,163,97,7,1,0,0,0,"3H/D5",0,1.5,79,186,162,35,51,13,0,11,29,0,0,23,44,0.315,0.403,0.599,1.002,160,0.418,163,97,7,1,0,0,0,1,"1B",36.2,1,5608283.84831941,5608283.84831941,1,636
"David Hernandez","PHI","2016",0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",31.2,1,3900000,3900000,6.095,637
"David Hernandez","2TM","2017",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",32.2,1,1105729.09437718,1105729.09437718,7.095,638
"David Hernandez","CIN","2018",0,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-145,0,0,0,0,0,0,"1",0,0,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-145,0,0,0,0,0,0,1,"RP",33.2,2,5000000,2500000,8.084,639
"David Hernandez","CIN","2019",0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",34.2,2,5000000,2500000,9.084,639
"David Murphy","CLE","2014",-0.3,129,462,416,40,109,25,1,8,58,2,3,36,61,0.262,0.319,0.385,0.703,97,0.318,97,160,6,2,1,7,2,"9H/7D",0,-0.3,129,462,416,40,109,25,1,8,58,2,3,36,61,0.262,0.319,0.385,0.703,97,0.318,97,160,6,2,1,7,2,1,"DH",32.8,2,12000000,6000000,6.087,640
"David Murphy","2TM","2015",-0.1,132,391,361,38,102,18,1,10,50,0,2,20,49,0.283,0.318,0.421,0.739,101,0.318,96,152,6,1,1,5,1,"7DH9/1",0,-0.1,132,391,361,38,102,18,1,10,50,0,2,20,49,0.283,0.318,0.421,0.739,101,0.318,96,152,6,1,1,5,1,1,"DH",33.8,2,12000000,6000000,7.087,640
"David Ortiz","BOS","2013",4.4,137,600,518,84,160,38,2,30,103,4,0,76,88,0.309,0.395,0.564,0.959,159,0.409,161,292,21,1,0,5,27,"D/3H",2,4.4,137,600,518,84,160,38,2,30,103,4,0,76,88,0.309,0.395,0.564,0.959,159,0.409,161,292,21,1,0,5,27,0,"DH",37.8,2,29000000,14500000,0,642
"David Ortiz","BOS","2014",2.6,142,602,518,59,136,27,0,35,104,0,0,75,95,0.263,0.355,0.517,0.873,141,0.371,135,268,18,3,0,6,22,"D/H3",0,2.6,142,602,518,59,136,27,0,35,104,0,0,75,95,0.263,0.355,0.517,0.873,141,0.371,135,268,18,3,0,6,22,0,"DH",38.8,2,29000000,14500000,1,642
"David Ortiz","BOS","2015",3,146,614,528,73,144,37,0,37,108,0,1,77,95,0.273,0.36,0.553,0.913,140,0.385,140,292,16,0,0,9,16,"D/3H",2,3,146,614,528,73,144,37,0,37,108,0,1,77,95,0.273,0.36,0.553,0.913,140,0.385,140,292,16,0,0,9,16,0,"DH",39.8,1,21666216.7126941,21666216.7126941,2,643
"David Ortiz","BOS","2016",5.1,151,626,537,79,169,48,1,38,127,2,0,80,86,0.315,0.401,0.62,1.021,164,0.423,166,333,22,2,0,7,15,"DH/3",2,5.1,151,626,537,79,169,48,1,38,127,2,0,80,86,0.315,0.401,0.62,1.021,164,0.423,166,333,22,2,0,7,15,0,"DH",40.8,1,21197631.6831043,21197631.6831043,3,644
"David Phelps","CHC","2019",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",32.8,1,2500000,2500000,0,645
"David Phelps","MIL","2020",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",33.8,1,1500000,1500000,1,646
"David Robertson","CHW","2015",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/CL",30.3,4,46000000,11500000,0,649
"David Robertson","CHW","2016",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/CL",31.3,4,46000000,11500000,1,649
"David Robertson","2TM","2017",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/CL",32.3,4,46000000,11500000,2,649
"David Robertson","NYY","2018",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/CL",33.3,4,46000000,11500000,3,649
"David Robertson","PHI","2019",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/CL",34.3,2,23000000,11500000,4,650
"David Robertson","CHC","2022",0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-136,0,0,0,0,0,0,"1",0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-136,0,0,0,0,0,0,1,"RP/CL",37.3,1,3500000,3500000,6,651
"David Robertson","TEX","2024",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",39.3,1,11826379.4622284,11826379.4622284,8,653
"David Ross","BOS","2013",0.7,36,116,102,11,22,5,0,4,10,1,0,11,42,0.216,0.298,0.382,0.681,85,0.304,80,39,3,1,2,0,0,"2/H",0,0.7,36,116,102,11,22,5,0,4,10,1,0,11,42,0.216,0.298,0.382,0.681,85,0.304,80,39,3,1,2,0,0,1,"C",36.4,2,6200000,3100000,0,655
"David Ross","BOS","2014",-0.3,50,171,152,16,28,7,0,7,15,0,1,16,58,0.184,0.26,0.368,0.629,74,0.273,62,56,1,0,2,1,1,"2",0,-0.3,50,171,152,16,28,7,0,7,15,0,1,16,58,0.184,0.26,0.368,0.629,74,0.273,62,56,1,0,2,1,1,1,"C",37.4,2,6200000,3100000,1,655
"David Ross","CHC","2015",-0.1,72,182,159,6,28,9,0,1,9,1,0,20,61,0.176,0.267,0.252,0.518,45,0.229,25,40,1,0,2,1,7,"2H/1",0,-0.1,72,182,159,6,28,9,0,1,9,1,0,20,61,0.176,0.267,0.252,0.518,45,0.229,25,40,1,0,2,1,7,1,"C",38.4,2,5000000,2500000,2,656
"David Ross","CHC","2016",1.7,67,205,166,24,38,6,0,10,32,0,1,30,54,0.229,0.338,0.446,0.784,106,0.325,94,74,3,0,4,5,6,"2H",0,1.7,67,205,166,24,38,6,0,10,32,0,1,30,54,0.229,0.338,0.446,0.784,106,0.325,94,74,3,0,4,5,6,1,"C",39.4,2,5000000,2500000,3,656
"David Ross","CHC","2016",1.7,67,205,166,24,38,6,0,10,32,0,1,30,54,0.229,0.338,0.446,0.784,106,0.325,94,74,3,0,4,5,6,"2H",0,1.7,67,205,166,24,38,6,0,10,32,0,1,30,54,0.229,0.338,0.446,0.784,106,0.325,94,74,3,0,4,5,6,0,"C",39.4,2,6624259.90097011,3312129.95048505,4,657
"Delmon Young","2TM","2013",-0.5,103,361,334,30,87,16,0,11,38,0,0,20,78,0.26,0.307,0.407,0.715,97,0.323,99,136,8,4,0,3,0,"9DH",0,-0.5,103,361,334,30,87,16,0,11,38,0,0,20,78,0.26,0.307,0.407,0.715,97,0.323,99,136,8,4,0,3,0,1,"LF/DH",27.9,1,750000,750000,0,660
"Delmon Young","BAL","2014",1,83,255,242,27,73,11,1,7,30,2,0,10,51,0.302,0.337,0.442,0.779,117,0.357,122,107,6,3,0,0,0,"D7H/9",0,1,83,255,242,27,73,11,1,7,30,2,0,10,51,0.302,0.337,0.442,0.779,117,0.357,122,107,6,3,0,0,0,1,"LF/DH",28.9,1,1000000,1000000,1,661
"Delmon Young","BAL","2015",0.4,52,180,174,20,47,6,0,2,16,0,0,4,29,0.27,0.289,0.339,0.628,71,0.286,70,59,8,1,0,1,0,"9H/D7",0,0.4,52,180,174,20,47,6,0,2,16,0,0,4,29,0.27,0.289,0.339,0.628,71,0.286,70,59,8,1,0,1,0,0,"LF/DH",29.9,1,2250000,2250000,2,662
"Derek Dietrich","CIN","2019",1.1,113,306,251,41,47,8,2,19,43,1,1,28,74,0.187,0.328,0.462,0.79,98,0.344,101,116,2,25,0,1,2,"4H37/D5",0,1.1,113,306,251,41,47,8,2,19,43,1,1,28,74,0.187,0.328,0.462,0.79,98,0.344,101,116,2,25,0,1,2,1,"2B/LF",30.1,1,2000000,2000000,4.151,663
"Derek Dietrich","TEX","2020",0.2,25,75,61,9,12,1,0,5,8,1,1,9,21,0.197,0.347,0.459,0.806,121,0.359,128,28,4,5,0,0,0,"/D3H45",0,0.2,25,75,61,9,12,1,0,5,8,1,1,9,21,0.197,0.347,0.459,0.806,121,0.359,128,28,4,5,0,0,0,1,"2B/LF",31.1,1,704615.735189191,704615.735189191,5.151,664
