"player","position","year","team","team_whole_name","age","years_experience","id_contract","contract_value","average_annual_contract_value","dummy_team_change","years_contract","initial_contract_year","reference_end_contract_year","awards","MVP_price","CYA_price","SS_price","team_g","team_w","team_l","team_divs","team_playoffs","team_games_over_500","team_pnnts","team_ws","team_hof","team_r","team_ab","team_h","team_hr","team_ra","team_w_l_percent","team_ba","team_era","war","war_to_2","g","pa","ab","r","h","x2b","x3b","hr","rbi","sb","cs","bb","so","gidp","hbp","sh","sf","ibb","ba","obp","slg","ops","ops_plus","r_oba","rbat","tb","pos","leader","g_to_2","pa_to_2","ab_to_2","r_to_2","h_to_2","x2b_to_2","x3b_to_2","hr_to_2","rbi_to_2","sb_to_2","cs_to_2","bb_to_2","so_to_2","gidp_to_2","hbp_to_2","sh_to_2","sf_to_2","ibb_to_2","ba_to_2","obp_to_2","slg_to_2","ops_to_2","ops_plus_to_2","r_oba_to_2","rbat_to_2","tb_to_2","leader_to_2"
"Aj Pierzynski",NA,"2016","ATL","Atlanta Braves",39.6,15.1,64,3000000,3000000,0,1,"2016","2016",0,0,0,0,161,68,93,0,0,-25,0,0,0,649,5514,1404,122,779,0.5,0.26,3.65,-1.4,1.96,81,259,247,15,54,15,0,2,23,1,0,6,29,13,3,0,3,1,0.219,0.243,0.304,0.547,46,0.245,37,75,"2H",0,6561,67081,61009,225,2916,225,0,4,529,1,0,36,841,169,9,0,9,1,0.047961,0.059049,0.092416,0.299209,2116,0.060025,1369,5625,0
"Aj Pollock","NH","2019","LAD","Los Angeles Dodgers",31.7,6.052,65,60000000,12000000,1,5,"2019","2023",0,0,0,0,162,106,56,1,1,50,0,0,0,886,5493,1414,279,613,0.528,0.262,3.53,0,0,86,342,308,49,82,15,1,15,47,5,1,23,74,7,7,0,4,1,0.266,0.327,0.468,0.795,107,0.338,104,144,"87/HD",0,7396,116964,94864,2401,6724,225,1,225,2209,25,1,529,5476,49,49,0,16,1,0.070756,0.106929,0.219024,0.632025,11449,0.114244,10816,20736,0
"Aj Pollock","NH","2020","LAD","Los Angeles Dodgers",32.7,7.052,65,60000000,12000000,1,5,"2019","2023",0,0,0,0,60,43,17,1,1,26,1,1,0,349,2042,523,118,213,0.528,0.261,3.53,0.8,0.64,55,210,196,30,54,9,0,16,34,2,2,12,45,6,0,0,2,1,0.276,0.314,0.566,0.881,132,0.364,127,111,"78D/H",0,3025,44100,38416,900,2916,81,0,256,1156,4,4,144,2025,36,0,0,4,1,0.076176,0.098596,0.320356,0.776161,17424,0.132496,16129,12321,0
"Aj Pollock","NH","2021","LAD","Los Angeles Dodgers",33.7,8.052,65,60000000,12000000,1,5,"2019","2023",0,0,0,0,162,106,56,0,1,50,0,0,0,830,5445,1330,237,561,0.529,0.261,3.53,3,9,117,422,384,53,114,27,1,21,69,9,1,30,80,4,6,0,2,4,0.297,0.355,0.536,0.892,134,0.383,133,206,"7H/8",0,13689,178084,147456,2809,12996,729,1,441,4761,81,1,900,6400,16,36,0,4,16,0.088209,0.126025,0.287296,0.795664,17956,0.146689,17689,42436,0
"Aj Pollock","NH","2022","CHW","Chicago White Sox",34.7,9.052,65,60000000,12000000,1,5,"2019","2023",0,0,0,0,162,81,81,0,0,0,0,0,2,686,5611,1435,149,717,0.503,0.26,3.78,0.4,0.16,138,527,489,61,120,26,1,14,56,3,1,32,98,13,2,0,4,0,0.245,0.292,0.389,0.681,92,0.302,90,190,"789/H",0,19044,277729,239121,3721,14400,676,1,196,3136,9,1,1024,9604,169,4,0,16,0,0.060025,0.085264,0.151321,0.463761,8464,0.091204,8100,36100,0
"Aj Pollock","NH","2023","SEA","Seattle Mariners",35.7,10.052,65,60000000,12000000,1,5,"2019","2023",0,0,0,0,162,88,74,0,0,14,0,0,0,758,5500,1332,210,659,0.476,0.258,4.31,-0.7,0.49,54,144,133,15,22,4,0,5,15,0,1,9,32,1,0,0,2,0,0.165,0.215,0.308,0.524,47,0.233,48,41,"7DH/89",0,2916,20736,17689,225,484,16,0,25,225,0,1,81,1024,1,0,0,4,0,0.027225,0.046225,0.094864,0.274576,2209,0.054289,2304,1681,0
"Aj Pollock","NH","2023","SEA","Seattle Mariners",35.7,10.052,66,7000000,7000000,1,1,"2023","2023",0,0,0,0,162,88,74,0,0,14,0,0,0,758,5500,1332,210,659,0.476,0.258,4.31,-0.7,0.49,54,144,133,15,22,4,0,5,15,0,1,9,32,1,0,0,2,0,0.165,0.215,0.308,0.524,47,0.233,48,41,"7DH/89",0,2916,20736,17689,225,484,16,0,25,225,0,1,81,1024,1,0,0,4,0,0.027225,0.046225,0.094864,0.274576,2209,0.054289,2304,1681,0
"Albert Pujols","H","2012","LAA","Los Angeles Angels",32.5,11,67,240000000,24000000,1,10,"2012","2021",2,1,0,0,162,89,73,0,0,16,0,0,0,767,5536,1518,187,699,0.499,0.258,3.94,4.8,23.04,154,670,607,85,173,50,0,30,105,8,1,52,76,19,5,0,6,16,0.285,0.343,0.516,0.859,138,0.366,136,313,"3D/5",0,23716,448900,368449,7225,29929,2500,0,900,11025,64,1,2704,5776,361,25,0,36,256,0.081225,0.117649,0.266256,0.737881,19044,0.133956,18496,97969,0
"Albert Pujols","H","2013","LAA","Los Angeles Angels",33.5,12,67,240000000,24000000,1,10,"2012","2021",0,0,0,0,162,78,84,0,0,-6,0,0,0,733,5588,1476,164,737,0.499,0.258,3.94,1.6,2.56,99,443,391,49,101,19,0,17,64,1,1,40,55,18,5,0,7,8,0.258,0.33,0.437,0.767,116,0.344,121,171,"D3",0,9801,196249,152881,2401,10201,361,0,289,4096,1,1,1600,3025,324,25,0,49,64,0.066564,0.1089,0.190969,0.588289,13456,0.118336,14641,29241,0
"Albert Pujols","H","2014","LAA","Los Angeles Angels",34.5,13,67,240000000,24000000,1,10,"2012","2021",2,1,0,0,162,98,64,1,1,34,0,0,0,773,5652,1464,155,630,0.501,0.258,3.94,3.9,15.21,159,695,633,89,172,37,1,28,105,5,1,48,71,28,5,0,9,11,0.272,0.324,0.466,0.79,126,0.354,130,295,"3D/5",0,25281,483025,400689,7921,29584,1369,1,784,11025,25,1,2304,5041,784,25,0,81,121,0.073984,0.104976,0.217156,0.6241,15876,0.125316,16900,87025,0
"Albert Pujols","H","2015","LAA","Los Angeles Angels",35.5,14,67,240000000,24000000,1,10,"2012","2021",1,0,0,0,162,85,77,0,0,8,0,0,0,661,5417,1331,176,675,0.501,0.258,3.94,3.1,9.61,157,661,602,85,147,22,0,40,95,5,3,50,72,15,6,0,3,10,0.244,0.307,0.48,0.787,118,0.338,117,289,"3D/5",0,24649,436921,362404,7225,21609,484,0,1600,9025,25,9,2500,5184,225,36,0,9,100,0.059536,0.094249,0.2304,0.619369,13924,0.114244,13689,83521,0
"Albert Pujols","H","2016","LAA","Los Angeles Angels",36.5,15,67,240000000,24000000,1,10,"2012","2021",0,0,0,0,162,74,88,0,0,-14,0,0,0,717,5431,1410,156,727,0.501,0.258,3.94,1.5,2.25,152,650,593,71,159,19,0,31,119,4,0,49,75,24,2,0,6,6,0.268,0.323,0.457,0.78,113,0.339,113,271,"D3/H",1,23104,422500,351649,5041,25281,361,0,961,14161,16,0,2401,5625,576,4,0,36,36,0.071824,0.104329,0.208849,0.6084,12769,0.114921,12769,73441,1
"Albert Pujols","H","2017","LAA","Los Angeles Angels",37.5,16,67,240000000,24000000,1,10,"2012","2021",0,0,0,0,162,80,82,0,0,-2,0,0,0,710,5415,1314,186,709,0.501,0.258,3.95,-2,4,149,636,593,53,143,17,0,23,101,3,0,37,93,26,2,0,4,5,0.241,0.286,0.386,0.672,80,0.288,72,229,"D/3H",1,22201,404496,351649,2809,20449,289,0,529,10201,9,0,1369,8649,676,4,0,16,25,0.058081,0.081796,0.148996,0.451584,6400,0.082944,5184,52441,1
"Albert Pujols","H","2018","LAA","Los Angeles Angels",38.5,17,67,240000000,24000000,1,10,"2012","2021",0,0,0,0,162,80,82,0,0,-2,0,0,1,721,5472,1323,214,722,0.5,0.257,3.95,0.2,0.04,117,498,465,50,114,20,0,19,64,1,0,28,65,12,2,0,3,3,0.245,0.289,0.411,0.7,91,0.314,95,191,"3D",0,13689,248004,216225,2500,12996,400,0,361,4096,1,0,784,4225,144,4,0,9,9,0.060025,0.083521,0.168921,0.49,8281,0.098596,9025,36481,0
"Albert Pujols","H","2019","LAA","Los Angeles Angels",39.5,18,67,240000000,24000000,1,10,"2012","2021",0,0,0,0,162,72,90,0,0,-18,0,0,1,769,5542,1368,220,868,0.499,0.257,3.97,0.2,0.04,131,545,491,55,120,22,0,23,93,3,0,43,68,21,3,0,8,1,0.244,0.305,0.43,0.734,92,0.32,92,211,"3D/H5",0,17161,297025,241081,3025,14400,484,0,529,8649,9,0,1849,4624,441,9,0,64,1,0.059536,0.093025,0.1849,0.538756,8464,0.1024,8464,44521,0
"Albert Pujols","H","2020","LAA","Los Angeles Angels",40.5,19,67,240000000,24000000,1,10,"2012","2021",0,0,0,0,60,26,34,0,0,-8,0,0,0,294,2020,501,85,321,0.499,0.257,3.98,-0.1,0.01,39,163,152,15,34,8,0,6,25,0,0,9,25,4,1,0,1,1,0.224,0.27,0.395,0.665,79,0.283,70,60,"3D/H",0,1521,26569,23104,225,1156,64,0,36,625,0,0,81,625,16,1,0,1,1,0.050176,0.0729,0.156025,0.442225,6241,0.080089,4900,3600,0
"Albert Pujols","H","2021","LAD","Los Angeles Dodgers",41.5,20,67,240000000,24000000,1,10,"2012","2021",0,0,0,0,162,106,56,0,1,50,0,0,0,830,5445,1330,237,561,0.529,0.261,3.53,-0.6,0.36,109,296,275,29,65,3,0,17,50,2,0,14,45,14,5,0,2,3,0.236,0.284,0.433,0.717,89,0.305,80,119,"3H/D5",0,11881,87616,75625,841,4225,9,0,289,2500,4,0,196,2025,196,25,0,4,9,0.055696,0.080656,0.187489,0.514089,7921,0.093025,6400,14161,0
"Albert Pujols","H","2021","LAD","Los Angeles Dodgers",41.5,20,68,570500,570500,1,1,"2021","2021",0,0,0,0,162,106,56,0,1,50,0,0,0,830,5445,1330,237,561,0.529,0.261,3.53,-0.6,0.36,109,296,275,29,65,3,0,17,50,2,0,14,45,14,5,0,2,3,0.236,0.284,0.433,0.717,89,0.305,80,119,"3H/D5",0,11881,87616,75625,841,4225,9,0,289,2500,4,0,196,2025,196,25,0,4,9,0.055696,0.080656,0.187489,0.514089,7921,0.093025,6400,14161,0
"Albert Pujols","H","2022","STL","St Louis Cardinals",42.5,21,69,2500000,2500000,1,1,"2022","2022",1,0,0,0,162,93,69,1,1,24,0,0,2,772,5496,1386,197,637,0.521,0.266,3.68,2.1,4.41,109,351,307,42,83,14,0,24,68,1,2,28,55,13,10,0,6,1,0.27,0.345,0.55,0.895,151,0.385,153,169,"DH3/1",0,11881,123201,94249,1764,6889,196,0,576,4624,1,4,784,3025,169,100,0,36,1,0.0729,0.119025,0.3025,0.801025,22801,0.148225,23409,28561,0
"Alcides Escobar","NH","2018","KC","Kansas City Royals",31.7,8.082,70,2500000,2500000,0,1,"2018","2018",0,0,0,0,162,58,104,0,0,-46,0,0,0,638,5505,1350,155,833,0.483,0.264,4.22,-2.1,4.41,140,531,485,54,112,22,3,4,34,8,2,29,74,14,5,8,4,1,0.231,0.279,0.313,0.593,63,0.275,63,152,"65/84",0,19600,281961,235225,2916,12544,484,9,16,1156,64,4,841,5476,196,25,64,16,1,0.053361,0.077841,0.097969,0.351649,3969,0.075625,3969,23104,0
"Alcides Escobar","NH","2021","WSH","Washington Nationals",34.7,9.082,71,674990.669239509,674990.669239509,0,1,"2021","2021",0,0,0,0,162,65,97,0,0,-32,0,0,0,724,5385,1388,182,820,0.487,0.254,3.9,1.6,2.56,75,349,319,53,92,21,2,4,28,3,0,17,56,2,9,2,2,0,0.288,0.34,0.404,0.744,105,0.33,104,129,"64",0,5625,121801,101761,2809,8464,441,4,16,784,9,0,289,3136,4,81,4,4,0,0.082944,0.1156,0.163216,0.553536,11025,0.1089,10816,16641,0
"Alejandro De Aza","NH","2016","NYM","New York Mets",32.3,6.139,72,5750000,5750000,1,1,"2016","2016",0,0,0,0,162,87,75,0,1,12,0,0,1,671,5459,1342,218,617,0.481,0.25,3.75,-0.4,0.16,130,267,234,31,48,9,0,6,25,4,3,26,67,5,5,1,1,1,0.205,0.297,0.321,0.618,68,0.28,66,75,"H879",0,16900,71289,54756,961,2304,81,0,36,625,16,9,676,4489,25,25,1,1,1,0.042025,0.088209,0.103041,0.381924,4624,0.0784,4356,5625,0
"Alejandro De Aza","NH","2017","WSH","Washington Nationals",33.3,7.139,73,695958.90057858,695958.90057858,1,1,"2017","2017",0,0,0,0,162,97,65,1,1,32,0,0,2,819,5553,1477,215,672,0.487,0.254,3.87,-0.1,0.01,28,70,62,8,12,2,3,0,9,1,0,3,16,1,0,3,2,1,0.194,0.224,0.323,0.546,39,0.251,28,20,"97H/8",0,784,4900,3844,64,144,4,9,0,81,1,0,9,256,1,0,9,4,1,0.037636,0.050176,0.104329,0.298116,1521,0.063001,784,400,0
"Alex Avila","NH","2016","CHW","Chicago White Sox",29.5,6.061,75,2500000,2500000,1,1,"2016","2016",0,0,0,0,162,78,84,0,0,-6,0,0,1,686,5550,1428,168,715,0.504,0.261,3.75,0.9,0.81,57,209,169,19,36,6,0,7,11,0,0,38,78,3,1,0,1,0,0.213,0.359,0.373,0.732,103,0.328,105,63,"2/DH",0,3249,43681,28561,361,1296,36,0,49,121,0,0,1444,6084,9,1,0,1,0,0.045369,0.128881,0.139129,0.535824,10609,0.107584,11025,3969,0
"Alex Avila","NH","2017","DET","Detroit Tigers",30.5,7.061,76,2000000,2000000,1,1,"2017","2017",0,0,0,0,162,64,98,0,0,-34,0,0,3,735,5556,1435,187,894,0.507,0.266,3.98,2.8,7.84,112,376,311,41,82,13,1,14,49,0,1,62,120,10,1,1,1,2,0.264,0.387,0.447,0.834,120,0.364,122,139,"2H3/D",0,12544,141376,96721,1681,6724,169,1,196,2401,0,1,3844,14400,100,1,1,1,4,0.069696,0.149769,0.199809,0.695556,14400,0.132496,14884,19321,0
"Alex Avila","NH","2018","ARI","Arizona Diamondbacks",31.5,8.061,77,8250000,4125000,1,2,"2018","2019",0,0,0,0,162,82,80,0,0,2,0,0,0,693,5460,1283,176,644,0.493,0.257,4.21,0,0,80,234,194,13,32,6,0,7,20,0,0,37,90,4,1,0,2,2,0.165,0.299,0.304,0.603,61,0.279,57,59,"2H/31",0,6400,54756,37636,169,1024,36,0,49,400,0,0,1369,8100,16,1,0,4,4,0.027225,0.089401,0.092416,0.363609,3721,0.077841,3249,3481,0
"Alex Avila","NH","2019","ARI","Arizona Diamondbacks",32.5,9.061,77,8250000,4125000,1,2,"2018","2019",0,0,0,0,162,85,77,0,0,8,0,0,0,813,5633,1419,220,743,0.495,0.257,4.21,1.2,1.44,63,201,164,22,34,8,0,9,24,1,0,36,68,8,1,0,0,7,0.207,0.353,0.421,0.774,100,0.331,95,69,"2/H1",0,3969,40401,26896,484,1156,64,0,81,576,1,0,1296,4624,64,1,0,0,49,0.042849,0.124609,0.177241,0.599076,10000,0.109561,9025,4761,0
"Alex Avila","NH","2020","MIN","Minnesota Twins",33.5,10.061,78,4250000,4250000,1,1,"2020","2020",0,0,0,0,60,36,24,1,1,12,0,0,0,269,1937,468,91,215,0.481,0.263,3.99,0.4,0.16,23,62,49,6,9,2,0,1,2,0,0,11,22,2,2,0,0,0,0.184,0.355,0.286,0.641,82,0.305,88,14,"2/DH",0,529,3844,2401,36,81,4,0,1,4,0,0,121,484,4,4,0,0,0,0.033856,0.126025,0.081796,0.410881,6724,0.093025,7744,196,0
"Alex Avila","NH","2021","WSH","Washington Nationals",34.5,11.061,79,1500000,1500000,1,1,"2021","2021",0,0,0,0,162,65,97,0,0,-32,0,0,0,724,5385,1388,182,820,0.487,0.254,3.9,0.7,0.49,34,111,89,5,17,9,1,1,9,0,0,19,37,4,2,1,0,1,0.191,0.345,0.348,0.694,93,0.312,93,31,"2/H4",0,1156,12321,7921,25,289,81,1,1,81,0,0,361,1369,16,4,1,0,1,0.036481,0.119025,0.121104,0.481636,8649,0.097344,8649,961,0
"Alex Claudio","NH","2021","LAA","Los Angeles Angels",29.5,5.114,81,1125000,1125000,1,1,"2021","2021",0,0,0,0,162,77,85,0,0,-8,0,0,0,723,5437,1331,190,804,0.499,0.257,3.99,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Cobb","NH","2018","BAL","Baltimore Orioles",30.8,0,82,57000000,14250000,1,4,"2018","2021",0,0,0,0,162,47,115,0,0,-68,0,0,2,622,5507,1317,188,892,0.475,0.259,4.02,0,0,3,7,6,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0.167,0.167,0.167,0.333,-7,0.149,-44,1,"1",0,9,49,36,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0.027889,0.027889,0.027889,0.110889,49,0.022201,1936,1,0
"Alex Cobb","NH","2021","LAA","Los Angeles Angels",33.8,3,82,57000000,14250000,1,4,"2018","2021",0,0,0,0,162,77,85,0,0,-8,0,0,0,723,5437,1331,190,804,0.499,0.257,3.99,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-125,0,"1",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,15625,0,0
"Alex Gonzalez","NH","2012","MIL","Milwaukee Brewers",35.4,2.099,88,4250000,4250000,1,1,"2012","2012",0,0,0,0,162,83,79,0,0,4,0,0,0,776,5557,1442,202,733,0.478,0.259,4.22,0.2,0.04,24,89,81,8,21,4,0,4,15,1,1,6,15,1,2,0,0,0,0.259,0.326,0.457,0.783,106,0.34,104,37,"6",0,576,7921,6561,64,441,16,0,16,225,1,1,36,225,1,4,0,0,0,0.067081,0.106276,0.208849,0.613089,11236,0.1156,10816,1369,0
"Alex Gonzalez","NH","2013","MIL","Milwaukee Brewers",36.4,3.099,89,1450000,1450000,0,1,"2013","2013",0,0,0,0,162,74,88,0,0,-14,0,0,0,640,5474,1381,157,687,0.478,0.259,4.2,-1,1,41,118,113,14,20,3,0,1,8,0,0,3,26,1,1,0,1,0,0.177,0.203,0.23,0.433,19,0.197,0,26,"35H/6",0,1681,13924,12769,196,400,9,0,1,64,0,0,9,676,1,1,0,1,0,0.031329,0.041209,0.0529,0.187489,361,0.038809,0,676,0
"Alex Gordon","NH","2016","KC","Kansas City Royals",32.5,8.092,90,72000000,18000000,0,4,"2016","2019",0,0,0,0,162,81,81,0,0,0,0,0,0,675,5552,1450,147,712,0.485,0.265,4.19,0.8,0.64,128,506,445,62,98,16,2,17,40,8,1,52,148,9,8,0,1,3,0.22,0.312,0.38,0.692,85,0.309,82,169,"7/H",0,16384,256036,198025,3844,9604,256,4,289,1600,64,1,2704,21904,81,64,0,1,9,0.0484,0.097344,0.1444,0.478864,7225,0.095481,6724,28561,0
"Alex Gordon","NH","2017","KC","Kansas City Royals",33.5,9.092,90,72000000,18000000,0,4,"2016","2019",1,0,0,0,162,80,82,0,0,-2,0,0,0,702,5536,1436,193,791,0.485,0.265,4.2,-0.1,0.01,148,541,476,52,99,20,2,9,45,7,4,45,126,7,14,2,4,3,0.208,0.293,0.315,0.608,63,0.275,60,150,"78/H9",0,21904,292681,226576,2704,9801,400,4,81,2025,49,16,2025,15876,49,196,4,16,9,0.043264,0.085849,0.099225,0.369664,3969,0.075625,3600,22500,0
"Alex Gordon","NH","2018","KC","Kansas City Royals",34.5,10.092,90,72000000,18000000,0,4,"2016","2019",1,0,0,0,162,58,104,0,0,-46,0,0,0,638,5505,1350,155,833,0.483,0.264,4.22,2,4,141,568,506,56,124,24,0,13,54,12,2,50,124,7,10,0,2,4,0.245,0.324,0.37,0.694,90,0.309,87,187,"78/D9",0,19881,322624,256036,3136,15376,576,0,169,2916,144,4,2500,15376,49,100,0,4,16,0.060025,0.104976,0.1369,0.481636,8100,0.095481,7569,34969,0
"Alex Gordon","NH","2019","KC","Kansas City Royals",35.5,11.092,90,72000000,18000000,0,4,"2016","2019",1,0,0,0,162,59,103,0,0,-44,0,0,0,691,5496,1356,162,869,0.48,0.264,4.24,1.1,1.21,150,633,556,77,148,31,1,13,76,5,3,51,100,13,19,1,6,4,0.266,0.345,0.396,0.741,95,0.323,94,220,"7/1DH",0,22500,400689,309136,5929,21904,961,1,169,5776,25,9,2601,10000,169,361,1,36,16,0.070756,0.119025,0.156816,0.549081,9025,0.104329,8836,48400,0
"Alex Gordon","NH","2020","KC","Kansas City Royals",36.5,12.092,91,4000000,4000000,0,1,"2020","2020",1,0,0,0,60,26,34,0,0,-8,0,0,0,248,1988,485,68,272,0.48,0.264,4.24,0.3,0.09,50,184,163,15,34,4,0,4,11,0,0,18,37,0,3,0,0,0,0.209,0.299,0.307,0.606,65,0.288,71,50,"7/H",0,2500,33856,26569,225,1156,16,0,16,121,0,0,324,1369,0,9,0,0,0,0.043681,0.089401,0.094249,0.367236,4225,0.082944,5041,2500,0
"Alex Wood","NH","2021","SF","San Francisco Giants",30.6,1,93,3000000,3000000,1,1,"2021","2021",0,0,0,0,162,107,55,1,1,52,0,0,0,804,5462,1360,241,594,0.536,0.264,3.57,-0.3,0.09,24,47,38,0,0,0,0,0,0,0,1,5,26,0,0,4,0,0,0,0.116,0,0.116,-64,0.069,-90,0,"1",0,576,2209,1444,0,0,0,0,0,0,0,1,25,676,0,0,16,0,0,0,0.013456,0,0.013456,4096,0.004761,8100,0,0
"Alexi Ogando","NH","2015","BOS","Boston Red Sox",31.8,0,97,1500000,1500000,1,1,"2015","2015",0,0,0,0,162,78,84,0,0,-6,0,0,2,748,5640,1495,161,753,0.516,0.267,3.9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexi Ogando","NH","2016","ATL","Atlanta Braves",32.8,1,98,2000000,2000000,1,1,"2016","2016",0,0,0,0,161,68,93,0,0,-25,0,0,0,649,5514,1404,122,779,0.5,0.26,3.65,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amed Rosario","NH","2024","TB","Tampa Bay Rays",28,0,99,1500000,1500000,1,1,"2024","2024",0,0,0,0,162,80,82,0,0,-2,0,0,0,604,5389,1241,147,663,0.49,0.254,4.22,-0.1,0.01,103,346,332,29,93,18,3,3,32,13,5,9,73,10,4,0,1,0,0.28,0.306,0.38,0.686,94,0.312,98,126,"49DH56",0,10609,119716,110224,841,8649,324,9,9,1024,169,25,81,5329,100,16,0,1,0,0.0784,0.093636,0.1444,0.470596,8836,0.097344,9604,15876,0
"Amed Rosario","NH","2025","WSH","Washington Nationals",29,1,100,2000000,2000000,1,1,"2025","2025",0,0,0,0,162,66,96,0,0,-30,0,0,0,687,5422,1313,161,899,0.481,0.254,3.97,0.3,0.09,62,191,181,20,50,11,0,6,23,1,0,7,31,6,2,0,1,0,0.276,0.309,0.436,0.745,109,0.328,109,79,"54H/9D16",0,3844,36481,32761,400,2500,121,0,36,529,1,0,49,961,36,4,0,1,0,0.076176,0.095481,0.190096,0.555025,11881,0.107584,11881,6241,0
"Andrelton Simmons","NH","2021","MIN","Minnesota Twins",31.9,8.122,105,10500000,10500000,1,1,"2021","2021",0,0,0,0,162,73,89,0,0,-16,0,0,0,729,5431,1311,228,834,0.481,0.263,4,1.3,1.69,131,451,412,37,92,12,0,3,31,1,0,32,62,14,3,3,1,0,0.223,0.283,0.274,0.558,57,0.253,54,113,"6/H",0,17161,203401,169744,1369,8464,144,0,9,961,1,0,1024,3844,196,9,9,1,0,0.049729,0.080089,0.075076,0.311364,3249,0.064009,2916,12769,0
"Andrelton Simmons","NH","2022","CHC","Chicago Cubs",32.9,9.122,106,4000000,4000000,1,1,"2022","2022",0,0,0,0,162,74,88,0,0,-14,0,0,1,657,5425,1293,159,731,0.513,0.262,3.69,-0.1,0.01,34,85,75,8,13,1,0,0,7,4,0,7,13,5,0,3,0,0,0.173,0.244,0.187,0.431,23,0.215,12,14,"46/DH1",0,1156,7225,5625,64,169,1,0,0,49,16,0,49,169,25,0,9,0,0,0.029929,0.059536,0.034969,0.185761,529,0.046225,144,196,0
"Andres Blanco","NH","2017","PHI","Philadelphia Phillies",33.3,6.007,107,3000000,3000000,0,1,"2017","2017",0,0,0,0,165,66,96,0,0,-30,0,0,0,690,5534,1382,174,782,0.471,0.261,3.97,-0.4,0.16,80,144,130,10,25,4,0,3,13,1,0,12,34,1,0,0,2,0,0.192,0.257,0.292,0.549,45,0.245,35,38,"H543/61D",0,6400,20736,16900,100,625,16,0,9,169,1,0,144,1156,1,0,0,4,0,0.036864,0.066049,0.085264,0.301401,2025,0.060025,1225,1444,0
"Andrew Bailey","NH","2016","PHI","Philadelphia Phillies",32.2,1,110,672362.379948466,672362.379948466,1,1,"2016","2016",0,0,0,0,162,71,91,0,0,-20,0,0,0,610,5434,1305,161,796,0.472,0.261,3.97,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Bailey","NH","2017","LAA","Los Angeles Angels",33.2,2,111,1300857.7580908,1300857.7580908,0,1,"2017","2017",0,0,0,0,162,80,82,0,0,-2,0,0,0,710,5415,1314,186,709,0.501,0.258,3.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Bellatti","NH","2021","MIA","Miami Marlins",29,0,112,674990.669239509,674990.669239509,1,1,"2021","2021",0,0,0,0,162,67,95,0,0,-28,0,0,0,623,5348,1244,158,701,0.461,0.256,4.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Bellatti","NH","2022","PHI","Philadelphia Phillies",30,1,113,780223.372192982,780223.372192982,1,1,"2022","2022",0,0,0,0,162,87,75,0,1,12,1,0,1,747,5496,1392,205,685,0.473,0.26,3.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Cashner","NH","2017","TEX","Texas Rangers",30.9,6.126,114,10000000,10000000,1,1,"2017","2017",0,0,0,0,162,78,84,0,0,-6,0,0,1,799,5430,1326,237,816,0.479,0.26,4.25,0.1,0.01,2,7,5,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0.2,0.167,0.2,0.367,-6,0.282,50,1,"1",0,4,49,25,0,1,0,0,0,1,0,0,0,4,0,0,1,1,0,0.04,0.027889,0.04,0.134689,36,0.079524,2500,1,0
