Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,RF/9,RF/G,PB,SB,CS,CS%,Pos,Awards,-9999
45,DJ LeMahieu,29,COL,NL,4,4,4,39.2,17,9,8,0,2,1.000,3.86,4.25,,,,,/*4,,lemahdj01
46,Trevor Story,25,COL,NL,4,4,4,39.2,20,6,14,0,1,1.000,4.54,5.00,,,,,/*6,,storytr01
47,Ian Desmond,32,COL,NL,4,4,3,37.1,36,32,4,0,3,1.000,8.68,9.00,,,,,/*3,,desmoia01
48,Charlie Blackmon,31,COL,NL,4,4,3,34.1,9,9,0,0,0,1.000,2.36,2.25,,,,,*/8,,blackch02
49,Hernán Pérez,27,MIL,NL,8,3,0,34.1,16,8,8,0,5,1.000,4.19,1.60,,,,,/*46H,,perezhe01
50,Ronald Acuña Jr.,20,ATL,NL,4,4,4,34.0,7,6,0,1,0,.857,1.59,1.50,,,,,*/7,,acunaro01
51,Ozzie Albies,21,ATL,NL,4,4,4,34.0,19,7,12,0,3,1.000,5.03,4.75,,,,,/*4,,albieoz01
52,Johan Camargo,24,ATL,NL,4,4,4,34.0,10,6,4,0,1,1.000,2.65,2.50,,,,,/*5,,camarjo01
53,Charlie Culberson,29,ATL,NL,4,4,4,34.0,14,4,10,0,2,1.000,3.71,3.50,,,,,/*6,,culbech01
54,Freddie Freeman,28,ATL,NL,4,4,4,34.0,27,26,1,0,3,1.000,7.15,6.75,,,,,/*3,,freemfr01
55,Ender Inciarte,27,ATL,NL,4,4,4,34.0,11,11,0,0,0,1.000,2.91,2.75,,,,,*/8,,inciaen01
56,Nick Markakis,34,ATL,NL,4,4,4,34.0,6,5,1,0,0,1.000,1.59,1.50,,,,,*/9,,markani01
57,Andrew McCutchen,31,NYY,AL,5,4,3,34.0,7,7,0,0,0,1.000,1.85,1.40,,,,,*/7H,,mccutan01
58,Brett Gardner,34,NYY,AL,5,3,2,33.0,10,10,0,0,0,1.000,2.73,2.00,,,,,*/87H,,gardnbr01
59,Mitch Moreland,32,BOS,ALWS,6,3,1,33.0,29,26,3,0,0,1.000,7.91,4.83,,,,,/H3,,morelmi01
60,Carlos González,32,COL,NL,4,3,2,31.0,9,8,1,0,0,1.000,2.61,2.25,,,,,*/9,,gonzaca01
61,Brian Dozier,31,LAD,NLWS,7,3,1,30.1,10,5,5,0,1,1.000,2.97,1.43,,,,,/4H,,doziebr01
62,Clayton Kershaw,30,LAD,NLWS,6,5,0,30.0,7,0,7,0,0,1.000,2.10,1.17,,,,,/1H,,kershcl01
63,Manny Piña,31,MIL,NL,5,3,1,28.2,42,37,5,0,0,1.000,13.19,8.40,1,1,3,75.0,/2,,pinama01
64,Miguel Andujar,23,NYY,AL,4,4,2,27.0,9,1,7,1,0,.889,2.67,2.00,,,,,/*5,,andujmi01
65,Tony Kemp,26,HOU,AL,3,3,3,27.0,9,9,0,0,0,1.000,3.00,3.00,,,,,/7DH,,kempto01
66,J.D. Martinez,30,BOS,WS,3,3,1,26.0,6,6,0,0,0,1.000,2.08,1.50,,,,,/9D7,,martijd02
67,David Price,32,BOS,ALWS,6,5,0,26.0,4,1,3,0,0,1.000,1.38,0.67,,,,,/1,,priceda01
68,Michael Brantley,31,CLE,AL,3,3,3,25.0,8,7,1,0,0,1.000,2.88,2.67,,,,,*/7,,brantmi02
69,Josh Donaldson,32,CLE,AL,3,3,3,25.0,9,1,8,0,1,1.000,3.24,3.00,,,,,/*5,,donaljo02
70,Yan Gomes,30,CLE,AL,3,3,3,25.0,25,24,1,0,0,1.000,9.00,8.33,0,1,1,50.0,/*2,,gomesya01
71,Jason Kipnis,31,CLE,AL,3,3,3,25.0,4,4,0,0,0,1.000,1.44,1.33,,,,,*/8,,kipnija01
72,Francisco Lindor,24,CLE,AL,3,3,3,25.0,10,3,7,0,2,1.000,3.60,3.33,,,,,/*6,,lindofr01
73,José Ramírez,25,CLE,AL,3,3,3,25.0,16,9,7,0,2,1.000,5.76,5.33,,,,,/*4,,ramirjo01
74,Chris Iannetta,35,COL,NL,4,3,1,24.2,23,22,1,0,0,1.000,8.39,5.75,0,4,1,20.0,/*2,,iannech01
75,Walker Buehler,23,LAD,NLWS,4,4,0,23.2,3,0,3,0,0,1.000,1.14,0.75,,,,,/1,,buehlwa01
76,Nathan Eovaldi,28,BOS,ALWS,6,2,0,22.1,4,2,2,0,0,1.000,1.61,0.67,,,,,/1,,eovalna01
77,David Dahl,24,COL,NL,3,2,0,22.0,4,4,0,0,0,1.000,1.64,1.00,,,,,*/978,,dahlda01
78,Aaron Hicks,28,NYY,AL,3,3,2,21.0,2,2,0,0,0,1.000,0.86,0.67,,,,,/8,,hicksaa01
79,Matt Kemp,33,LAD,NLWS,5,3,1,19.0,1,1,0,0,0,1.000,0.47,0.20,,,,,/H79D,,kempma01
80,Brian McCann,34,HOU,AL,4,2,1,19.0,11,10,1,0,0,1.000,5.21,2.75,0,0,0,,/2,,mccanbr01
81,Hyun Jin Ryu,31,LAD,NLWS,4,4,0,19.0,1,1,0,0,0,1.000,0.47,0.25,,,,,/1,,ryuhy01
82,Melky Cabrera,33,CLE,AL,3,2,2,18.0,5,5,0,0,0,1.000,2.50,1.67,,,,,*/9H,,cabreme01
83,Gerardo Parra,31,COL,NL,3,1,1,17.2,1,1,0,0,0,1.000,0.51,0.33,,,,,*/7H,,parrage01
84,Justin Verlander,35,HOU,AL,3,3,0,17.1,5,4,1,0,0,1.000,2.60,1.67,,,,,/1,,verlaju01
85,Tyler Flowers,32,ATL,NL,2,2,2,17.0,21,20,1,0,0,1.000,11.12,10.50,0,6,0,0.0,/2H,,flowety01
86,Kurt Suzuki,34,ATL,NL,2,2,2,17.0,17,16,1,0,0,1.000,9.00,8.50,0,2,1,33.3,/2H,,suzukku01
87,Rich Hill,38,LAD,NLWS,4,3,0,16.2,1,0,1,0,0,1.000,0.54,0.25,,,,,/1,,hillri01
88,Yonder Alonso,31,CLE,AL,2,2,2,16.0,20,18,2,0,3,1.000,11.25,10.00,,,,,/3,,alonsyo01
89,Rick Porcello,29,BOS,ALWS,5,3,0,15.1,3,1,1,1,0,.667,1.17,0.40,,,,,/1,,porceri01
90,Chris Sale,29,BOS,ALWS,5,3,0,15.1,2,0,2,0,0,1.000,1.17,0.40,,,,,/1,,salech01
91,Wade Miley,31,MIL,NL,4,4,0,14.2,1,0,1,0,0,1.000,0.61,0.25,,,,,/1,,mileywa01
92,Matt Holliday,38,COL,NL,2,2,1,14.0,2,2,0,0,0,1.000,1.29,1.00,,,,,/7H,,hollima01
93,Jake Marisnick,27,HOU,AL,4,1,0,14.0,2,2,0,0,0,1.000,1.29,0.50,,,,,/8DH,,marisja01
94,Albert Almora,24,CHC,NL,1,1,1,13.0,5,5,0,0,0,1.000,3.46,5.00,,,,,*/8,,almoral01
95,Javier Báez,25,CHC,NL,1,1,1,13.0,3,1,2,0,1,1.000,2.08,3.00,,,,,/*6,,baezja01
96,Kris Bryant,26,CHC,NL,1,1,0,13.0,4,2,2,0,1,1.000,2.77,2.00,,,,,*/57,,bryankr01
97,Gerrit Cole,27,HOU,AL,2,2,0,13.0,3,0,2,1,0,.667,1.38,1.00,,,,,/1,,colege01
98,Willson Contreras,26,CHC,NL,1,1,1,13.0,13,13,0,0,0,1.000,9.00,13.00,0,0,0,,/*2,,contrwi01
99,Daniel Murphy,33,CHC,NL,1,1,0,13.0,8,6,2,0,2,1.000,5.54,4.00,,,,,/*34,,murphda08
100,Ben Zobrist,37,CHC,NL,1,1,0,13.0,7,4,3,0,0,1.000,4.85,2.33,,,,,*/479,,zobribe01
101,Jonathan Schoop,26,MIL,NL,1,1,1,12.2,5,2,3,0,0,1.000,3.55,5.00,,,,,/4H,,schoojo01
102,Jhoulys Chacín,30,MIL,NL,3,3,0,12.1,3,2,1,0,1,1.000,2.19,1.00,,,,,/1,,chacijh01
103,Brandon Woodruff,25,MIL,NL,4,1,0,12.1,2,1,1,0,0,1.000,1.46,0.50,,,,,/1,,woodrbr01
104,Neil Walker,32,NYY,AL,4,1,1,12.0,5,3,2,0,1,1.000,3.75,1.25,,,,,/35H,,walkene01
105,Pedro Báez,30,LAD,NLWS,10,0,0,11.1,1,0,1,0,0,1.000,0.79,0.10,,,,,1,,baezpe01
106,Joe Kelly,30,BOS,ALWS,9,0,0,11.1,2,2,0,0,0,1.000,1.59,0.22,,,,,/1,,kellyjo05
107,Kenley Jansen,30,LAD,NLWS,9,0,0,10.2,2,0,2,0,0,1.000,1.69,0.22,,,,,/1,,janseke01
108,Craig Kimbrel,30,BOS,ALWS,9,0,0,10.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,kimbrcr01
109,Josh Hader,24,MIL,NL,7,0,0,10.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,haderjo01
110,Dallas Keuchel,30,HOU,AL,2,2,0,10.0,2,0,2,0,0,1.000,1.80,1.00,,,,,/1,,keuchda01
111,Corey Knebel,26,MIL,NL,9,0,0,10.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,knebeco01
112,Eduardo Rodríguez,25,BOS,ALWS,7,1,0,10.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,rodried05
113,Tony Wolters,26,COL,NL,3,1,0,10.0,14,12,2,0,0,1.000,12.60,4.67,0,1,0,0.0,/*2,,wolteto01
114,Corbin Burnes,23,MIL,NL,6,0,0,9.0,1,0,1,0,0,1.000,1.00,0.17,,,,,/1,,burneco01
115,Edwin Encarnación,35,CLE,AL,1,1,1,9.0,3,3,0,0,0,1.000,3.00,3.00,,,,,/D3,,encared01
116,Matt Barnes,28,BOS,ALWS,10,0,0,8.2,1,0,1,0,0,1.000,1.04,0.10,,,,,*1,,barnema01
117,Ryan Brasier,30,BOS,ALWS,9,0,0,8.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,brasiry01
118,Ryan Madson,37,LAD,NLWS,11,0,0,8.2,2,0,2,0,0,1.000,2.08,0.18,,,,,*1,,madsory01
119,Matt Chapman,25,OAK,AL,1,1,1,8.0,2,1,1,0,0,1.000,2.25,2.00,,,,,/*5,,chapmma01
120,Adeiny Hechavarría,29,NYY,AL,2,0,0,8.0,4,1,3,0,0,1.000,4.50,2.00,,,,,/5H,,hechaad01
121,Jeremy Jeffress,30,MIL,NL,8,0,0,8.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,jeffrje01
122,Ramón Laureano,23,OAK,AL,1,1,1,8.0,1,1,0,0,0,1.000,1.13,1.00,,,,,*/8,,laurera01
123,Jed Lowrie,34,OAK,AL,1,1,1,8.0,3,1,2,0,1,1.000,3.38,3.00,,,,,/*4,,lowrije01
124,Jonathan Lucroy,32,OAK,AL,1,1,1,8.0,6,5,1,0,0,1.000,6.75,6.00,0,1,0,0.0,/*2,,lucrojo01
125,Nick Martini,28,OAK,AL,1,1,1,8.0,2,2,0,0,0,1.000,2.25,2.00,,,,,*/7,,martini02
126,Matt Olson,24,OAK,AL,1,1,1,8.0,9,9,0,0,1,1.000,10.13,9.00,,,,,/*3,,olsonma02
127,Stephen Piscotty,27,OAK,AL,1,1,1,8.0,1,1,0,0,0,1.000,1.13,1.00,,,,,*/9,,piscost01
128,Anthony Rizzo,28,CHC,NL,1,1,0,8.0,6,5,1,0,1,1.000,6.75,6.00,,,,,/*3,,rizzoan01
129,Marcus Semien,27,OAK,AL,1,1,1,8.0,8,4,4,0,1,1.000,9.00,8.00,,,,,/*6,,semiema01
130,David Bote,25,CHC,NL,1,1,0,7.0,2,0,2,0,0,1.000,2.57,2.00,,,,,/*5,,boteda01
131,Dylan Floro,27,LAD,NLWS,8,0,0,7.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,florody01
132,Brandon Guyer,32,CLE,AL,1,1,0,7.0,1,1,0,0,0,1.000,1.29,1.00,,,,,/9,,guyerbr01
133,Luis Severino,24,NYY,AL,2,2,0,7.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,severlu01
134,Kyle Freeland,25,COL,NL,1,1,0,6.2,1,0,1,0,0,1.000,1.35,1.00,,,,,/*1,,freelky01
135,Kenta Maeda,30,LAD,NLWS,8,0,0,6.2,2,0,2,0,0,1.000,2.70,0.25,,,,,/1,,maedake01
136,Alex Wood,27,LAD,NLWS,9,0,0,6.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,woodal02
137,Julio Urías,21,LAD,NLWS,7,0,0,6.1,1,0,1,0,0,1.000,1.42,0.14,,,,,/1,,uriasju01
138,Tyler Anderson,28,COL,NL,1,1,0,6.0,1,0,1,0,0,1.000,1.50,1.00,,,,,/1,,anderty01
139,Mike Foltynewicz,26,ATL,NL,2,2,0,6.0,1,0,1,0,0,1.000,1.50,0.50,,,,,/1,,foltymi01
140,Jason Heyward,28,CHC,NL,1,0,0,6.0,0,0,0,0,0,,0.00,0.00,,,,,*/9H,,heywaja01
141,Jon Lester,34,CHC,NL,1,1,0,6.0,1,1,0,0,0,1.000,1.50,1.00,,,,,/*1,,lestejo01
142,Roberto Osuna,23,HOU,AL,4,0,0,6.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,osunaro01
143,Dellin Betances,30,NYY,AL,3,0,0,5.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,betande01
144,Carlos Carrasco,31,CLE,AL,1,1,0,5.1,1,0,1,0,0,1.000,1.69,1.00,,,,,/1,,carraca01
145,Zack Britton,30,NYY,AL,4,0,0,5.0,1,0,1,0,0,1.000,1.80,0.25,,,,,/*1,,brittza01
146,Drew Butera,34,COL,NL,1,0,0,5.0,7,6,0,1,0,.857,10.80,6.00,0,2,0,0.0,/*2,,buterdr01
147,Mike Clevinger,27,CLE,AL,1,1,0,5.0,1,0,0,1,0,.000,0.00,0.00,,,,,/1,,clevimi01
148,Terrance Gore,27,CHC,NL,1,0,0,5.0,1,1,0,0,0,1.000,1.80,1.00,,,,,*/7H,,gorete01
149,Germán Márquez,23,COL,NL,1,1,0,5.0,3,1,2,0,0,1.000,5.40,3.00,,,,,/1,,marquge01
150,Lance McCullers Jr.,24,HOU,AL,5,0,0,5.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,mcculla02
151,Ryan Pressly,29,HOU,AL,5,0,0,5.0,1,0,1,0,0,1.000,1.80,0.20,,,,,/1,,pressry01
152,Antonio Senzatela,23,COL,NL,1,1,0,5.0,2,1,1,0,0,1.000,3.60,2.00,,,,,/1,,senzaan01
153,Masahiro Tanaka,29,NYY,AL,1,1,0,5.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,tanakma01
154,Junior Guerra,33,MIL,NL,2,0,0,4.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,guerrju02
155,Heath Hembree,29,BOS,ALWS,4,0,0,4.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,hembrhe01
156,Josh James,25,HOU,AL,2,0,0,4.2,1,1,0,0,0,1.000,1.93,0.50,,,,,/1,,jamesjo02
157,Corey Kluber,32,CLE,AL,1,1,0,4.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,klubeco01
158,Sean Newcomb,25,ATL,NL,2,1,0,4.2,2,0,2,0,0,1.000,3.86,1.00,,,,,/1,,newcose01
159,Aníbal Sánchez,34,ATL,NL,1,1,0,4.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,sanchan01
160,Joakim Soria,34,MIL,NL,7,0,0,4.2,0,0,0,0,0,,0.00,0.00,,,,,/*1,,soriajo01
161,Trevor Bauer,27,CLE,AL,3,0,0,4.0,2,0,0,2,0,.000,0.00,0.00,,,,,/*1,,bauertr01
162,Collin McHugh,31,HOU,AL,4,0,0,4.0,1,1,0,0,0,1.000,2.25,0.25,,,,,/1,,mchugco01
163,Chris Rusin,31,COL,NL,4,0,0,4.0,1,0,1,0,0,1.000,2.25,0.25,,,,,/*1,,rusinch01
164,Chad Green,27,NYY,AL,2,0,0,3.2,1,0,1,0,0,1.000,2.45,0.50,,,,,/1,,greench03
165,Scott Oberg,28,COL,NL,4,0,0,3.2,0,0,0,0,0,,0.00,0.00,,,,,/*1,,obergsc01
166,Adam Ottavino,32,COL,NL,3,0,0,3.2,0,0,0,0,0,,0.00,0.00,,,,,/*1,,ottavad01
167,David Robertson,33,NYY,AL,3,0,0,3.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,roberda08
168,Keon Broxton,28,MIL,NL,1,0,0,3.0,1,1,0,0,0,1.000,3.00,1.00,,,,,/9H,,broxtke01
169,Aroldis Chapman,30,NYY,AL,3,0,0,3.0,1,1,0,0,0,1.000,3.00,0.33,,,,,/1,,chapmar01
170,Caleb Ferguson,21,LAD,NL,6,0,0,3.0,1,1,0,0,0,1.000,3.00,0.17,,,,,/1,,ferguca01
171,Gio González,32,MIL,NL,2,2,0,3.0,1,0,1,0,0,1.000,3.00,0.50,,,,,/1,,gonzagi01
172,Seunghwan Oh,35,COL,NL,3,0,0,3.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,ohse01
173,Freddy Peralta,22,MIL,NL,1,0,0,3.0,2,0,2,0,0,1.000,6.00,2.00,,,,,/1,,peralfr01
174,CC Sabathia,37,NYY,AL,1,1,0,3.0,1,0,1,0,0,1.000,3.00,1.00,,,,,/1,,sabatc.01
175,Blake Swihart,26,BOS,ALWS,2,0,0,3.0,0,0,0,0,0,,0.00,0.00,0,0,0,,/H29,,swihabl01
176,Touki Toussaint,22,ATL,NL,2,0,0,3.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,toussto01
177,Lou Trivino,26,OAK,AL,1,0,0,3.0,1,0,1,0,0,1.000,3.00,1.00,,,,,/*1,,trivilo01
178,Scott Alexander,28,LAD,NLWS,4,0,0,2.1,2,0,1,1,0,.500,3.86,0.25,,,,,/1,,alexasc02
179,Max Fried,24,ATL,NL,4,0,0,2.1,0,0,0,0,0,,0.00,0.00,,,,,/*1,,friedma01
180,Lance Lynn,31,NYY,AL,2,0,0,2.1,2,1,1,0,0,1.000,7.71,1.00,,,,,/1,,lynnla01
181,Ryan McMahon,23,COL,NL,1,0,0,2.1,2,2,0,0,0,1.000,7.71,2.00,,,,,/*3,,mcmahry01
182,Charlie Morton,34,HOU,AL,1,1,0,2.1,1,1,0,0,0,1.000,3.86,1.00,,,,,/1,,mortoch02
183,Chad Sobotka,24,ATL,NL,3,0,0,2.1,2,1,0,1,0,.500,3.86,0.33,,,,,/*1,,sobotch01
184,Adam Cimber,27,CLE,AL,2,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,cimbead01
185,Kevin Gausman,27,ATL,NL,1,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,gausmke01
186,Cole Hamels,34,CHC,NL,1,0,0,2.0,1,1,0,0,0,1.000,4.50,1.00,,,,,/*1,,hamelco01
187,J.A. Happ,35,NYY,AL,1,1,0,2.0,1,0,1,0,0,1.000,4.50,1.00,,,,,/1,,happja01
188,Jonathan Holder,25,NYY,AL,1,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,holdejo02
189,A.J. Minter,24,ATL,NL,2,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,minteaj01
190,Blake Treinen,30,OAK,AL,1,0,0,2.0,1,0,1,0,0,1.000,4.50,1.00,,,,,/*1,,treinbl01
191,Jonny Venters,33,ATL,NL,2,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,ventejo01
192,Arodys Vizcaíno,27,ATL,NL,2,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,vizcaar01
193,Brad Hand,28,CLE,AL,2,0,0,1.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,handbr01
194,Julio Teheran,27,ATL,NL,1,0,0,1.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,teherju01
195,Brad Brach,32,ATL,NL,2,0,0,1.1,1,0,1,0,0,1.000,6.75,0.50,,,,,/1,,brachbr01
196,Wade Davis,32,COL,NL,2,0,0,1.1,1,0,1,0,0,1.000,6.75,0.50,,,,,/1,,daviswa01
197,Kyle Hendricks,28,CHC,NL,1,0,0,1.1,0,0,0,0,0,,0.00,0.00,,,,,/*1,,hendrky01
198,Tony Sipp,34,HOU,AL,3,0,0,1.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,sippto01
199,Cody Allen,29,CLE,AL,2,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,allenco01
200,Xavier Cedeño,31,MIL,NL,4,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,cedenxa01
201,Jesse Chavez,34,CHC,NL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,chaveje01
202,Zach Davies,25,MIL,NL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,davieza02
203,Jeurys Familia,28,OAK,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,familje01
204,Will Harris,33,HOU,AL,1,0,0,1.0,1,1,0,0,0,1.000,9.00,1.00,,,,,/1,,harriwi10
205,Liam Hendriks,29,OAK,AL,1,1,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,hendrli01
206,Shawn Kelley,34,OAK,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,kellesh01
207,Dan Otero,33,CLE,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,oteroda01
208,Austin Romine,29,NYY,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,rominau01
209,Héctor Rondón,30,HOU,AL,2,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,rondohe01
