Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,RF/9,RF/G,PB,SB,CS,CS%,Pos,Awards,-9999
28,Kurt Suzuki,35,WSN,NLWS,10,10,6,79.0,109,105,3,1,0,.991,12.30,10.80,0,9,1,10.0,2,,suzukku01
29,Kolten Wong,28,STL,NL,9,9,9,79.0,32,11,19,2,5,.938,3.42,3.33,,,,,/*4,,wongko01
30,Yan Gomes,31,WSN,NLWS,11,7,7,74.0,76,70,5,1,0,.987,9.12,6.82,1,5,0,0.0,*2/H,,gomesya01
31,Dexter Fowler,33,STL,NL,8,8,4,69.2,17,17,0,0,0,1.000,2.20,1.70,,,,,*/89H,,fowlede01
32,Asdrúbal Cabrera,33,WSN,NLWS,9,7,7,67.0,28,15,13,0,1,1.000,3.76,3.11,,,,,/*4H,,cabreas01
33,Martín Maldonado,32,HOU,ALWS,7,6,4,54.0,66,65,1,0,1,1.000,11.00,9.43,1,2,1,33.3,/2,,maldoma01
34,Travis d'Arnaud,30,TBR,AL,6,6,6,51.0,62,58,4,0,0,1.000,10.94,10.33,0,3,0,0.0,/*2,,darnatr01
35,Kevin Kiermaier,29,TBR,AL,6,6,6,51.0,11,10,1,0,0,1.000,1.94,1.83,,,,,*/8,,kiermke01
36,Austin Meadows,24,TBR,AL,6,6,6,51.0,7,7,0,0,0,1.000,1.24,1.17,,,,,*/79,,meadoau01
37,Michael A. Taylor,28,WSN,NLWS,8,5,5,51.0,21,21,0,0,0,1.000,3.71,2.63,,,,,/89H,,taylomi02
38,Willy Adames,23,TBR,AL,6,6,5,50.0,25,9,15,1,2,.960,4.32,4.00,,,,,/*6,,adamewi01
39,Ronald Acuña Jr.,21,ATL,NL,5,5,5,45.2,11,11,0,0,0,1.000,2.17,2.20,,,,,*/8,,acunaro01
40,Ozzie Albies,22,ATL,NL,5,5,5,45.2,20,4,14,2,2,.900,3.55,3.60,,,,,/*4,,albieoz01
41,Freddie Freeman,29,ATL,NL,5,5,5,45.2,53,49,3,1,4,.981,10.25,10.40,,,,,/*3,,freemfr01
42,Nick Markakis,35,ATL,NL,5,5,1,45.2,10,9,0,1,0,.900,1.77,1.00,,,,,*/97,,markani01
43,Dansby Swanson,25,ATL,NL,5,5,5,45.2,22,3,19,0,1,1.000,4.34,4.40,,,,,/*6,,swansda01
44,Cody Bellinger,23,LAD,NL,5,5,4,45.0,16,16,0,0,0,1.000,3.20,2.67,,,,,*/83,,bellico01
45,Max Muncy,28,LAD,NL,5,5,2,45.0,32,28,4,0,4,1.000,6.40,4.00,,,,,/*34,,muncyma01
46,Corey Seager,25,LAD,NL,5,5,5,45.0,17,5,11,1,2,.941,3.20,3.20,,,,,/*6,,seageco01
47,Justin Turner,34,LAD,NL,5,5,5,45.0,19,4,15,0,4,1.000,3.80,3.80,,,,,/*5,,turneju01
48,Josh Donaldson,33,ATL,NL,5,5,4,44.2,10,4,6,0,2,1.000,2.01,2.00,,,,,/*5,,donaljo02
49,Jiman Choi,28,TBR,AL,6,5,5,43.0,33,32,1,0,3,1.000,6.91,5.50,,,,,/*3H,,choiji01
50,Avisaíl García,28,TBR,AL,5,5,5,43.0,14,14,0,0,0,1.000,2.93,2.80,,,,,*/9,,garciav01
51,Brian McCann,35,ATL,NL,5,5,3,41.2,40,39,1,0,0,1.000,8.64,8.00,0,1,1,50.0,/*2,,mccanbr01
52,Brandon Lowe,24,TBR,AL,5,4,3,40.0,11,5,5,1,1,.909,2.25,2.00,,,,,/*4H,,lowebr01
53,Matt Carpenter,33,STL,NL,6,4,3,37.2,9,2,6,1,0,.889,1.91,1.33,,,,,/*5H,,carpema01
54,Jake Marisnick,28,HOU,ALWS,14,3,1,37.0,15,14,0,1,0,.933,3.41,1.00,,,,,*8/H,,marisja01
55,Gerrit Cole,28,HOU,ALWS,5,5,0,36.2,1,0,1,0,0,1.000,0.25,0.20,,,,,/1,,colege01
56,Aaron Hicks,29,NYY,AL,5,4,4,36.2,8,8,0,0,0,1.000,1.96,1.60,,,,,*/8H,,hicksaa01
57,Stephen Strasburg,30,WSN,NLWS,6,5,0,36.1,7,3,4,0,0,1.000,1.73,1.17,,,,,/1,WS MVP,strasst01
58,Will Smith,24,LAD,NL,4,4,4,36.0,38,35,3,0,0,1.000,9.50,9.50,0,0,0,,/*2,,smithwi05
59,Justin Verlander,36,HOU,ALWS,6,6,0,35.1,1,1,0,0,0,1.000,0.25,0.17,,,,,/1,,verlaju01
60,Joc Pederson,27,LAD,NL,5,4,3,34.0,6,5,1,0,0,1.000,1.59,1.20,,,,,*/9H,,pederjo01
61,Harrison Bader,25,STL,NL,6,4,2,32.1,7,7,0,0,0,1.000,1.95,1.17,,,,,/8H,,baderha01
62,Max Scherzer,34,WSN,NLWS,6,5,0,30.0,1,1,0,0,0,1.000,0.30,0.17,,,,,/1,,scherma01
63,Joey Wendle,29,TBR,AL,4,3,1,28.0,5,3,2,0,0,1.000,1.61,0.83,,,,,/5H46,,wendljo01
64,Giancarlo Stanton,29,NYY,AL,4,4,0,26.0,4,4,0,0,0,1.000,1.38,1.00,,,,,/7D,,stantmi03
65,Mitch Garver,28,MIN,AL,3,3,3,25.0,31,29,1,1,0,.968,10.80,10.00,0,4,0,0.0,/*2,,garvemi01
66,Marwin González,30,MIN,AL,3,3,1,25.0,14,14,0,0,4,1.000,5.04,2.80,,,,,*/73,,gonzama01
67,Zack Greinke,35,HOU,ALWS,5,5,0,25.0,11,4,7,0,1,1.000,3.96,2.20,,,,,/1,,greinza01
68,Max Kepler,26,MIN,AL,3,3,3,25.0,12,12,0,0,0,1.000,4.32,4.00,,,,,*/8,,keplema01
69,Jorge Polanco,25,MIN,AL,3,3,3,25.0,7,2,5,0,1,1.000,2.52,2.33,,,,,/*6,,polanjo01
70,Eddie Rosario,27,MIN,AL,3,3,3,25.0,6,6,0,0,0,1.000,2.16,2.00,,,,,*/9,,rosared01
71,Miguel Sanó,26,MIN,AL,3,3,2,25.0,9,1,8,0,3,1.000,3.24,2.25,,,,,/*53,,sanomi01
72,Luis Arraez,22,MIN,AL,3,3,1,24.0,10,5,5,0,4,1.000,3.75,2.50,,,,,/*45,,arraelu01
73,Patrick Corbin,29,WSN,NLWS,8,3,0,23.1,3,0,3,0,0,1.000,1.16,0.38,,,,,/1,,corbipa01
74,Matt Joyce,34,ATL,NL,4,4,0,23.1,6,6,0,0,0,1.000,2.31,1.50,,,,,*/9H,,joycema01
75,Gavin Lux,21,LAD,NL,4,3,2,23.0,15,8,7,0,3,1.000,5.87,3.75,,,,,/*4H,,luxga01
76,Adam Duvall,30,ATL,NL,5,1,1,22.1,3,2,1,0,0,1.000,1.21,0.60,,,,,*/7H,,duvalad01
77,AJ Pollock,31,LAD,NL,3,3,1,22.0,3,3,0,0,0,1.000,1.23,1.00,,,,,/7H,,polloaj01
78,Kyle Tucker,22,HOU,AL,3,2,0,20.0,5,5,0,0,0,1.000,2.25,1.67,,,,,/9H,,tuckeky01
79,Cameron Maybin,32,NYY,AL,5,1,0,19.0,5,5,0,0,0,1.000,2.37,1.00,,,,,/7H,,maybica01
80,Aníbal Sánchez,35,WSN,NLWS,3,3,0,18.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,sanchan01
81,Jack Flaherty,23,STL,NL,3,3,0,17.0,4,1,3,0,0,1.000,2.12,1.33,,,,,/1,,flaheja01
82,Adam Wainwright,37,STL,NL,3,2,0,16.2,1,0,1,0,0,1.000,0.54,0.33,,,,,/1,,wainwad01
83,Chris Taylor,28,LAD,NL,3,1,0,16.1,4,4,0,0,0,1.000,2.20,0.80,,,,,/7H89,,tayloch03
84,Yandy Díaz,27,TBR,AL,3,3,1,16.0,7,6,0,1,2,.857,3.38,2.00,,,,,/53D,,diazya01
85,José Martínez,30,STL,NL,2,2,2,16.0,2,2,0,0,0,1.000,1.13,1.00,,,,,/9H,,martijo08
86,Masahiro Tanaka,30,NYY,AL,3,3,0,16.0,4,2,2,0,1,1.000,2.25,1.33,,,,,/1,,tanakma01
87,Matt Beaty,26,LAD,NL,2,2,1,14.2,6,6,0,0,1,1.000,3.68,3.00,,,,,/H37,,beatyma01
88,Brian Dozier,32,WSN,NL,6,1,0,14.1,4,0,4,0,0,1.000,2.51,0.67,,,,,/4H,,doziebr01
89,Jake Cave,26,MIN,AL,2,2,0,14.0,1,1,0,0,0,1.000,0.64,0.50,,,,,/7,,caveja01
90,Kiké Hernández,27,LAD,NL,2,1,0,14.0,5,4,1,0,1,1.000,3.21,1.67,,,,,/H479,,hernaen02
91,James Paxton,30,NYY,AL,3,3,0,13.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,paxtoja01
92,Walker Buehler,24,LAD,NL,2,2,0,12.2,2,1,1,0,0,1.000,1.42,1.00,,,,,/1,,buehlwa01
93,Miles Mikolas,30,STL,NL,3,2,0,12.0,2,1,1,0,0,1.000,1.50,0.67,,,,,/1,,mikolmi01
94,David Freese,36,LAD,NL,2,1,0,11.0,12,10,2,0,2,1.000,9.82,6.00,,,,,/H3,,freesda01
95,Sean Doolittle,32,WSN,NLWS,9,0,0,10.1,1,0,1,0,0,1.000,0.87,0.11,,,,,/1,,doolise01
96,C.J. Cron,29,MIN,AL,2,1,1,10.0,6,5,0,1,0,.833,4.50,2.50,,,,,/3H,,croncj01
97,Matt Duffy,28,TBR,AL,3,1,0,10.0,2,0,2,0,1,1.000,1.80,0.67,,,,,/5H,,duffyma01
98,Charlie Morton,35,TBR,AL,2,2,0,10.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,mortoch02
99,Roberto Osuna,24,HOU,ALWS,9,0,0,10.0,2,1,1,0,0,1.000,1.80,0.22,,,,,/1,,osunaro01
100,José Urquidy,24,HOU,ALWS,4,1,0,10.0,1,0,1,0,0,1.000,0.90,0.25,,,,,/1,,urquijo01
101,Will Harris,34,HOU,ALWS,12,0,0,9.2,1,1,0,0,0,1.000,0.93,0.08,,,,,1,,harriwi10
102,Daniel Hudson,32,WSN,NLWS,9,0,0,9.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,hudsoda01
103,Mark Canha,30,OAK,AL,1,1,1,9.0,5,5,0,0,0,1.000,5.00,5.00,,,,,*/8,,canhama01
104,Matt Chapman,26,OAK,AL,1,1,1,9.0,2,0,2,0,0,1.000,2.00,2.00,,,,,/*5,,chapmma01
105,Robbie Grossman,29,OAK,AL,1,1,1,9.0,0,0,0,0,0,,0.00,0.00,,,,,*/7,,grossro01
106,Ramón Laureano,24,OAK,AL,1,1,1,9.0,2,2,0,0,0,1.000,2.00,2.00,,,,,*/9,,laurera01
107,Russell Martin,36,LAD,NL,1,1,1,9.0,6,6,0,0,0,1.000,6.00,6.00,0,0,0,,/2,,martiru01
108,Matt Olson,25,OAK,AL,1,1,1,9.0,8,6,2,0,0,1.000,8.00,8.00,,,,,/*3,,olsonma02
109,Jurickson Profar,26,OAK,AL,1,1,1,9.0,1,1,0,0,0,1.000,1.00,1.00,,,,,/*4,,profaju01
110,Marcus Semien,28,OAK,AL,1,1,1,9.0,3,0,3,0,0,1.000,3.00,3.00,,,,,/*6,,semiema01
111,Eric Sogard,33,TBR,AL,2,1,1,9.0,1,1,0,0,0,1.000,1.00,0.50,,,,,/45H,,sogarer01
112,Joe Smith,35,HOU,ALWS,10,0,0,8.2,3,0,3,0,0,1.000,3.12,0.30,,,,,1,,smithjo05
113,Luis Severino,25,NYY,AL,2,2,0,8.1,1,0,0,1,0,.000,0.00,0.00,,,,,/1,,severlu01
114,Orlando Arcia,24,MIL,NL,1,1,1,8.0,7,1,6,0,0,1.000,7.88,7.00,,,,,/*6,,arciaor01
115,Zack Britton,31,NYY,AL,7,0,0,8.0,3,1,2,0,0,1.000,3.38,0.43,,,,,/*1,,brittza01
116,Mike Brosseau,25,TBR,AL,1,1,0,8.0,7,3,3,1,2,.857,6.75,2.00,,,,,/*345,,brossmi01
117,Lorenzo Cain,33,MIL,NL,1,1,1,8.0,2,2,0,0,0,1.000,2.25,2.00,,,,,*/8,,cainlo01
118,Yasmani Grandal,30,MIL,NL,1,1,1,8.0,7,7,0,0,0,1.000,7.88,7.00,0,0,0,,/*2,,grandya01
119,Trent Grisham,22,MIL,NL,1,1,1,8.0,2,0,1,1,0,.500,1.13,1.00,,,,,*/9,,grishtr01
120,Tommy Kahnle,29,NYY,AL,8,0,0,8.0,1,0,1,0,0,1.000,1.13,0.13,,,,,/*1,,kahnlto01
121,Dallas Keuchel,31,ATL,NL,2,2,0,8.0,2,0,2,0,0,1.000,2.25,1.00,,,,,/1,,keuchda01
122,Mike Moustakas,30,MIL,NL,1,1,1,8.0,5,2,2,1,0,.800,4.50,4.00,,,,,/*5,,moustmi01
123,Tommy Pham,31,TBR,AL,1,1,1,8.0,4,4,0,0,0,1.000,4.50,4.00,,,,,/*D7,,phamth01
124,Eric Thames,32,MIL,NL,1,1,1,8.0,9,9,0,0,0,1.000,10.13,9.00,,,,,/*3,,thameer01
125,Mike Foltynewicz,27,ATL,NL,2,2,0,7.1,3,1,2,0,0,1.000,3.68,1.50,,,,,/1,,foltymi01
126,Ryan Braun,35,MIL,NL,1,1,0,7.0,3,3,0,0,0,1.000,3.86,3.00,,,,,*/7,,braunry02
127,Aledmys Díaz,28,HOU,ALWS,3,0,0,7.0,2,2,0,0,0,1.000,2.57,0.67,,,,,/H7D,,diazal02
128,Tyler Glasnow,25,TBR,AL,2,2,0,7.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,glasnty01
129,Keston Hiura,22,MIL,NL,1,1,0,7.0,0,0,0,0,0,,0.00,0.00,,,,,/*4,,hiurake01
130,Joe Ross,26,WSN,WS,2,1,0,7.0,3,1,2,0,0,1.000,3.86,1.50,,,,,/1,,rossjo01
131,Michael Soroka,21,ATL,NL,1,1,0,7.0,2,0,2,0,0,1.000,2.57,2.00,,,,,/1,,sorokmi01
132,Chad Green,28,NYY,AL,6,1,0,6.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,greench03
133,Josh James,26,HOU,ALWS,9,0,0,6.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,jamesjo02
134,Tanner Rainey,26,WSN,NLWS,9,0,0,6.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,raineta01
135,Clayton Kershaw,31,LAD,NL,2,1,0,6.1,1,0,1,0,0,1.000,1.42,0.50,,,,,/1,,kershcl01
136,Yordan Alvarez,22,HOU,WS,1,1,0,6.0,1,1,0,0,0,1.000,1.50,1.00,,,,,/DH7,,alvaryo01
137,Nick Anderson,28,TBR,AL,4,0,0,5.2,1,0,1,0,0,1.000,1.59,0.25,,,,,/1,,anderni01
138,Diego Castillo,25,TBR,AL,4,1,0,5.2,2,1,1,0,0,1.000,3.18,0.50,,,,,/1,,castidi01
139,Brad Peacock,31,HOU,ALWS,5,1,0,5.2,1,0,1,0,0,1.000,1.59,0.20,,,,,/1,,peacobr01
140,Ryan Pressly,30,HOU,ALWS,10,0,0,5.2,2,1,1,0,0,1.000,3.18,0.20,,,,,1,,pressry01
141,Aroldis Chapman,31,NYY,AL,5,0,0,5.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,chapmar01
142,Ryan Helsley,24,STL,NL,5,0,0,5.1,1,0,1,0,0,1.000,1.69,0.20,,,,,/1,,helslry01
143,Blake Snell,26,TBR,AL,3,1,0,5.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,snellbl01
144,Dakota Hudson,24,STL,NL,2,2,0,5.0,1,0,1,0,1,1.000,1.80,0.50,,,,,/1,,hudsoda02
145,Andrew Miller,34,STL,NL,6,0,0,5.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,millean01
146,Jake Odorizzi,29,MIN,AL,1,1,0,5.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,odorija01
147,Josh Phegley,31,OAK,AL,1,0,0,5.0,5,5,0,0,0,1.000,9.00,5.00,0,0,0,,/*2,,phegljo01
148,Hyun Jin Ryu,32,LAD,NL,1,1,0,5.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,ryuhy01
149,Kenta Maeda,31,LAD,NL,4,0,0,4.2,0,0,0,0,0,,0.00,0.00,,,,,/*1,,maedake01
150,Fernando Rodney,42,WSN,NLWS,6,0,0,4.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,rodnefe01
151,Giovanny Gallegos,27,STL,NL,5,0,0,4.1,2,2,0,0,0,1.000,4.15,0.40,,,,,/1,,gallegi01
152,Colin Poche,25,TBR,AL,5,0,0,4.1,0,0,0,0,0,,0.00,0.00,,,,,/*1,,pocheco01
153,José Berríos,25,MIN,AL,1,1,0,4.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,berrijo01
154,Luis Cessa,27,NYY,AL,2,0,0,4.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,cessalu01
155,Max Fried,25,ATL,NL,4,0,0,4.0,0,0,0,0,0,,0.00,0.00,,,,,/*1H,,friedma01
156,Sean Murphy,24,OAK,AL,1,1,0,4.0,7,6,1,0,0,1.000,15.75,7.00,0,1,0,0.0,/*2,,murphse01
157,Brandon Woodruff,26,MIL,NL,1,1,0,4.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,woodrbr01
158,J.A. Happ,36,NYY,AL,3,0,0,3.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,happja01
159,Carlos Martínez,27,STL,NL,4,0,0,3.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,martica04
160,Sean Newcomb,26,ATL,NL,4,0,0,3.2,1,0,1,0,0,1.000,2.45,0.25,,,,,/*1,,newcose01
161,Josh Tomlin,34,ATL,NL,2,0,0,3.2,1,1,0,0,0,1.000,2.45,0.50,,,,,/1,,tomlijo01
162,Julio Urías,22,LAD,NL,3,0,0,3.2,1,0,0,1,0,.000,0.00,0.00,,,,,/1,,uriasju01
163,Dustin May,21,LAD,NL,2,0,0,3.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,maydu01
164,Adam Ottavino,33,NYY,AL,8,0,0,3.1,0,0,0,0,0,,0.00,0.00,,,,,/*1,,ottavad01
165,Devin Smeltzer,23,MIN,AL,1,0,0,3.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,smeltde01
166,Tyler Webb,28,STL,NL,5,0,0,3.1,1,1,0,0,0,1.000,2.70,0.20,,,,,/1,,webbty01
167,John Brebbia,29,STL,NL,5,0,0,3.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,brebbjo01
168,Francisco Cervelli,33,ATL,NL,1,0,0,3.0,6,6,0,0,0,1.000,18.00,6.00,0,0,0,,/H2,,cervefr01
169,Chris Devenski,28,HOU,WS,3,0,0,3.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,devench02
170,Oliver Drake,32,TBR,AL,2,0,0,3.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,drakeol01
171,Javy Guerra,33,WSN,WS,2,0,0,3.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,guerrja01
172,Jesús Luzardo,21,OAK,AL,1,0,0,3.0,1,1,0,0,0,1.000,3.00,1.00,,,,,/*1,,luzarje01
173,Mark Melancon,34,ATL,NL,3,0,0,3.0,1,1,0,0,0,1.000,3.00,0.33,,,,,/1,,melanma01
174,Emilio Pagán,28,TBR,AL,4,0,0,3.0,1,0,1,0,0,1.000,3.00,0.25,,,,,/1,,paganem01
175,Ryan Yarbrough,27,TBR,AL,3,0,0,3.0,2,0,2,0,0,1.000,6.00,0.67,,,,,/1,,yarbrry01
176,Shane Greene,30,ATL,NL,2,0,0,2.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,greensh02
177,Rich Hill,39,LAD,NL,1,1,0,2.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,hillri01
178,Luke Jackson,27,ATL,NL,3,0,0,2.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,jackslu01
179,Jonathan Loáisiga,24,NYY,AL,4,0,0,2.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,loaisjo01
180,Wade Miley,32,HOU,AL,1,0,0,2.2,1,0,1,0,0,1.000,3.38,1.00,,,,,/1,,mileywa01
181,Yusmeiro Petit,34,OAK,AL,1,0,0,2.2,0,0,0,0,0,,0.00,0.00,,,,,/*1,,petityu01
182,Chaz Roe,32,TBR,AL,3,0,0,2.2,1,0,1,0,1,1.000,3.38,0.33,,,,,/1,,roech01
183,Randy Arozarena,24,STL,NL,2,0,0,2.1,1,1,0,0,0,1.000,3.86,0.50,,,,,/H89,,arozara01
184,Joe Kelly,31,LAD,NL,3,0,0,2.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,kellyjo05
185,Randy Dobnak,24,MIN,AL,1,1,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,dobnara01
186,Sean Manaea,27,OAK,AL,1,1,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,manaese01
187,Darren O'Day,36,ATL,NL,4,0,0,2.0,1,0,1,0,0,1.000,4.50,0.25,,,,,/*1,,odayda01
188,Drew Pomeranz,30,MIL,NL,1,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,pomerdr01
189,Daniel Ponce de Leon,27,STL,NL,1,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,ponceda01
190,Taylor Rogers,28,MIN,AL,1,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,rogerta01
191,Sergio Romo,36,MIN,AL,2,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,romose01
192,Jonathan Schoop,27,MIN,AL,2,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/4H,,schoojo01
193,Hunter Strickland,30,WSN,NL,2,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,strichu01
194,Wander Suero,27,WSN,NLWS,4,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,suerowa01
195,Génesis Cabrera,22,STL,NL,2,0,0,1.2,1,0,1,0,0,1.000,5.40,0.50,,,,,/1,,cabrege01
196,Tyler Duffey,28,MIN,AL,2,0,0,1.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,duffety01
197,Kenley Jansen,31,LAD,NL,2,0,0,1.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,janseke01
198,Tyler Lyons,31,NYY,AL,2,0,0,1.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,lyonsty01
199,Cody Stashak,25,MIN,AL,2,0,0,1.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,stashco01
200,Julio Teheran,28,ATL,NL,2,0,0,1.2,1,0,1,0,0,1.000,5.40,0.50,,,,,/1,,teherju01
201,Brendan McKay,23,TBR,AL,3,0,0,1.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,mckaybr01
202,Héctor Rondón,31,HOU,ALWS,4,0,0,1.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,rondohe01
203,Tyler Flowers,33,ATL,NL,1,0,0,1.0,1,1,0,0,0,1.000,9.00,1.00,0,0,0,,/2H,,flowety01
204,Ben Gamel,27,MIL,NL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,*/7,,gamelbe01
205,Kyle Gibson,31,MIN,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,gibsoky01
206,Brusdar Graterol,20,MIN,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,gratebr01
207,Josh Hader,25,MIL,NL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,haderjo01
208,Adeiny Hechavarría,30,ATL,NL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/H5,,hechaad01
209,Liam Hendriks,30,OAK,AL,1,0,0,1.0,1,1,0,0,0,1.000,9.00,1.00,,,,,/*1,,hendrli01
210,Adam Kolarek,30,LAD,NL,3,0,0,1.0,1,0,1,0,0,1.000,9.00,0.33,,,,,/1,,kolarad01
